ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic resistance,Metabolite (antibiotic)
,,,,,,,,1,spiramycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
8534,FI-93171,"DSM 44852, CIP 108409, CCUG 50992, JCM 14740",1,1,Mycobacterium florentinum,Mycobacterium,florentinum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
131823,"MF-89, W5198","DSM 44676, ATCC 49403, CDC 80-719, CCUG 47581, JCM 15656, CIP 107828",1,1,Mycobacterium houstonense,Mycobacterium,houstonense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158795,,"CIP 110823T, ATCC BAA-2758, GPK 1020",1,1,Mycobacterium komaniense,Mycobacterium,komaniense,1,amoxicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,imipenem
,,,,,,,,1,tobramycin
8339,40,"DSM 43219, CECT 8763, SN 1900",1,1,Mycobacterium lehmannii,Mycobacterium,lehmannii,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,lithium chloride
,,,,,,,,1,nalidixic acid
,,,,,,,,1,potassium tellurite
,,,,,,,,1,rifamycin sv
,,,,,,,,1,sodium formate
133382,,"ATCC BAA-2759, CIP 110822, WCM 7299",1,1,Mycobacterium malmesburyense,Mycobacterium,malmesburyense,1,amoxicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,imipenem
8246,2409,"DSM 43532, CECT 8766, SN 1904",1,1,Mycobacterium neumannii,Mycobacterium,neumannii,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lithium chloride
,,,,,,,,1,nalidixic acid
,,,,,,,,1,potassium tellurite
,,,,,,,,1,rifamycin sv
,,,,,,,,1,sodium bromate
,,,,,,,,1,sodium chloride
,,,,,,,,1,sodium formate
140637,MOTT64,"KCTC 29084, JCM 30622",1,1,Mycobacterium intracellulare,Mycobacterium,intracellulare,1,amikacin
,,,,,,,,1,cefoxitin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clarithromycin
,,,,,,,,1,doxycycline
,,,,,,,,1,moxifloxacin
,,,,,,,,1,rifampicin
8471,E10241-1,"DSM 44242, ATCC 33776, JCM 6378, CCUG 37674, CIP 105392, KCTC 9517",1,1,Mycobacterium porcinum,Mycobacterium,porcinum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
134677,230672,CIP 107943,1,1,Mycobacterium reunionae,Mycobacterium,reunionae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133184,DL734,"JCM 30395, NCCB 100519",1,1,Mycobacterium sarraceniae,Mycobacterium,sarraceniae,1,aztreonam
,,,,,,,,1,penicillin
,,,,,,,,1,trimethoprim
158439,27335,"DSM 105112, ATCC TSD-89",1,1,Mycobacterium syngnathidarum,Mycobacterium,syngnathidarum,1,cefoxitin
,,,,,,,,1,doxycycline
,,,,,,,,1,imipenem
,,,,,,,,1,moxifloxacin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,tobramycin
,,,,,,,,1,trimethoprim
140345,NE-TNMC-100812,"DSM 46873, ATCC BAA-2683",1,1,Mycobacterium talmoniae,Mycobacterium,talmoniae,1,ciprofloxacin
,,,,,,,,1,clofazimine
,,,,,,,,1,linezolid
,,,,,,,,1,streptomycin
136730,"TBC 8878, M0739, Mo739","DSM 44493, ATCC 700010, CIP 106348, CCUG 48179, CCUG 47168, JCM 13393",1,1,Mycobacterium wolinskyi,Mycobacterium,wolinskyi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159549,LR5794,"DSM 106703, NCTC 14309, ATCC TSD-141",1,1,Mycoplasma procyoni,Mycoplasma,procyoni,1,penicillin g
140022,56A97,"DSM 21909, ATCC BAA-1432, NCTC 11747",1,1,Mycoplasma tullyi,Mycoplasma,tullyi,1,penicillin
138182,CL 229/67,"CIP 105170, NCTC 11180, LMG 4029, CCUG 39352, DSM 112291, JCM 7460, ATCC BAA-634, CCM 3298, CGMCC 1.10437",1,1,Myroides odoratimimus,Myroides,odoratimimus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132455,2Q3S-4-2,"DSM 100722, CGMCC 4.7308, JCM 31778",1,1,Nakamurella endophytica,Nakamurella,endophytica,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,potassium tellurite
,,,,,,,,1,sodium butyrate
,,,,,,,,1,tetrazolium violet
,,,,,,,,1,vancomycin
158619,MNa11734,"DSM 104509, NCCB 100618",1,1,Nannocystis konarekensis,Nannocystis,konarekensis,1,bacitracin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,thiostrepton
140647,3-May,"IBRC-M 11063, LMG 29247",1,1,Natrinema soli,Natrinema,soli,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
10493,"CL 191/78, Vandamme R-24680, D 8251","DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228, CIP 103440",1,1,Neisseria animaloris,Neisseria,animaloris,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10467,,"DSM 4691, ATCC 23970, NCTC 10617, CCUG 5853, CIP 72.17, CCM 4401, NCDC A7515",1,1,Neisseria lactamica,Neisseria,lactamica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10483,"Berger 6b, 30.016, Q19","DSM 17713, ATCC 29256, ATCC 49276, CCUG 23929, CCUG 24959, LMG 5290, NRL 30016, LMG 5312, NRL 30,016, CIP 103345",1,1,Neisseria sicca,Neisseria,sicca,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10478,37,"DSM 17610, ATCC 49275, CCUG 23930, CIP 103343, LMG 5313, NRL 30017, LMG 5921, CCM 4407",1,1,Neisseria subflava,Neisseria,subflava,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10481,ISL775/91,"DSM 17688, ATCC 51410, CCM 4587, CCUG 4007, CIP 103940, LMG 5135, NCTC 12742",1,1,Neisseria weaveri,Neisseria,weaveri,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10494,"CL 194/78, Vandamme R-24681, CNPE12, D5986","DSM 21643, ATCC 29859, CDC D5986, LMG 23012, NCTC 12230, CIP 104144",1,1,Neisseria zoodegmatis,Neisseria,zoodegmatis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1251,B1801T,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,1,Neobacillus fumarioli,Neobacillus,fumarioli,1,nalidixic acid
13626,,"DSM 11542, ATCC 43677, CIP 105585, JCM 20973, LMG 6214, NBRC 14965, CCUG 27880, HAMBI 540, IAM 13631, IFO 14965, NZP 5563, OUT 30006",1,1,Neorhizobium galegae,Neorhizobium,galegae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13632,"S 02, S02","DSM 21817, ATCC BAA-115, CIP 105757, LMG 18254",1,1,Neorhizobium huautlense,Neorhizobium,huautlense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,1,Nesterenkonia cremea,Nesterenkonia,cremea,1,ciprofloxacin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
159880,,"CCTCC AB 2017176, NBRC 112398, EGI 60016",1,1,Nesterenkonia endophytica,Nesterenkonia,endophytica,1,netilmycin
,,,,,,,,1,tobramycin
164194,M8,"JCM 32100, CGMCC 1.16706, MCC 3367",1,1,Nesterenkonia natronophila,Nesterenkonia,natronophila,1,ampicillin
,,,,,,,,1,ceftazidime
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clindamycin
,,,,,,,,1,cloxacillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,levofloxacin
,,,,,,,,1,linezolid
,,,,,,,,1,moxifloxacin
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,1,Niabella pedocola,Niabella,pedocola,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,cycloheximide
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
141099,MME-018,"KCCM 43135, JCM 30752",1,1,Nioella aestuarii,Nioella,aestuarii,1,gentamicin
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,1,Nitratireductor aestuarii,Nitratireductor,aestuarii,1,cefotaxime
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,roxithromycin
,,,,,,,,1,sulfamethoxazole
140898,MEB087,"KCTC 42948, JCM 19317",1,1,Nitrincola alkalisediminis,Nitrincola,alkalisediminis,1,ampicillin
,,,,,,,,1,carbenicillin
159828,MY1,"JCM 31640, KCTC 4249",1,1,Nitrosarchaeum koreense,Nitrosarchaeum,koreense,1,ampicillin
,,,,,,,,1,clarithromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
157948,NF5,"DSM 106890, JCM 32270, NCIMB 15114",1,1,Nitrosopumilus adriaticus,Nitrosopumilus,adriaticus,1,carbenicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
158487,D3C,"DSM 106147, JCM 32271, NCIMB 15115",1,1,Nitrosopumilus piranensis,Nitrosopumilus,piranensis,1,carbenicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
132662,,"DSM 101725, CGMCC 4.7330, KCTC 39691, KLBMP S0027",1,1,Nocardia jiangsuensis,Nocardia,jiangsuensis,1,ciprofloxacin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,norfloxacin
,,,,,,,,1,oxacillin
159507,,"DSM 105904, CCTCC AA 2017043, KCTC 49030, YIM PH21724",1,1,Nocardia panacis,Nocardia,panacis,1,bacitracin
,,,,,,,,1,cephalexin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
140848,RY45-3,"JCM 19832, TISTR 2213, PCU 334",1,1,Nocardia rayongensis,Nocardia,rayongensis,1,cefotaxime
,,,,,,,,1,ceftriaxone
158323,,"DSM 101726, CGMCC 4.7329, KCTC 39693, KLBMP S0039",1,1,Nocardia rhizosphaerihabitans,Nocardia,rhizosphaerihabitans,1,clarithromycin
,,,,,,,,1,levofloxacin
,,,,,,,,1,minocycline
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,spectinomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
,,,,,,,,1,vancomycin
10717,"3426, 16","DSM 43405, ATCC 6865, DSM 43582, IFO 15921, IMRU 3426, NBRC 15921, NCTC 2392, CCUG 45937, CIP 104841, JCM 9099, CCM 2776, CCUG 4.1169, IFM 0333, IMET 7500, NRRL B-16037, VKM Ac-867",1,1,Nocardia transvalensis,Nocardia,transvalensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,1,Nocardioides daedukensis,Nocardioides,daedukensis,1,novobiocin
133130,,"YIM DR1091, JCM 30632, CGMCC 4.7251",1,1,Nocardioides intraradicalis,Nocardioides,intraradicalis,1,ciprofloxacin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,optochin
,,,,,,,,1,piperacillin
,,,,,,,,1,sulfamethoxazole
133104,WYH11-7,"DSM 104026, CGMCC 4.7371",1,1,Nocardioides phosphati,Nocardioides,phosphati,1,bacitracin
,,,,,,,,1,clindamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,sulfamethoxazole
11111,OS4,"DSM 15530, CIP 106800, JCM 10369, KCTC 0074BP",1,1,Nocardioides pyridinolyticus,Nocardioides,pyridinolyticus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166421,S-34,"KCTC 49137, CCTCC AB 2018079",1,1,Nocardioides silvaticus,Nocardioides,silvaticus,1,furazolidone
,,,,,,,,1,oxacillin
140344,,"DSM 100390, KCTC 39565, NBRC 110251, BGMRC 0092",1,1,Nocardioides sonneratiae,Nocardioides,sonneratiae,1,fusidate
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lincomycin
,,,,,,,,1,lithium chloride
,,,,,,,,1,minocycline
,,,,,,,,1,niaproof
,,,,,,,,1,potassium tellurite
,,,,,,,,1,rifamycin sv
,,,,,,,,1,sodium bromate
,,,,,,,,1,troleandomycin
11201,KS9,"DSM 44551, JCM 11768, NRRL B-24145, BCRC 16374, CGMCC 4.2090, CIP 107461, NBRC 100345, NCIMB 14354, VKM Ac-2521, VTT E-042201",1,1,Nocardiopsis composta,Nocardiopsis,composta,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11166,,"DSM 43111, ATCC 23218, IAM 14287, IMET 9605, IMRU 509, JCM 7437, NCTC 10488, BCRC 16260, CCM 2713, CGMCC 4.1231, CGMCC 4.2088, CIP 107115, IFM 0212, IFO 14626, IMSNU 20106, IMSNU 21331, KACC 20027, KCTC 9190, MTCC 1411, NBRC 14626, NRRL B-5397, PCM 2492, VKM Ac-797, VTT E-991431",1,1,Nocardiopsis dassonvillei,Nocardiopsis,dassonvillei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11209,114,"DSM 44598, CIP 107788, KBS 6, NRRL B-24159, JCM 12409, BCRC 16377, CGMCC 4.2089, NBRC 101841, VKM Ac-2522",1,1,Nocardiopsis metallicus,Nocardiopsis,metallicus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133117,OITF-31,"KCTC 52502, NBRC 112459",1,1,Nonlabens aestuariivivens,Nonlabens,aestuariivivens,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
16548,,"DSM 43748, ATCC 35107, IFO 14745, INA 1839, NBRC 14745, RIA 1839, JCM 6240, BCRC 16334, CIP 107353, KCTC 9260, MTCC 1417, NRRL B-16114, VKM Ac-924",1,1,Nonomuraea africana,Nonomuraea,africana,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
16537,,"DSM 43553, ATCC 35575, IFO 14094, IMET 9567, JCM 3283, NBRC 14094, NCIB 11630, NRRL B-16096, BCRC 12537, CCM 3424, CIP 106925, IMSNU 20090, KCTC 9269, MTCC 1059, NCIMB 11630, VKM Ac-854, CCRC 12537, KCC A-0283",1,1,Nonomuraea ferruginea,Nonomuraea,ferruginea,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
16539,"A-118, A3, KCCA-0144","DSM 43357, ATCC 27296, CBS 262.72, IFO 14684, KCC A-0144, NBRC 14684, NCIMB 11116, JCM 3144, BCRC 11619, CECT 3284, CIP 106954, IMET 9586, IMSNU 20095, KCTC 9278, MTCC 1121, NBIMCC 1641, NRRL B-16126, VKM Ac-1508",1,1,Nonomuraea pusilla,Nonomuraea,pusilla,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
16557,A-5,"DSM 43144, ATCC 27297, KCC A-0145, JCM 3145, BCRC 13406, CBS 260.72, CCM 3491, CGMCC 4.1072, CIP 106924, IFO 14098, IMET 9751, IMSNU 20098, KCTC 9251, KCTC 9283, MTCC 1396, NBRC 14098, NCIMB 11117, NRRL B-16127, VKM Ac-909, CCRC 13406, VKM Ac-90",1,1,Nonomuraea roseoviolacea,Nonomuraea,roseoviolacea,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
138248,Giesberger,"CIP 105798, ATCC 12639, NCIMB 9070, NRRL B-2053, JCM 21278, CCUG 13727, IAM 14720, IAM 15031, IFO 15648, JCM 21494, LMG 4337, NBRC 15648",1,1,Novispirillum itersonii,Novispirillum,itersonii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13940,,"DSM 11590, ATCC 33333, IFO 13615, NBRC 13615, CCUG 49448, IAM 14945, LMG 7370, JCM 21427, CIP 107759",1,1,Novispirillum itersonii subsp. nipponicum,Novispirillum,itersonii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,1,Novosphingobium arvoryzae,Novosphingobium,arvoryzae,1,streptomycin
133280,STM-24,"BCRC 80925, LMG 29291, KCTC 42984",1,1,Novosphingobium bradum,Novosphingobium,bradum,1,nalidixic acid
,,,,,,,,1,streptomycin
140931,Teta.03,"LMG 27385, KCTC 32255",1,1,Novosphingobium colocasiae,Novosphingobium,colocasiae,1,nalidixic acid
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
133078,SA925,"DSM 32207, GDMCC 1.1110",1,1,Novosphingobium guangzhouense,Novosphingobium,guangzhouense,1,cefoxitin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,clindamycin
,,,,,,,,1,levofloxacin
,,,,,,,,1,linezolid
,,,,,,,,1,meropenem
,,,,,,,,1,moxifloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,teicoplanin
,,,,,,,,1,vancomycin
140811,D39,"KEMB 9005-346, KACC 18593, JCM 31158",1,1,Novosphingobium naphthae,Novosphingobium,naphthae,1,cycloheximide
,,,,,,,,1,nalidixic acid
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
14152,US6-1,"CCUG 56449, CIP 108548, DSM 17173, JCM 12182, KCTC 10454, NCIMB 14244",1,1,Novosphingobium pentaromativorans,Novosphingobium,pentaromativorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14148,B0712,"DSM 12445, CIP 105154, IFO 16085, NBRC 16085, SMCC B0712, ATCC 700280, CCUG 56445",1,1,Novosphingobium aromaticivorans,Novosphingobium,aromaticivorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
14149,B0478,"DSM 12447, CIP 105153, IFO 16086, NBRC 16086, SMCC B0478, ATCC 700279, CCUG 56444",1,1,Novosphingobium subterraneum,Novosphingobium,subterraneum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
167622,FSY-9,"BCRC 81052, KCTC 52813, LMG 30054",1,1,Novosphingobium umbonatum,Novosphingobium,umbonatum,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
4990,42,"DSM 2777, ATCC 12841, NCIB 8771, CCUG 2078, CIP 82.93, LMG 3054, NCIMB 8771",1,1,Obesumbacterium proteus,Obesumbacterium,proteus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
290,GB6,"DSM 15594, ATCC 700832, KCTC 12927, NCIMB 13685, CIP 107717",1,1,Oceanimonas baumannii,Oceanimonas,baumannii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
289,70,"DSM 7028, ATCC 27123, IAM 14168, JCM 21046, CCUG 12373, CCUG 16001, CIP 74.09, DSM 50408, ICPB 3526, LMG 2180, NBRC 103032, NCIMB 1965, CIP 74.9",1,1,Oceanimonas doudoroffii,Oceanimonas,doudoroffii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,1,Oceanimonas marisflavi,Oceanimonas,marisflavi,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,natamycin
,,,,,,,,1,novobiocin
140412,SY2,"DSM 104770, KCTC 15593, KEMB 3001-381",1,1,Oceanispirochaeta sediminicola,Oceanispirochaeta,sediminicola,1,fosfomycin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
1375,"T3944 D, T3944D","DSM 18262, CIP 109536, KCTC 13626, LMG 23627",1,1,Oceanobacillus chironomi,Oceanobacillus,chironomi,1,tetracycline
132449,J8B,"DSM 23996, IBRC-M 10444",1,1,Oceanobacillus halophilus,Oceanobacillus,halophilus,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776, BCRC 80658, KCTC 13886",1,1,Oceanobacillus neutriphilus,Oceanobacillus,neutriphilus,1,cefoxitin
,,,,,,,,1,nystatin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
1374,20AG,"DSM 16557, ATCC BAA-954, CIP 109235",1,1,Oceanobacillus oncorhynchi subsp. incaldanensis,Oceanobacillus,oncorhynchi,1,kanamycin
,,,,,,,,1,tetracycline
11289,101,"DSM 6286, ATCC 27509, NCIMB 2226, CIP 103445, LMG 5213, VPI 35",1,1,Oceanospirillum maris,Oceanospirillum,maris,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11269,40,"DSM 5605, ATCC 27119, CCUG 16047, CIP 74.02, LMG 2845, NCMB 1962, JCM 20774, CIP 103202, IAM 12923, NBRC 103030, NCIMB 1962",1,1,Oceanospirillum vagum,Oceanospirillum,vagum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1890,,"DSM 19778, CECT 7172, CIP 109590, LMG 22713, CCUG 54646, ESC 1",1,1,Brucella cytisi,Brucella,cytisi,1,ampicillin
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,cloxacillin
,,,,,,,,1,erythromycin
,,,,,,,,1,neomycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
170127,LCB8,"KCTC 72031, CGMCC 1.13984",1,1,Ochrobactrum teleogrylli,Ochrobactrum,teleogrylli,1,amoxicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,fosfomycin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
158523,RA1-3,"KCTC 42605, CECT 8868",1,1,Octadecabacter ascidiaceicola,Octadecabacter,ascidiaceicola,1,lincomycin
2381,,"CCUG 47105, CIP 108256, DSM 14281, IMET 7003, JCM 11755, LMG 20385, NBRC 106154",1,1,Oerskovia paurometabola,Oerskovia,paurometabola,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140604,,"JCM 30904, KCCM 43131, MEBiC 09124",1,1,Oleiagrimonas citrea,Oleiagrimonas,citrea,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,cefuroxime sodium
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clavulanic acid
,,,,,,,,1,meropenem
,,,,,,,,1,ofloxacin
356,C379,"DSM 18253, ATCC 43534, CCM 4583, CCUG 1465Aa, CDC C379, CIP 103114, LMG 6519, NCTC 11997, CCUG 1465 A, CCUG 1465",1,1,Oligella ureolytica,Oligella,ureolytica,1,penicillin
140563,3Alg 18,"KCTC 22024, KMM 6133, DSM 109192",1,1,Olleya algicola,Olleya,algicola,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,oxacillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,1,Ornithinibacillus gellani,Ornithinibacillus,gellani,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
140865,,"CGMCC 1.14989, KCTC 39700, EGI 80423, JCM 31779",1,1,Ornithinicoccus halotolerans,Ornithinicoccus,halotolerans,1,erythromycin
,,,,,,,,1,novobiocin
,,,,,,,,1,spectinomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
5625,11/14/2005,"DSM 15997, CCUG 23171, LMG 9086, MCCM 01774, CIP 104009, ATCC 51463",1,1,Ornithobacterium rhinotracheale,Ornithobacterium,rhinotracheale,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,1,Owenweeksia hongkongensis,Owenweeksia,hongkongensis,1,kanamycin
140738,KJ21,"KACC 19098, JCM 31805",1,1,Pacificibacter aestuarii,Pacificibacter,aestuarii,1,lincomycin
7576,,"DSM 420, ATCC 49919, JCM 3874, CGMCC 1.1933, CIP 106990, IAM 14587, IFO 15511, KCTC 9902, LMG 16253, NBRC 15511, NCAIM B.02133, NCAIM B.02288, VKM Ac-1988",1,1,Paenarthrobacter nicotinovorans,Paenarthrobacter,nicotinovorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140618,L14,"CGMCC 1.15420, JCM 31170",1,1,Paenibacillus aceti,Paenibacillus,aceti,1,aztreonam
,,,,,,,,1,fusidate
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lincomycin
,,,,,,,,1,rifamycin sv
,,,,,,,,1,tetrazolium blue
,,,,,,,,1,troleandomycin
,,,,,,,,1,vancomycin
140714,RC11,"KCTC 33816, LMG 29659, TISTR 2452, JCM 32623",1,1,Paenibacillus aurantiacus,Paenibacillus,aurantiacus,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,tetracycline
159854,,"KCTC 33624, BCRC 80802, CFH S0170",1,1,Paenibacillus esterisolvens,Paenibacillus,esterisolvens,1,cefuroxime sodium
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,norfloxacin
,,,,,,,,1,optochin
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin g
,,,,,,,,1,piperacillin
,,,,,,,,1,sulfamethoxazole
140459,Agd-32,"BCRC 80902, KCTC 33691, LMG 28836",1,1,Paenibacillus lacus,Paenibacillus,lacus,1,sulfamethoxazole
,,,,,,,,1,tetracycline
,,,,,,,,1,trimethoprim
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,1,Paenibacillus luteus,Paenibacillus,luteus,1,streptomycin
132390,R55,"DSM 29850, CGMCC 1.15043",1,1,Paenibacillus marchantiophytorum,Paenibacillus,marchantiophytorum,1,kanamycin
158786,S8,"KCTC 33848, JCM 31672",1,1,Paenibacillus mobilis,Paenibacillus,mobilis,1,ceftazidime
,,,,,,,,1,lincomycin
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,1,Paenibacillus shunpengii,Paenibacillus,shunpengii,1,bacitracin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
