ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Colony size"
140344,,"DSM 100390, KCTC 39565, NBRC 110251, BGMRC 0092",1,1,"Nocardioides sonneratiae",Nocardioides,sonneratiae,1-2
164547,HY056,"JCM 33399, CGMCC 4.7563",1,1,"Nocardioides yefusunii",Nocardioides,yefusunii,1-2
132482,JM-601,"DSM 101604, CCM 8654, CIP 110980, JCM 32381",1,1,"Nocardioides zeicaulis",Nocardioides,zeicaulis,0.5
166181,HLT2-9,"CGMCC 1.11084, NBRC 109783",1,1,"Nocardioides zhouii",Nocardioides,zhouii,1
133117,OITF-31,"KCTC 52502, NBRC 112459",1,1,"Nonlabens aestuariivivens",Nonlabens,aestuariivivens,0.5-1.0
140696,XMTR2A4,"MCCC 1A01882, KCTC 52427",1,1,"Notoacmeibacter marinus",Notoacmeibacter,marinus,0.5
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,1,"Novosphingobium arvoryzae",Novosphingobium,arvoryzae,0.8-1.1
133280,STM-24,"BCRC 80925, LMG 29291, KCTC 42984",1,1,"Novosphingobium bradum",Novosphingobium,bradum,0.3-0.5
140931,Teta.03,"LMG 27385, KCTC 32255",1,1,"Novosphingobium colocasiae",Novosphingobium,colocasiae,1-1.9
140632,UCM-28,"KACC 18571, NBRC 111647",1,1,"Novosphingobium flavum",Novosphingobium,flavum,0.8-1.2
140948,STM-14,"LMG 29290, KCTC 42983, BCRC 80924",1,1,"Novosphingobium fontis",Novosphingobium,fontis,0.4-0.6
140737,Tese-5,"BCRC 80904, LMG 28838, KCTC 42656",1,1,"Novosphingobium ipomoeae",Novosphingobium,ipomoeae,0.7-1
133226,THG-DN6.20,"KACC 18541, CCTCC AB 2015354",1,1,"Novosphingobium lotistagni",Novosphingobium,lotistagni,0.5-1.5
166517,,"KCTC 52672, CCTCC AB 2017010, SYSU G00007",1,1,"Novosphingobium meiothermophilum",Novosphingobium,meiothermophilum,5
140811,D39,"KEMB 9005-346, KACC 18593, JCM 31158",1,1,"Novosphingobium naphthae",Novosphingobium,naphthae,1-2
140899,SLH-16,"BCRC 80888, LMG 28418, KCTC 42194",1,1,"Novosphingobium piscinae",Novosphingobium,piscinae,0.8-1.7
167622,FSY-9,"BCRC 81052, KCTC 52813, LMG 30054",1,1,"Novosphingobium umbonatum",Novosphingobium,umbonatum,0.7-0.9
132595,B4199,"DSM 100830, CCUG 67636",1,1,"Thiopseudomonas alkaliphila",Thiopseudomonas,alkaliphila,1-2
132351,277,"DSM 25168, LMG 26948",1,1,"Occallatibacter riparius",Occallatibacter,riparius,2
132353,A2-1c,"DSM 25170, LMG 26946",1,1,"Occallatibacter savannae",Occallatibacter,savannae,0.5
158573,L54-1-50,"KCTC 52312, MCCC 1A05150",1,1,"Oceanibaculum nanhaiense",Oceanibaculum,nanhaiense,1
166199,YLY08,"MCCC 1H00318, KCTC 62182",1,1,"Oceaniglobus ichthyenteri",Oceaniglobus,ichthyenteri,0.8-1.0
141105,1-19b,"MCCC 1A11863, KCTC 52709",1,1,"Oceaniglobus indicus",Oceaniglobus,indicus,0.8-1.0
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,1,"Oceanimonas marisflavi",Oceanimonas,marisflavi,2
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,1,"Oceanivirga salmonicida",Oceanivirga,salmonicida,0.1-0.6
132449,J8B,"DSM 23996, IBRC-M 10444",1,1,"Oceanobacillus halophilus",Oceanobacillus,halophilus,3.2
1378,SSK2-2,"DSM 23158, KCTC 13177, PCU 300, TISTR 1858",1,1,"Oceanobacillus kapialis",Oceanobacillus,kapialis,0.3-2.7
133157,T9B,"IBRC-M 10703, LMG 29250",1,1,"Oceanobacillus longus",Oceanobacillus,longus,1.7-1.9
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776, BCRC 80658, KCTC 13886",1,1,"Oceanobacillus neutriphilus",Oceanobacillus,neutriphilus,1.0-2.0
164402,YLB-02,"JCM 32870, MCCC 1A12699",1,1,"Oceanobacillus piezotolerans",Oceanobacillus,piezotolerans,1-2
1878,,"DSM 6882, Alc 37, ATCC 49188, CIP 149-70, CIP 82.115, LMG 3331, JCM 21032, CCUG 24695, CIP 149.70, IAM 14119, IFO 15819, NBRC 15819, NCTC 12168",1,1,"Brucella anthropi",Brucella,anthropi,1
1890,,"DSM 19778, CECT 7172, CIP 109590, LMG 22713, CCUG 54646, ESC 1",1,1,"Brucella cytisi",Brucella,cytisi,2-3
158523,RA1-3,"KCTC 42605, CECT 8868",1,1,"Octadecabacter ascidiaceicola",Octadecabacter,ascidiaceicola,0.7-1.5
133178,HDSW-34,"KCTC 52250, NBRC 112296, DSM 107946",1,1,"Octadecabacter ponticola",Octadecabacter,ponticola,0.5-1.0
166413,Ha5,"DSM 106907, LMG 30589, NBRC 113643, KCTC 62952",1,1,"Oecophyllibacter saccharovorans",Oecophyllibacter,saccharovorans,1-3
133086,"SM 30","DSM 102969, NBRC 111955",1,1,"Oharaeibacter diazotrophicus",Oharaeibacter,diazotrophicus,1-2
140604,,"JCM 30904, KCCM 43131, MEBiC 09124",1,1,"Oleiagrimonas citrea",Oleiagrimonas,citrea,0.5-1.0
159703,NVT,"ATCC BAA-2697, DSM 29249",1,1,"Oleiharenicola alkalitolerans",Oleiharenicola,alkalitolerans,0.5-4
166170,NAU-10,"KCTC 62417, CCTCC AB 2018015",1,1,"Oleisolibacter albus",Oleisolibacter,albus,1.0-1.5
133318,CC-KYC063,"BCRC 80939, JCM 31198",1,1,"Olivibacter composti",Olivibacter,composti,1-2
140563,"3Alg 18","KCTC 22024, KMM 6133, DSM 109192",1,1,"Olleya algicola",Olleya,algicola,2-3
1381,,"DSM 15681, CCM 7096, WSBC 24001, CIP 109287",1,1,"Ornithinibacillus bavariensis",Ornithinibacillus,bavariensis,10.0
1382,MB-9,"DSM 16628, CCM 7237, CIP 109288",1,1,"Ornithinibacillus californiensis",Ornithinibacillus,californiensis,5.0
166377,L9,"KCTC 43176, CGMCC 1.17659",1,1,"Ornithinibacillus caprae",Ornithinibacillus,caprae,1-2
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,1,"Ornithinibacillus gellani",Ornithinibacillus,gellani,2-3
158695,LCB256,"CGMCC 1.15809, KCTC 33862",1,1,"Ornithinibacillus salinisoli",Ornithinibacillus,salinisoli,1-2
140865,,"CGMCC 1.14989, KCTC 39700, EGI 80423, JCM 31779",1,1,"Ornithinicoccus halotolerans",Ornithinicoccus,halotolerans,0.5
140788,EPL6,"LMG 28427, CECT 8927, CCUG 62476",1,1,"Oryzisolibacter propanilivorax",Oryzisolibacter,propanilivorax,2
133342,TPP412,"BCRC 80905, JCM 30814",1,1,"Oryzomicrobium terrae",Oryzomicrobium,terrae,1.0-2.0
157756,SK3863,"DSM 105395, KCCM 43236",1,1,"Ottowia konkukae",Ottowia,konkukae,0.2-1.0
140738,KJ21,"KACC 19098, JCM 31805",1,1,"Pacificibacter aestuarii",Pacificibacter,aestuarii,0.7-0.75
133094,KUDC4121,"DSM 24950, KCTC 13870",1,1,"Paenibacillus aceris",Paenibacillus,aceris,2.0-3.0
140618,L14,"CGMCC 1.15420, JCM 31170",1,1,"Paenibacillus aceti",Paenibacillus,aceti,0.5-1.0
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225, CIP 111608",1,1,"Paenibacillus albidus",Paenibacillus,albidus,1-1.5
166335,MAH-34,"KACC 19974, CGMCC 1.16610",1,1,"Paenibacillus anseongense",Paenibacillus,anseongense,0.9-2
158293,MME2_R6,"DSM 108811, JCM 30981, KCTC 33985, PAMC 28731",1,1,"Paenibacillus arcticus",Paenibacillus,arcticus,1-1.5
141156,NF2-4-5,"KACC 18967, LMG 29963, DSM 104138",1,1,"Paenibacillus azotifigens",Paenibacillus,azotifigens,1.5-2.4
140900,BK114-2,"KCTC 33251, TISTR 2282",1,1,"Paenibacillus cathormii",Paenibacillus,cathormii,0.5-1
132384,C4-5,"DSM 100100, KCTC 33652",1,1,"Paenibacillus cavernae",Paenibacillus,cavernae,1-2
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,1,"Paenibacillus cisolokensis",Paenibacillus,cisolokensis,2-3
158760,LPB0068,"KACC 18694, JCM 31183",1,1,"Paenibacillus crassostreae",Paenibacillus,crassostreae,1.0-1.5
132572,AP-115,"DSM 101601,  LMG 29222, CCM 8655",1,1,"Paenibacillus cucumis",Paenibacillus,cucumis,2-3
158407,"KUDC 6143, 17A","DSM 106581, KCTC 33853",1,1,"Paenibacillus elymi",Paenibacillus,elymi,2-3
132397,SH7,"DSM 29760, CECT 8558",1,1,"Paenibacillus etheri",Paenibacillus,etheri,1.5-5
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,1,"Paenibacillus eucommiae",Paenibacillus,eucommiae,0.5-1
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,1,"Paenibacillus flagellatus",Paenibacillus,flagellatus,1
133207,AMTAE16,"LMG 29501, CECT 9124",1,1,"Paenibacillus hispanicus",Paenibacillus,hispanicus,1.0-3.0
140318,SK-3146,"DSM 104139, KACC 18876, LMG 29568",1,1,"Paenibacillus konkukensis",Paenibacillus,konkukensis,1.2-2.5
140459,Agd-32,"BCRC 80902, KCTC 33691, LMG 28836",1,1,"Paenibacillus lacus",Paenibacillus,lacus,0.5-2.0
140644,LNUB461,"JCM 30712, CGMCC 1.15101",1,1,"Paenibacillus liaoningensis",Paenibacillus,liaoningensis,1-3
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,1,"Paenibacillus luteus",Paenibacillus,luteus,0.8-1.2
166348,12200R-189,"KACC 19916, CCTCC AB 2020027",1,1,"Paenibacillus lycopersici",Paenibacillus,lycopersici,0.5-1
132390,R55,"DSM 29850, CGMCC 1.15043",1,1,"Paenibacillus marchantiophytorum",Paenibacillus,marchantiophytorum,0.9-1.6
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,1,"Paenibacillus massiliensis subsp. panacisoli",Paenibacillus,massiliensis,0.5-1
133206,BL24,"NRRL B-51698, CCM 7577",1,1,"Paenibacillus methanolicus",Paenibacillus,methanolicus,0.8-1.8
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,1,"Paenibacillus montanisoli",Paenibacillus,montanisoli,1-2
141157,JJ-59,"DSM 103623, CIP 111179, LMG 29764",1,1,"Paenibacillus nebraskensis",Paenibacillus,nebraskensis,2-3
159376,MS2379,"DSM 107750, ATCC TSD-165",1,1,"Paenibacillus ottowii",Paenibacillus,ottowii,1-5
140866,PM10,"LMG 28691, CECT 8827",1,1,"Paenibacillus periandrae",Paenibacillus,periandrae,1-3
159375,MS74,"DSM 105496, KACC 19385",1,1,"Paenibacillus piri",Paenibacillus,piri,0.4-0.9
140554,BL9,"ICMP 17623, NBRC 105191",1,1,"Paenibacillus polysaccharolyticus",Paenibacillus,polysaccharolyticus,0.5-1.5
133371,TEGT-2,"CCTCC AB 2015258, KCTC 33806",1,1,"Paenibacillus qinlingensis",Paenibacillus,qinlingensis,1.0-2.0
140933,694,"CGMCC 1.15286, DSM 100762",1,1,"Paenibacillus radicis",Paenibacillus,radicis,0.5-1
159374,7197,"DSM 103168, CGMCC 1.15699",1,1,"Paenibacillus rhizophilus",Paenibacillus,rhizophilus,0.5
,,,,,,,,1.5-2.5
133089,JJ-64,"DSM 103963, CCM 8725, LMG 29875, CIP 111186",1,1,"Paenibacillus rhizoplanae",Paenibacillus,rhizoplanae,2.0-3.0
166349,14171R-81,"KACC 19915, CCTCC AB 2020026",1,1,"Paenibacillus rhizovicinus",Paenibacillus,rhizovicinus,1-2
132619,DB13260,"DSM 28014, CGMCC 1.12769",1,1,"Paenibacillus segetis",Paenibacillus,segetis,0.3-1.0
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,1,"Paenibacillus shunpengii",Paenibacillus,shunpengii,5
133090,"DB 13031","DSM 28013, CGMCC 1.12770",1,1,"Paenibacillus silvae",Paenibacillus,silvae,1.0-4.0
133264,TEGR-3,"CCTCC AB 2016047, KCTC 33807",1,1,"Paenibacillus sinopodophylli",Paenibacillus,sinopodophylli,1.0-2.0
141158,T16R-228,"KACC 18654, NBRC 111896, CIP 111600",1,1,"Paenibacillus solanacearum",Paenibacillus,solanacearum,0.1
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,1,"Paenibacillus solani",Paenibacillus,solani,1.0-2.0
140529,RTAE36,"CECT 9125, LMG 29502",1,1,"Paenibacillus tritici",Paenibacillus,tritici,1-3
158762,,"IBRCM 10987, LMG 29451, AS 7",1,1,"Paenibacillus xanthanilyticus",Paenibacillus,xanthanilyticus,0.5-1.8
,,,,,,,,0.5-2
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,1,"Paenibacillus xerothermodurans",Paenibacillus,xerothermodurans,0.2-0.5
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,1,"Paenibacillus yanchengensis",Paenibacillus,yanchengensis,1.0-2.0
166455,3-5-3,"CGMCC 1.13686, KCTC 33998",1,1,"Paenibacillus zeisoli",Paenibacillus,zeisoli,1-2
166228,JBTF-M29,"KACC 19867, NBRC 113548",1,1,"Palleronia caenipelagi",Palleronia,caenipelagi,1.0-2.0
132033,SMBg3,"DSM 102817, CCUG 68698",1,1,"Paludifilum halophilum",Paludifilum,halophilum,4.0-8.0
132417,PX4,"DSM 28747, VKM B-2904",1,1,"Paludisphaera borealis",Paludisphaera,borealis,1-3
2062,KOx,"DSM 23572, CCM 2766, NBRC 106092",1,1,"Pandoraea faecigallinarum",Pandoraea,faecigallinarum,1-2
2063,TA25,"DSM 23570, CCM 7677, NBRC 106091, NEU 105",1,1,"Pandoraea oxalativorans",Pandoraea,oxalativorans,1-2
2066,"561, NS15","DSM 23571, CCM 7667, NBRC 106088",1,1,"Pandoraea vervacti",Pandoraea,vervacti,1-2
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,1,"Pannonibacter carbonis",Pannonibacter,carbonis,1-1.6
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624, CIP 107962",1,1,"Pannonibacter phragmitetus",Pannonibacter,phragmitetus,2-4
166311,,"ABIP 236, LMG 31643, CNPSo 3155",1,1,"Paraburkholderia atlantica",Paraburkholderia,atlantica,1.2-2.3
158593,NF2-5-3,"KACC 18968, LMG 29961",1,1,"Paraburkholderia azotifigens",Paraburkholderia,azotifigens,1-1.5
166508,DHOA04,"KCTC 42627, LMG 28839",1,1,"Paraburkholderia dinghuensis",Paraburkholderia,dinghuensis,0.5-1.0
166312,,"ABIP 241, LMG 31644, CNPSo 3157",1,1,"Paraburkholderia franconis",Paraburkholderia,franconis,1.5-2.5
159875,,"LMG 27177, HAMBI 3356, WSM 4178",1,1,"Paraburkholderia fynbosensis",Paraburkholderia,fynbosensis,2.2-4
166291,7MH5,"GDMCC 1.1450, KACC 19962",1,1,"Paraburkholderia pallida",Paraburkholderia,pallida,1-3
164192,,"JCM 32098, KCTC 52951, DCY 113",1,1,"Paraburkholderia panacisoli",Paraburkholderia,panacisoli,0.3-0.5
166290,"4 M-K11","GDMCC 1.1284, CGMCC 1.15450, KACC 19961, LMG 29217",1,1,"Paraburkholderia silviterrae",Paraburkholderia,silviterrae,1.5-3
166175,N24,"KCTC 62083, MCCC 1H00301",1,1,"Paracnuella aquatica",Paracnuella,aquatica,1.0-2.0
168335,JC501,"NBRC 113644, LMG 30532",1,1,"Paracoccus aeridis",Paracoccus,aeridis,1-2
140807,GHD-30,"KCTC 52214, NBRC 111993",1,1,"Paracoccus aestuariivivens",Paracoccus,aestuariivivens,1-2
158707,LB2,"KCTC 62138, NBRC 113023",1,1,"Paracoccus alimentarius",Paracoccus,alimentarius,0.7-1.0
141078,0511ARD5E5,"LMG 27962, CECT 8482",1,1,"Paracoccus cavernae",Paracoccus,cavernae,1-3
133282,"WPAn02, RKI16-01929","RKI 16-01929, LMG 29738, CCM 8701, CIP 111112",1,1,"Paracoccus contaminans",Paracoccus,contaminans,2
159700,MVW-1,"BCRC 80974, LMG 29554, KCTC 52239",1,1,"Paracoccus fontiphilus",Paracoccus,fontiphilus,0.8-1
166511,M1-83,"LMG 30633, CIP 111624, CCM 8857",1,1,"Paracoccus haematequi",Paracoccus,haematequi,2
140949,THG-T2.31,"KACC 18933, CCTCC AB 2016182",1,1,"Paracoccus hibiscisoli",Paracoccus,hibiscisoli,1-2
158752,GHD-05,"KCTC 52978, NBRC 112902",1,1,"Paracoccus litorisediminis",Paracoccus,litorisediminis,1.0-2.0
140973,gyp-1,"BCRC 80920, LMG 29172, KCTC 42899",1,1,"Paracoccus mangrovi",Paracoccus,mangrovi,0.4-0.6
166193,I-41R45,"CCM 8875, CIP 111632",1,1,"Paracoccus nototheniae",Paracoccus,nototheniae,2
159773,WN007,"KCTC 52851, ACCC 19972",1,1,"Paracoccus salipaludis",Paracoccus,salipaludis,3
141106,AFRC7-2-1,"MCCC 1A11748, KCTC 52632, NBRC 112785",1,1,"Paraferrimonas haliotis",Paraferrimonas,haliotis,1-2
1438,"M1, R-35644","DSM 9572, LMG 23032",1,1,"Parageobacillus thermantarcticus",Parageobacillus,thermantarcticus,<0.5
1430,"KP 1006, R-35637, NRS-81","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516, NCIMB 11955",1,1,"Parageobacillus thermoglucosidasius",Parageobacillus,thermoglucosidasius,0.5-5.0
158754,JDTF-33,"KCTC 52838, NBRC 112782",1,1,"Paraglaciecola aestuariivivens",Paraglaciecola,aestuariivivens,1.0-2.0
167356,HSLHS9,"MCCC 1A06717, KCTC 52307",1,1,"Parahaliea maris",Parahaliea,maris,1.0-2.0
1385,YIM-C158,"DSM 17857, CGMCC 1.6333",1,1,"Paraliobacillus quinghaiensis",Paraliobacillus,quinghaiensis,1.0-2.0
140458,126C4,"KCTC 33762, MCCC 1H00136",1,1,"Paraliobacillus sediminis",Paraliobacillus,sediminis,1
158503,X-1125,"DSM 107811, CGMCC 1.16464",1,1,"Paraliobacillus zengyii",Paraliobacillus,zengyii,1
141039,Bps-1,"JCM 31808, NCIMB 15080",1,1,"Paralkalibacillus indicireducens",Paralkalibacillus,indicireducens,0.5-2.0
139573,NSCS20N07D,"CIP 111031, KCTC 52126, MCCC 1A01886",1,1,"Paraphotobacterium marinum",Paraphotobacterium,marinum,0.4
166116,FJ4-8,"KCTC 62640, CCTCC AB 2018052",1,1,"Pararcticibacter amylolyticus",Pararcticibacter,amylolyticus,2.0-3.0
166450,AM505,"KCTC 62407, MCCC 1H00289",1,1,"Pararhodobacter oceanensis",Pararhodobacter,oceanensis,1
158525,,"KCTC 23736, CECT 8010, HME 6815",1,1,"Parasediminibacterium paludis",Parasediminibacterium,paludis,1
161846,,"JCM 16653, KCCM 43304, MEBiC 05444",1,1,"Parashewanella tropica",Parashewanella,tropica,1-1.5
158397,"2CBE6H3, 2CBEGH3","DSM 105194, JCM 31932",1,1,"Parolsenella catena",Parolsenella,catena,1-3
166313,HXT-9,"CCTCC AB 2019273, KCTC 72547",1,1,"Parvibaculum sedimenti",Parvibaculum,sedimenti,1-2
158709,,"BCRC 81053, LMG 30055, KCTC 52814, KMB 9",1,1,"Parvibium lacunae",Parvibium,lacunae,0.3-0.5
132374,D16/0/H6,"DSM 25205, LMG 26950",1,1,"Parviterribacter kavangonensis",Parviterribacter,kavangonensis,0.1
132375,A22/0/F9_1,"DSM 25204, LMG 26949",1,1,"Parviterribacter multiflagellatus",Parviterribacter,multiflagellatus,1
132998,NH6-79,"DSM 105303, CGMCC 1.14984, JCM 30557, MCCC 1K00277",1,1,"Aquisalinus luteolus",Aquisalinus,luteolus,1
166173,SM1705,"KCTC 62795, MCCC 1K03505, CCTCC AB 2018345",1,1,"Parvularcula marina",Parvularcula,marina,0.3-1
140540,CHU3,"KCTC 42519, CICC 24092, DSM 109232",1,1,"Roseateles oligotrophus",Roseateles,oligotrophus,1
132356,WDC04,"DSM 29958, LMG 28678",1,1,"Paucilactobacillus wasatchensis",Paucilactobacillus,wasatchensis,0.5-1.0
133293,,"RNS 08-42-1A, CFBP 8475, LMG 29774",1,1,"Pectobacterium parmentieri",Pectobacterium,parmentieri,1.0-2.0
158635,YHM-9,"JCM 32093, CCTCC AB 2017125",1,1,"Pedobacter agrisoli",Pedobacter,agrisoli,0.5-1
166524,JDX94,"MCCC 1H00335, KCTC 62850",1,1,"Pedobacter chinensis",Pedobacter,chinensis,1
141079,,"KCTC 42735, CCTCC AB 2015293, THG S15-2",1,1,"Pedobacter humi",Pedobacter,humi,0.5-1.5
133113,,"LMG 29684, CCM 8689",1,1,"Pedobacter jamesrossensis",Pedobacter,jamesrossensis,1-2
141159,K-4-11-1,"KEMB 9005-574, KACC 19174, JCM 31916",1,1,"Pedobacter kyonggii",Pedobacter,kyonggii,1.5-2.5
158646,1-32,"KCTC 52859, CCTCC AB 2017084",1,1,"Pedobacter mongoliensis",Pedobacter,mongoliensis,2
140674,P4487A,"CCM 8644, LMG 29436",1,1,"Pedobacter psychrophilus",Pedobacter,psychrophilus,1
158603,C62-2,"CGMCC 1.15343, NBRC 111767",1,1,"Pedobacter quisquiliarum",Pedobacter,quisquiliarum,1
167923,EG,"CSUR P6417, CECT 9771",1,1,"Pedobacter schmidteae",Pedobacter,schmidteae,0.4
158756,EN12,"KCTC 42612, LMG 28820",1,1,"Pedobacter solisilvae",Pedobacter,solisilvae,1.4-4.0
133249,XNV015,"KCTC 42866, CCTCC AB 2015319",1,1,"Pedobacter vanadiisoli",Pedobacter,vanadiisoli,2.0-4.0
159787,YL28-9,"CGMCC 1.16050, KCTC 62104",1,1,"Pedobacter yulinensis",Pedobacter,yulinensis,1-1.55
140255,22,"DSM 100774, CGMCC 1.15287",1,1,"Pedobacter zeae",Pedobacter,zeae,0.5-1.0
166513,XYN52,"KCTC 62845, MCCC 1H00348",1,1,"Pelagibacterium lacus",Pelagibacterium,lacus,0.5-2.0
166206,,"KACC 19595, NBRC 113420, IMCC 34151",1,1,"Pelagibacterium sediminicola",Pelagibacterium,sediminicola,1-2
158129,Hp12,"DSM 104963, CECT 9367",1,1,"Pelagibaculum spongiae",Pelagibaculum,spongiae,1-2
164616,DSW4-44,"JCM 33637, KCCM 43261, KCTC 62762",1,1,"Zongyanglinia marina",Zongyanglinia,marina,0.5-1
158524,S5,"KCTC 33632, CGMCC 1.15177",1,1,"Pelagirhabdus alkalitolerans",Pelagirhabdus,alkalitolerans,0.8-1.0
166109,YLY04,"MCCC 1H00334, KCTC 62452",1,1,"Roseovarius dicentrarchi",Roseovarius,dicentrarchi,0.3-1.0
159840,BH-SD19,"CCTCC AB 2017074, KCTC 62202",1,1,"Pelagivirga sediminicola",Pelagivirga,sediminicola,0.4
164580,ZHW00191,"JCM 33482, GDMCC 1.1530",1,1,"Peptacetobacter hominis",Peptacetobacter,hominis,1-3
,,,,,,,,3-5
133028,M108,"DSM 100347, VKM B-2932",1,1,"Peptococcus simiae",Peptococcus,simiae,0.25-0.55
158416,L28,"DSM 104296, MCCC 1K03287",1,1,"Peribacillus acanthi",Peribacillus,acanthi,0.5-5
158068,T3-209,"DSM 29135, KCTC 33631, MCCC 1K00503",1,1,"Peribacillus alkalitolerans",Peribacillus,alkalitolerans,1-2
158859,"V44.8, V44-8","DSM 105192, ATCC BAA-2860",1,1,"Peribacillus glennii",Peribacillus,glennii,1
132573,FJAT-27997,"DSM 101776, CCTCC AB 2015285",1,1,"Peribacillus loiseleuriae",Peribacillus,loiseleuriae,1-2
158858,V47-23a,"DSM 105190, ATCC BAA-2861",1,1,"Peribacillus saganii",Peribacillus,saganii,2
140543,BK296,"KCTC 52162, JCM 31377",1,1,"Perlucidibaca aquatica",Perlucidibaca,aquatica,0.5-1
164712,MO1340,"JCM 34026, UBOCG M-3359, UBOCC M-3359",1,1,"Persephonella atlantica",Persephonella,atlantica,1
132467,ING2-E5A,"DSM 28695, CECT 8611",1,1,"Petrimonas mucosa",Petrimonas,mucosa,0.1
,,,,,,,,0.5-1
158360,SK-Y3,"DSM 103557, ACCC 19952",1,1,"Petroclostridium xylanilyticum",Petroclostridium,xylanilyticum,0.8-1
140086,P97,"DSM 103148, LMG 29594",1,1,"Phaeobacter porticola",Phaeobacter,porticola,0.5-4
158510,MB11,"DSM 107697, JCM 32899",1,1,"Phascolarctobacterium wakonense",Phascolarctobacterium,wakonense,1
140629,W2-3-4,"LMG 28593, KACC 18306",1,1,"Phenylobacterium aquaticum",Phenylobacterium,aquaticum,1-2
158580,HKS-05,"KACC 18628, LMG 30081",1,1,"Phenylobacterium hankyongense",Phenylobacterium,hankyongense,1.5
2339,E,"DSM 1986, ATCC 35973, NCIB 12055, CIP 103305, LMG 6165, NCIMB 12055",1,1,"Phenylobacterium immobile",Phenylobacterium,immobile,1.0-2.0
140825,,"KCTC 42749, JCM 31045, DCY 109",1,1,"Phenylobacterium panacis",Phenylobacterium,panacis,0.5-1.5
166483,LX32,"KCTC 62522, CCTCC AB 2018055",1,1,"Phenylobacterium soli",Phenylobacterium,soli,0.5-1
140486,P03D4,"KCTC 52365, MCCC 1K03200, CGMCC 1.15764, JCM 31445",1,1,"Photobacterium alginatilyticum",Photobacterium,alginatilyticum,0.7-1.0
164329,,"JCM 32689, KCTC 62619, MCCC 1K03517, BEI 247",1,1,"Photobacterium chitinilyticum",Photobacterium,chitinilyticum,0.5-1.0
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,1,"Photobacterium proteolyticum",Photobacterium,proteolyticum,1.5-2.0
158680,H01100410B,"CECT 9189, LMG 29991",1,1,"Photobacterium toruni",Photobacterium,toruni,1.5-2.5
133380,PB45.5,"LMG 29915, CCM 8729, DSM 104082, CIP 111196",1,1,"Photorhabdus namnaonensis",Photorhabdus,namnaonensis,2
159733,S-12,"KACC 18497, JCM 31612",1,1,"Phreatobacter cathodiphilus",Phreatobacter,cathodiphilus,0.5
140727,YC6-17,"KCTC 52518, DSM 103734",1,1,"Phreatobacter stygius",Phreatobacter,stygius,1
133241,,"DCY 87, KCTC 39635, JCM 31016",1,1,"Phycicoccus ginsengisoli",Phycicoccus,ginsengisoli,0.7-0.8
158644,LLAN61,"LMG 30173, CECT 9417",1,1,"Phyllobacterium salinisoli",Phyllobacterium,salinisoli,<2
158802,Tri-48,"LMG 30371, RCAM 03910",1,1,"Phyllobacterium zundukense",Phyllobacterium,zundukense,1-2
158583,,"CNCTC 5729, ATCC 27989",1,1,"Phytobacter ursingii",Phytobacter,ursingii,4
141030,SAP-32,"KCTC 52619, DSM 104039",1,1,"Pigmentiphaga aceris",Pigmentiphaga,aceris,1-2
360,K110,"DSM 23373, JCM 14330, KCTC 12838, CCUG 56486",1,1,"Pigmentiphaga daeguensis",Pigmentiphaga,daeguensis,1-2
357,K24,"CCUG 47266, CIP 108234, DSM 13608, NCIMB 13708",1,1,"Pigmentiphaga kullae",Pigmentiphaga,kullae,1
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,1,"Pigmentiphaga litoralis",Pigmentiphaga,litoralis,1-2
158823,E9,"KEMB 9005-534, KACC 19120, NBRC 112686",1,1,"Pinisolibacter ravus",Pinisolibacter,ravus,1-2
133289,LYH-15,"BCRC 80969, LMG 29480, KCTC 52168",1,1,"Piscinibacterium candidicorallinum",Piscinibacterium,candidicorallinum,0.5-0.7
133415,K7,"LMG 28835, KCTC 42657, BCRC 80901",1,1,"Planctobacterium marinum",Planctobacterium,marinum,0.8-1.8
