ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Motility
141007,HT7-17,"NBRC 112286, TBRC 7037",1,1,Demequina sediminis,0
133868,SGM3-12,"KACC 13362, NBRC 107106",1,1,Lysinimonas soli,0
140892,S2-C,"KACC 18502, JCM 31130",1,1,Lysobacter aestuarii,0
23344,ZS79,"DSM 27222, CGMCC 1.10752, KCTC 23365",1,1,Lysobacter arseniciresistens,1
17493,YC5194,"DSM 19286, KCTC 22007",1,1,Lysobacter capsici,0
17483,Ko07,"DSM 16239, KCTC 12205, CCUG 55589, LMG 23352, NBRC 102010",1,1,Lysobacter concretionis,1
17484,GH1-9,"CCUG 55492, KACC 11406, DSM 17634, CIP 109292",1,1,Lysobacter daejeonensis,0
17490,,"DSM 18482, CCUG 53152, CIP 109615, IMMIB APB-9",1,1,Lysobacter defluvii,0
,,,,,,1
17486,DS-58,"DSM 17958, KCTC 12822",1,1,Lysobacter dokdonensis,0
141138,KTCe-2,"JCM 18204, KACC 16618",1,1,Lysobacter hankyongensis,0
133401,FJY8,"KCTC 42810, JCM 31019",1,1,Lysobacter humi,0
17491,,"CCUG 55491, CIP 109107, DSM 24152, KCTC 12204, NBRC 101156, Dae 16",1,1,Lysobacter koreensis,0
,,,,,,1
163929,UKS-15,"JCM 30983, KACC 18719",1,1,Lysobacter lacus,0
17487,GH34-4,"DSM 18244, CIP 109589, KACC 11587",1,1,Lysobacter niabensis,0
17489,GH41-7,"DSM 18481, CIP 109587, KACC 11588",1,1,Lysobacter niastensis,1
166108,83-4,"CGMCC 1.13464, NRBC 113451",1,1,Lysobacter oculi,0
158751,D-14,"KEMB 9005-572, KACC 19173, JCM 31917",1,1,Lysobacter olei,0
134029,107-E2,"JCM 18257, ATCC BAA-2438",1,1,Lysobacter oligotrophicus,0
17495,"YC6269, Z 3-12","DSM 21044, KCTC 22249",1,1,Lysobacter oryzae,0
166306,,"KCTC 72062, CGMCC 1.16662, SYSU H10001",1,1,Lysobacter prati,0
166459,ZS60,"CGMCC 1.15509, NBRC 112614",1,1,Lysobacter psychrotolerans,0
133227,THG-YS3.6,"KCTC 52082, CCTCC AB 2015358",1,1,Lysobacter rhizophilus,1
17500,CTN-1,"DSM 22393, CGMCC 1.10136, KCTC 23715",1,1,Lysobacter ruishenii,1
141139,7C-9,"JCM 18205, KACC 16617",1,1,Lysobacter sediminicola,0
164449,17J68-2,"JCM 33058, KCTC 62237",1,1,Lysobacter segetis,1
157768,AM20-91,"DSM 104734, LMG 30011",1,1,Lysobacter silvestris,1
140463,T20R-70,"KACC 18656, NBRC 111881",1,1,Lysobacter solanacearum,1
17498,,"DSM 24712, KCTC 22011, LMG 24126, DCY 21",1,1,Lysobacter soli,1
17492,,"DSM 21749, JCM 14760, KMM 329, NRIC 0728, KCTC 23742",1,1,Lysobacter spongiicola,1
166520,C8-1,"KCTC 62034, CGMCC 1.16271",1,1,Lysobacter tabacisoli,0
140893,5GH218-14,"KACC 16954, JCM 30862",1,1,Lysobacter terricola,1
164448,17J7-1,"JCM 33057, KCTC 62217",1,1,Lysobacter terrigena,1
132485,UM1,"DSM 28473, KCTC 42936, MCC 2572",1,1,Lysobacter tolerans,0
17496,XM415,"DSM 23410, CCTCC AB 207091, NRRL B-51263, CIP 110461",1,1,Lysobacter ximonensis,0
,,,,,,1
17499,RCML-52,"DSM 25188, CCTCC AB 208194, KCTC 22558, CIP 110460",1,1,Lysobacter xinjiangensis,0
17485,GH19-3,"DSM 17635, CIP 109293, CCUG 55493, KACC 11407",1,1,Lysobacter yangpyeongensis,0
,,,,,,1
12524,LIND7H,"DSM 23697, CCUG 60892, JCM 16313",1,1,Macellibacteroides fermentans,0
14423,,"DSM 19358, CCM 4811, CCUG 47200, CIP 108167, LMG 21712",1,1,Macrococcus brunensis,0
133084,KM 45013,"DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,1,Macrococcus canis,0
14420,"DD9348, H8b16, DD 9348","DSM 15608, ATCC 51828, CCUG 38360, CCM 4650, CIP 105711",1,1,Macrococcus carouselicus,0
14422,"DD9350, H8h3, DD 9350","DSM 15609, ATCC 51831, CCUG 38363, CCM 4653, CIP 105716",1,1,Macrococcus equipercicus,0
14424,,"DSM 19357, CCM 4809, CCUG 47201, CIP 108166, LMG 21711",1,1,Macrococcus hajekii,0
14425,,"DSM 19359, CCM 4815, CCUG 47199, CIP 108165, LMG 21713",1,1,Macrococcus lamae,0
133811,MC-1,"ATCC BAA-1437, JCM 17883",1,1,Magnetococcus marinus,1
133789,MMS-1,"ATCC BAA-1438, JCM 17960",1,1,Magnetospira thiophila,1
132529,SO-1,"DSM 28995, VKM B-2936",1,1,Magnetospirillum caucaseum,1
166531,LBB-42,"VKM B-3270, KCTC 15749",1,1,Magnetospirillum kuznetsovii,1
132530,SP-1,"DSM 29006, VKM B-2938",1,1,Magnetospirillum marisnigri,1
132531,BB-1,"DSM 29455, VKM B-2939",1,1,Magnetospirillum moscoviense,1
23250,MV-1,"DSM 18854, ATCC BAA-1436",1,1,Magnetovibrio blakemorei,1
17993,50-1 BON,"DSM 15567, CIP 107919",1,1,Mahella australiensis,1
2740,M1,"DSM 5387, ATCC 49637",1,1,Maledivibacter halophilus,1
2978,P1,"DSM 15619, CIP 108194, JCM 12706, CCUG 64012",1,1,Malikia granosa,1
141072,MM-10,"KCTC 42721, CECT 8898",1,1,Maliponia aquimaris,0
13854,JLT354-W,"DSM 26384, CGMCC 1.7290, LMG 24665",1,1,Mameliella alba,0
14648,241,"DSM 13212, ATCC BAA-274, CIP 106114, CCUG 43834",1,1,Mammaliicoccus fleurettii,0
14561,K 21,"DSM 20352, ATCC 29070, CCUG 15599, JCM 2426, BCRC 12926, CCM 3472, CIP 81.63, LMG 21025, NCTC 12102, NRRL B-14758",1,1,Mammaliicoccus lentus,0
14631,,"DSM 20345, ATCC 29062, BCRC 12927, CCM 3473, CCUG 15598, CNCTC 5683, JCM 2425, NCTC 12103, SC 116, CIP 81.62, MTCC 6154, NRRL B-14777",1,1,Mammaliicoccus sciuri,0
14680,196,"DSM 26319, CCM 7717, PCM 2693, CCUG 72271, CIP 111012",1,1,Mammaliicoccus stepanovicii,0
14660,DD756,"CCUG 33636, DSM 15615, ATCC 51145, CIP 104850",1,1,Mammaliicoccus vitulinus,0
140470,MP23,"KCTC 42580, DSM 100250",1,1,Mangrovibacter phragmitis,1
5243,MSSRF40,"DSM 19579, LMG 24236",1,1,Mangrovibacter plantisponsor,1
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,1,Mangrovicella endophytica,1
17815,P2,"DSM 24214, CGMCC 1.5167",1,1,Mangroviflexus xiamenensis,1
133912,LYYY01,"CGMCC 1.12280, LMG 27142",1,1,Mangrovimonas yunxiaonensis,0
,,,,,,1
158538,M11-4,"MCCC 1K03312, JCM 32104",1,1,Mangrovitalea sediminis,1
11723,"B558, P925","DSM 19638, CCUG 38457, CIP 106063",1,1,Mannheimia glucosida,0
11722,26,"DSM 19156, ATCC 49244, CIP 103433, CCUG 45422",1,1,Mannheimia granulomatis,0
11721,"1266/56A&B, 1266 A & B","DSM 10531, ATCC 33396, NCTC 9380, CIP 103426, CCM 5141, CCUG 408",1,1,Mannheimia haemolytica,0
166412,ZY170218,"CGMCC 1.13620, KCTC 15731",1,1,Mannheimia pernigra,0
11724,,"DSM 21141, CCUG 38470, CIP 106062, HPA 92",1,1,Mannheimia ruminalis,0
11725,177,"DSM 19166, CCUG 38462, CIP 106064",1,1,Mannheimia varigena,0
1257,B1724,"DSM 18868, CIP 107762, KCTC 13003, LMG 18435",1,1,Heyndrickxia shackletonii,1
133998,GY20,"KACC 16440, JCM 18631",1,1,Maribacter aestuarii,0
,,,,,,1
164418,PoM-212,"JCM 32941, KACC 19789",1,1,Maribacter algicola,0
,,,,,,1
5614,CL-AP4,"DSM 21422, JCM 15445, KCCM 90069",1,1,Maribacter antarcticus,0
5606,,"KMM 3949, CIP 108495, DSM 16478, CCUG 48009, KCTC 12968",1,1,Maribacter aquivivus,0
,,,,,,1
5613,,"DSM 23546, JCM 14790, KCTC 22053, KOPRI 20941, CIP 110780",1,1,Maribacter arcticus,0
,,,,,,1
133202,,"CAU 1321, KCTC 52191, NBRC 111990",1,1,Maribacter arenosus,0
133821,,"KCTC 23735, CCUG 61948, CAU 1044",1,1,Maribacter chungangensis,1
141154,B1,"CGMCC 1.15508, KCTC 52882, MCCC 1K03318",1,1,Maribacter cobaltidurans,0
5608,DSW-8,"DSM 17201, KCTC 12393, CIP 108966",1,1,Maribacter dokdonensis,0
,,,,,,1
5612,"KT02ds 18-6, ODDS18-6, KT02ds18-6","DSM 18668, CIP 109504",1,1,Maribacter forsetii,0
,,,,,,1
159839,SDRB-Phe2,"JCM 32373, KCTC 62273, DSM 106042",1,1,Maribacter litoralis,1
133148,HPTF-2,"KCTC 52251, NBRC 112297",1,1,Maribacter litorisediminis,0
140859,KJ4,"KACC 16438, JCM 31154",1,1,Maribacter lutimaris,1
159865,HMF3635,"KCTC 52399, NBRC 112671",1,1,Maribacter maritimus,1
5605,,"DSM 16471, CCUG 48008, KCTC 12967, KCTC 42563, KMM 3947, CIP 108494",1,1,Maribacter orientalis,0
140774,CBA3204,"KACC 17671, JCM 19533",1,1,Maribacter pelagius,1
5609,,"DSM 23514, KCTC 22021, KMM 6151, LMG 23671",1,1,Maribacter polysiphoniae,0
,,,,,,1
5604,,"DSM 19840, CCUG 47098, KCTC 12966, KMM 3903, CIP 108493",1,1,Maribacter sedimenticola,0
5615,,"DSM 19891, KCTC 22023, LMG 22581, KMM 6046",1,1,Maribacter stanieri,0
,,,,,,1
5607,M-3Alg 46-1,"DSM 15366, KCTC 12969, KMM 3951, CIP 108844, KCTC 12669",1,1,Maribacter ulvicola,0
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,1,Maribellus luteus,0
23234,B5-6,"DSM 26893, JCM 14009, KCCM 42336, CIP 109553, CECT 7801",1,1,Palleronia pelagia,0
23235,CL-SP27,"DSM 26892, JCM 13037, KCCM 42113, CIP 109545, CECT 7800",1,1,Palleronia salina,0
6208,CM 11,"DSM 4734, ATCC 15268, JCM 21108, CIP 106103, IAM 14255, NBRC 102484, NCIMB 2209, VKM B-1510",1,1,Maricaulis maris,1
6211,,"DSM 16078, CIP 107440, LMG 19863, MCS 25, KCTC 12215",1,1,Maricaulis parjimensis,1
6210,,"DSM 16077, CIP 107439, LMG 19864, MCS 18, KCTC 12216",1,1,Maricaulis salignorans,1
6212,VC-5,"DSM 16079, CIP 107438, LMG 21018, VKM B-1513, KCTC 12217",1,1,Maricaulis virginensis,1
6209,,"DSM 16076, CIP 107441, LMG 19865, MCS 6, KCTC 12218",1,1,Maricaulis washingtonensis,1
2451,JA100,"DSM 15907, ATCC BAA-741, JCM 12653",1,1,Marichromatium indicum,1
4147,SRL 4225,"DSM 16055, ATCC BAA-903",1,1,Maridesulfovibrio bastinii,1
4158,61,"DSM 16995, JCM 12925",1,1,Maridesulfovibrio ferrireducens,1
4157,18,"DSM 17176, JCM 12924",1,1,Maridesulfovibrio frigidus,1
4142,"AM13, AM13cf, H7","DSM 14728, CIP 107303",1,1,Maridesulfovibrio hydrothermalis,0
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,1,Marihabitans asiaticum,0
140927,,"KCTC 42300, NBRC 110727, CAU 1038",1,1,Marimicrobium arenosum,0
133321,,"CAU 1311, KCTC 52189, NBRC 111988, DSM 108276",1,1,Marimonas arenosa,0
160214,GH1-19,"DSM 106292, KCTC 62376",1,1,Marimonas lutisalis,1
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652, NBRC 110046",1,1,Marinactinospora thermotolerans,1
140894,Z1,"ATCC BAA-2617, CICC 10859",1,1,Marinagarivorans algicola,1
133223,H2,"MCCC 1K02279, KCTC 42964",1,1,Marinibaculum pumilum,1
140461,FC18,"LMG 29748, DSM 26290",1,1,Mariniblastus fucicola,0
133923,P-1 km-3,"KACC 16526, CGMCC 1.11031",1,1,Marinicauda pacifica,0
166179,WD6-1,"KCTC 62348, MCCC 1H00282",1,1,Marinicauda salina,1
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,1,Marinicaulis flavus,1
17915,,"DSM 25488, JCM 16154, KMM 3900, NRIC 0758",1,1,Marinicella litoralis,0
132977,sw153,"DSM 25600, CGMCC 1.12181, JCM 18208",1,1,Marinicella pacifica,0
159708,F2,"KCTC 42953, MCCC 1H00149",1,1,Marinicella sediminis,0
158395,KSS164-79,"DSM 104943, CCM 8749, CIP 111345, LMG 30062",1,1,Marinicrinis lubricantis,0
140620,NC2-42,"KCTC 33676, MCCC 1K01238",1,1,Marinicrinis sediminis,1
133197,FB208,"KCTC 42591, MCCC 1H00113",1,1,Marinifilum albidiflavum,0
159845,JC075,"KCTC 15646, MCCC 1K03477, JCM 32401, MCC 1K03477",1,1,Marinifilum breve,0
133508,JC2469,"IMSNU 14138, KCTC 22488, JCM 15579",1,1,Marinifilum fragile,0
133712,"HWR-17, HDW-17","KCTC 23346, CCUG 60529",1,1,Mariniflexile aquimaris,0
5722,SW5,"DSM 18792, CIP 109502",1,1,Mariniflexile fucanivorans,0
,,,,,,1
134195,,"KCTC 12570, LMG 22578, KMM 6038",1,1,Mariniflexile gromovii,0
,,,,,,1
133866,SSK2-3,"KCTC 23958, CCUG 62414",1,1,Mariniflexile jejuense,1
166463,WTE16,"KCTC 62599, MCCC 1H00311",1,1,Marinilabilia rubra,1
131750,,"DSM 26891, ATCC 19041, CIP 104809, IFO (now NBRC) 15948, JCM 21150, LMG 1346, NCIMB 2216, DSM 6480, IAM 14310, NBRC 15948, IFO 15948",1,1,Marinilabilia salmonicolor,0
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,1,Marinilactibacillus piezotolerans,0
2279,M13-2,"DSM 19582, IAM 14980, NBRC 100002, NCIMB 13873, JCM 21451, NRIC 0510, CIP 108048",1,1,Marinilactibacillus psychrotolerans,1
132434,,"DSM 28728, JCM 30097, KCTC 29482, YIM 2617",1,1,Mariniluteicoccus endophyticus,0
456,"M18, 27.101","DSM 16975, KCTC 12357, CIP 109192",1,1,Marinimicrobium agarilyticum,1
166430,SW121,"CGMCC 1.16166, KCTC 62651",1,1,Marinimicrobium alkaliphilum,1
455,M9,"DSM 16974, KCTC 12356, CIP 109193",1,1,Marinimicrobium koreense,1
133497,ISL-43,"KCTC 22484, CCUG 56757, ISL -43",1,1,Marinimicrobium locisalis,1
24725,AK6,"DSM 25051, JCM 17389, MTCC 11279",1,1,Mariniradius saccharolyticus,0
158685,,"KCCM 43216, JCM 31588, MEBiC 09412",1,1,Marinirhabdus citrea,0
132988,NH83,"DSM 101478, CGMCC 1.15462",1,1,Marinirhabdus gelatinilytica,0
133030,2PyrY55-1,"DSM 29778, JCM 30566",1,1,Marinitoga arctica,1
17042,AT1271,"DSM 16785, JCM 12826",1,1,Marinitoga hydrogenitolerans,1
17044,MC3,"DSM 21709, JCM 15581, KCTC 15136, NBRC 109657",1,1,Marinitoga litoralis,1
17043,TFS10-5,"DSM 17373, JCM 13303",1,1,Marinitoga okinawensis,1
133861,KYW371,"KCTC 23449, JCM 17452",1,1,Hyunsoonleella aestuarii,0
,,,,,,1
493,HP15,"DSM 23420, CIP 110141, NCBI AY241552",1,1,Marinobacter adhaerens,1
482,DG893,"DSM 16394, CIP 109780, NCIMB 14009",1,1,Marinobacter algicola,1
133761,ZS2-30,"CGMCC 1.10835, KCTC 23684",1,1,Marinobacter antarcticus,1
140701,M6-53,"CECT 9228, LMG 30006",1,1,Marinobacter aquaticus,1
159844,T17,"KCTC 52710, MCCC 1K03282",1,1,Marinobacter bohaiensis,1
480,114-50-11,"DSM 15401, KMM 3840",1,1,Marinobacter bryozoorum,1
483,SW-156,"DSM 16072, JCM 12324, KCTC 12184, CIP 108614",1,1,Marinobacter daepoensis,1
134494,Fg86,"CIP 107686, KMM 3809",1,1,Marinobacter excellens,1
481,SW145,"DSM 16070, JCM 12323, CGMCC 1.8487, KCTC 12185, CIP 108615",1,1,Marinobacter flavimaris,1
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,1,Marinobacter fuscus,0
,,,,,,1
490,En6,"DSM 19471, KCTC 12515",1,1,Marinobacter goseongensis,0
488,SLO14B-61A,"DSM 18066, CGMCC 1.6294, CIP 109534, LMG 23509",1,1,Marinobacter gudaonensis,1
134296,M3B,"LMG 24048, CECT 7243",1,1,Marinobacter guineae,1
133354,CP12,"KACC 18381, NBRC 110910",1,1,Marinobacter halotolerans,0
133482,FP2.5,"CECT 7297, LMG 24237",1,1,Marinobacter lacisalsi,1
478,SM19,"DSM 15157, CCM 7048, CIP 107627, NCIMB 13907",1,1,Marinobacter lipolyticus,0
,,,,,,1
138451,SW-45,"CIP 108099, JCM 11547, KCCM 41591",1,1,Marinobacter litoralis,0
484,"T 5054, BCRC/CCRC 17087, T5054","DSM 17466, BCRC 17087, CCRC 17087, JCM 11179, CIP 108251",1,1,Marinobacter lutaoensis,1
486,CK47,"DSM 16561, JCM 12521, MTCC 6519, CGMCC 1.6490, CIP 108870, LMG 23847",1,1,Marinobacter maritimus,1
134085,,"CGMCC 1.7059, JCM 15154, CN 46",1,1,Marinobacter mobilis,1
473,SP. 17,"DSM 8798, ATCC 49840, CIP 103578",1,1,Marinobacter nauticus,1
492,,"DSM 22359, CECT 7499, SET Set74, SET 74",1,1,Marinobacter oulmenensis,1
134311,HS225,"CGMCC 1.6775, JCM 14804",1,1,Marinobacter pelagius,1
134346,20041,"CGMCC 1.6499, JCM 14643, BCRC 80070",1,1,Marinobacter psychrophilus,1
130155,R9sw1,"DSM 27081, CIP 110588, JCM 19399, KMM 7502, LMG 27497",1,1,Marinobacter salarius,1
158675,,"KCTC 52545, MCCC 1H00176, HJR 7",1,1,Marinobacter salexigens,0
134282,ISL-40,"KCTC 129725, CCUG 54357, KCTC 12972, CIP 109719",1,1,Marinobacter salicampi,1
133343,Hb8,"KCTC 52255, JCM 31416",1,1,Marinobacter salinus,1
489,SD-14B,"DSM 18347, CIP 109893, LMG 23697",1,1,Marinobacter salsuginis,1
491,NKSG1,DSM 21262,1,1,Marinobacter santoriniensis,1
479,R 65,"DSM 15400, KMM 3657",1,1,Marinobacter sediminum,1
134254,SS011B1-4T,"LMG 23928, CGMCC 1.6489",1,1,Marinobacter segnicrescens,1
130156,A3d10,"DSM 27079, CIP 110589, JCM 19398, KMM 7501",1,1,Marinobacter similis,1
133506,NTU-104,"BCRC 17809, CGMCC 1.7011, JCM 15751",1,1,Marinobacter szutsaonensis,1
487,FB1,"DSM 17747, CCUG 52119, CIP 109495",1,1,Marinobacter vinifirmus,0
170942,F01,"MCCC 1H00290, KCTC 52700",1,1,Marinobacter vulgaris,1
133669,UST090418-1611,"JCM 17469, NRRL B-59512",1,1,Marinobacter xestospongiae,1
134086,,"CGMCC 1.7061, JCM 15156, CN 74",1,1,Marinobacter zhejiangensis,1
158614,ST58-10,"KCTC 52193, NBRC 112103",1,1,Marinobacterium aestuarii,1
140860,DB-1,"KCTC 42778, NBRC 111756",1,1,Marinobacterium aestuariivivens,1
164154,DMHB-2,"JCM 31902, KACC 19225",1,1,Marinobacterium boryeongense,1
133616,R-40509,"LMG 25435, CAIM 1449",1,1,Marinobacterium coralli,1
134588,,"CIP 106746, IAM 1419, ATCC 33635, JCM 20159, AJ 2265, LMG 21613, NBRC 102196, NCIMB 13639, NBRC 10219",1,1,Marinobacterium iners,1
460,"mano11, 30.101","DSM 17586, KCTC 12240",1,1,Marinobacterium halophilum,1
461,,"DSM 23545, KCTC 12756, LMG 23872, CCUG 54309, IMCC 1877",1,1,Marinobacterium litorale,1
463,AN9,"DSM 22012, KACC 13703",1,1,Marinobacterium lutimaris,1
130152,Gal22,"DSM 27697, CIP 110653",1,1,Marinobacterium mangrovicola,1
133509,AR11,"KCTC 22254, JCM 15134",1,1,Marinobacterium maritimum,1
133470,,"CGMCC 1.7286, JCM 15523, CN 44",1,1,Marinobacterium nitratireducens,1
140895,,"KCCM 43095, JCM 30410, PAMC 27536",1,1,Marinobacterium profundum,1
462,CL-YJ9,"DSM 18822, KCCM 42386",1,1,Marinobacterium rhizophilum,1
133471,,"CGMCC 1.7287, JCM 15524, CN 47",1,1,Marinobacterium sediminicola,1
457,146,"DSM 7027, ATCC 27130, CCUG 16021, CIP 106697, LMG 6847, CECT 7202",1,1,Marinobacterium stanieri,1
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,1,Marinobacterium zhoushanense,1
1369,HK 718,"DSM 20408, ATCC 27964, CCM 2706, JCM 2479, NRCC 14033, CIP 104819, IAM 12844, KCTC 2843, LMG 17439, NBRC 102359, NCIMB 13496, VKM Ac-1985",1,1,Marinococcus halophilus,1
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157, NBRC 106070",1,1,Marinococcus halotolerans,1
1371,,"DSM 23126, KCTC 13214, YIM 91094, CCTCC AA 208014",1,1,Marinococcus luteus,1
23735,SR-1,"DSM 28023, CECT 8130, LMG 26930",1,1,Marinococcus tarijensis,1
167268,QM202,"KCTC 52475, MCCC 1H00145, QM 202",1,1,Marinomonas agarivorans,1
158676,Yeongu 1-4,"KEMB 9005-327, MCCC 1K00609",1,1,Marinomonas algicida,1
137366,11SM4,"CIP 108405, CECT 5080, CCUG 49439",1,1,Marinomonas aquimarina,0
134354,328,"CGMCC 1.6498, JCM 14976",1,1,Marinomonas arctica,1
133529,,"NRIC 0752, JCM 15737, KMM 3893",1,1,Marinomonas arenicola,1
140813,,"CECT 9050, LMG 29244, Cmf 18.22",1,1,Marinomonas atlantica,1
133502,IVIA-Po-101,"CECT 7378, NCIMB 14432",1,1,Marinomonas balearica,1
11273,DSW10-10,"DSM 17202, KCTC 12394",1,1,Marinomonas dokdonensis,1
140970,SAB-3,"JCM 31365, KCTC 52293, MTCC 12569",1,1,Marinomonas epiphytica,1
166251,ANRC-JHZ47,"MCCC 1K03604, KCTC 72113",1,1,Marinomonas flavescens,1
140812,,"CECT 9049, LMG 29243, Cmf 17.2",1,1,Marinomonas gallaica,1
133771,HDW-15,"KCTC 23661, CCUG 61321",1,1,Marinomonas hwangdonensis,1
11270,MMB-1,"DSM 23531, ATCC 700492, CECT 4803, JCM 21426, CIP 106128, IAM 14944, NBRC 103028",1,1,Marinomonas mediterranea,1
11272,CK13,"DSM 16579, JCM 12522, MTCC 6645, CGMCC 1.6484, CIP 109165",1,1,Marinomonas polaris,1
133501,IVIA-Po-185,"CECT 7375, NCIMB 14435",1,1,Marinomonas pollencensis,1
11274,46-16,"DSM 17793, KMM 3492, LMG 22531, UCM 11075",1,1,Marinomonas pontica,1
137570,,"CIP 108051, JCM 11775, KMM 3633, NRIC 523, IAM 15010, NBRC 103029, NRIC 0523",1,1,Marinomonas primoryensis,0
140861,SMJ19,"CECT 8886, KCTC 42958",1,1,Marinomonas spartinae,1
11271,U1,"DSM 15871, JCM 12170, MTCC 6143, CGMCC 1.8483, CGMCC 1.8710, CIP 108668",1,1,Marinomonas ushuaiensis,1
134007,SJP7,"KCTC 23939, NCAIMB 02491, NCAIM B02491",1,1,Marinoscillum luteum,1
133447,MRN461,"KCCM 42325, JCM 14064",1,1,Marinoscillum pacificum,1
11277,v1c_Sn-red,"DSM 18438, LMG 24610, VKM 2416, VKM B-2416",1,1,Marinospirillum celere,1
11279,K,"DSM 21763, LMG 21802, NBRC 100033",1,1,Marinospirillum insulare,1
138354,H7,"CIP 106459, JCM 10129, CGMCC 1.2728",1,1,Marinospirillum megaterium,1
168658,F3212,"KCTC 52892, MCCC 1H00198",1,1,Marinospirillum perlucidum,1
13679,FF3,"DSM 10251, ATCC 51440, JCM 21266, CECT 5396, CIP 104267, IAM 14591, IFO 16653, NBRC 16653",1,1,Marinovum algicola,1
133387,,"KCTC 52409, MCCC 1K03210, CDA 4",1,1,Maribacter aurantiacus,0
7507,ZS314,"DSM 22350, CCTCC AB 209077, JCM 19552, NBRC 109630",1,1,Marisediminicola antarctica,1
167342,GS-14,"KCTC 72401, MCCC 1K03622",1,1,Marisediminitalea mangrovi,1
133443,B142,"CCTCC AB 208225, LMG 24627, MCCC 1A01235",1,1,Marispirillum indicum,1
140775,JC444,"KCTC 15554, DSM 103365",1,1,Marispirochaeta aestuarii,1
133451,E6,"CGMCC 1.7002, JCM 15144",1,1,Maritalea mobilis,1
133668,LCM-3,"LMG 25872, NBRC 107169",1,1,Maritalea porphyrae,1
130632,,"DSM 100037, KCCM 42376, NBRC 102057, HTCC 2654, CIP 109640",1,1,Maritimibacter alkaliphilus,0
133521,A31,"KCTC 22186, JCM 15075",1,1,Maritimimonas rapanae,0
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,1,Marivibrio halodurans,1
140594,JK11,"NCIMB 1429, NBRC 15981",1,1,Marivirga harenae,1
5473,H-43,"DSM 4126, ATCC 23168, CIP 106410, IFO 15989, KCTC 2958, NBRC 15989, NCIMB 1408, VKM B-1430",1,1,Marivirga tractuosa,0
13851,CL-SK44,"DSM 21340, JCM 15447, KCCM 90070",1,1,Marivita cryptomonadis,1
130640,DPG-138,"DSM 29432, CCUG 62112, KCTC 23882",1,1,Marivita geojedonensis,0
130639,DPG-28,"DSM 29431, CCUG 60522, KCTC 23421",1,1,Marivita hallyeonensis,0
13852,CL-JM1,"DSM 21329, JCM 15446, KCCM 90071",1,1,Marivita litorea,1
140928,AM-4,"KCTC 42776, CECT 8947",1,1,Marivivens donghaensis,0
158611,HSLHS2,"KCTC 52588, MCCC 1A06712",1,1,Marivivens niveibacter,0
134220,,"NRIC 0684, JCM 14121, KMM 3046, CIP 109555",1,1,Marixanthomonas ophiurae,0
11086,SST-45,"DSM 21547, CIP 109645, JCM 13812, NRRL B-24464",1,1,Nocardioides aequoreus,0
11084,,"DSM 12652, JCM 10917, NBRC 105375, BC 361, CIP 106770, NCIMB 13748",1,1,Nocardioides aurantiacus,0
11087,MSL-05,"DSM 19426, KCTC 19287, NBRC 105376, MSL 05, JCM 15624",1,1,Nocardioides marmoribigeumensis,1
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,1,Marmoricola endophyticus,0
132514,,"DSM 22772, KACC 14267, Gsoil 097, JCM 32748",1,1,Nocardioides marmoriginsengisoli,0
166481,4Q3S-7,"KCTC 39790, CGMCC 4.7424",1,1,Nocardioides mangrovicus,1
132515,,"DSM 22773, KACC 14275, Gsoil 818, JCM 32749",1,1,Nocardioides pocheonensis,0
158712,S20-100,"LMG 30008, DSM 104694",1,1,Marmoricola silvestris,1
166469,ZX-21,"MCCC 1K03431, KCTC 62160",1,1,Marortus luteolus,1
133970,YC6887,"KCCM 43011, NBRC 109149",1,1,Martelella endophytica,0
531,MACL11,"DSM 17316, CECT 5861, LMG 22193, CIP 108716",1,1,Martelella mediterranea,0
133165,YC7033,"KACC 17175, NBRC 109440",1,1,Martelella suaedae,0
11331,5516S-11,"DSM 19289, KACC 12505",1,1,Massilia aerilata,1
140977,J9,"KEMB 9005-359, JCM 31605",1,1,Massilia agilis,1
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,1,Massilia agri,1
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343, CIP 109189",1,1,Massilia albidiflava,0
,,,,,,1
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882, CIP 108793",1,1,Massilia alkalitolerans,1
169990,P3165,"CCM 8693, LMG 31211",1,1,Massilia aquatica,1
159643,ZMN-3,"DSM 104676, CGMCC 1.16209",1,1,Massilia armeniaca,1
166521,SOD,"KCTC 62720, LMG 30840",1,1,Massilia atriviolacea,1
