ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Ability of spore formation"
17484,GH1-9,"CCUG 55492, KACC 11406, DSM 17634, CIP 109292",1,1,"Lysobacter daejeonensis",Lysobacter,daejeonensis,0
17490,,"DSM 18482, CCUG 53152, CIP 109615, IMMIB APB-9",1,1,"Lysobacter defluvii",Lysobacter,defluvii,0
17486,DS-58,"DSM 17958, KCTC 12822",1,1,"Lysobacter dokdonensis",Lysobacter,dokdonensis,0
132648,"PB-6250, PB6250","DSM 102073, FERM BP-2938, LMG 28994",1,1,"Lysobacter firmicutimachus",Lysobacter,firmicutimachus,0
141138,KTCe-2,"JCM 18204, KACC 16618",1,1,"Lysobacter hankyongensis",Lysobacter,hankyongensis,0
17491,,"CCUG 55491, CIP 109107, DSM 24152, KCTC 12204, NBRC 101156, Dae 16",1,1,"Lysobacter koreensis",Lysobacter,koreensis,0
158751,D-14,"KEMB 9005-572, KACC 19173, JCM 31917",1,1,"Lysobacter olei",Lysobacter,olei,0
134029,107-E2,"JCM 18257, ATCC BAA-2438",1,1,"Lysobacter oligotrophicus",Lysobacter,oligotrophicus,0
17495,"YC6269, Z 3-12","DSM 21044, KCTC 22249",1,1,"Lysobacter oryzae",Lysobacter,oryzae,0
17500,CTN-1,"DSM 22393, CGMCC 1.10136, KCTC 23715",1,1,"Lysobacter ruishenii",Lysobacter,ruishenii,0
141139,7C-9,"JCM 18205, KACC 16617",1,1,"Lysobacter sediminicola",Lysobacter,sediminicola,0
140893,5GH218-14,"KACC 16954, JCM 30862",1,1,"Lysobacter terricola",Lysobacter,terricola,0
132485,UM1,"DSM 28473, KCTC 42936, MCC 2572",1,1,"Lysobacter tolerans",Lysobacter,tolerans,0
17499,RCML-52,"DSM 25188, CCTCC AB 208194, KCTC 22558, CIP 110460",1,1,"Lysobacter xinjiangensis",Lysobacter,xinjiangensis,0
17485,GH19-3,"DSM 17635, CIP 109293, CCUG 55493, KACC 11407",1,1,"Lysobacter yangpyeongensis",Lysobacter,yangpyeongensis,0
12524,LIND7H,"DSM 23697, CCUG 60892, JCM 16313",1,1,"Macellibacteroides fermentans",Macellibacteroides,fermentans,0
17993,"50-1 BON","DSM 15567, CIP 107919",1,1,"Mahella australiensis",Mahella,australiensis,1
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,1,"Mangrovicella endophytica",Mangrovicella,endophytica,0
17815,P2,"DSM 24214, CGMCC 1.5167",1,1,"Mangroviflexus xiamenensis",Mangroviflexus,xiamenensis,0
140578,S3Cf-2,"DSM 100693, CGMCC 4.7299",1,1,"Mangrovihabitans endophyticus",Mangrovihabitans,endophyticus,1
166412,ZY170218,"CGMCC 1.13620, KCTC 15731",1,1,"Mannheimia pernigra",Mannheimia,pernigra,0
1257,B1724,"DSM 18868, CIP 107762, KCTC 13003, LMG 18435",1,1,"Heyndrickxia shackletonii",Heyndrickxia,shackletonii,1
133998,GY20,"KACC 16440, JCM 18631",1,1,"Maribacter aestuarii",Maribacter,aestuarii,0
5606,,"KMM 3949, CIP 108495, DSM 16478, CCUG 48009, KCTC 12968",1,1,"Maribacter aquivivus",Maribacter,aquivivus,0
133202,,"CAU 1321, KCTC 52191, NBRC 111990",1,1,"Maribacter arenosus",Maribacter,arenosus,0
133821,,"KCTC 23735, CCUG 61948, CAU 1044",1,1,"Maribacter chungangensis",Maribacter,chungangensis,0
5608,DSW-8,"DSM 17201, KCTC 12393, CIP 108966",1,1,"Maribacter dokdonensis",Maribacter,dokdonensis,0
5612,"KT02ds 18-6, ODDS18-6, KT02ds18-6","DSM 18668, CIP 109504",1,1,"Maribacter forsetii",Maribacter,forsetii,0
133148,HPTF-2,"KCTC 52251, NBRC 112297",1,1,"Maribacter litorisediminis",Maribacter,litorisediminis,0
5605,,"DSM 16471, CCUG 48008, KCTC 12967, KCTC 42563, KMM 3947, CIP 108494",1,1,"Maribacter orientalis",Maribacter,orientalis,0
140774,CBA3204,"KACC 17671, JCM 19533",1,1,"Maribacter pelagius",Maribacter,pelagius,0
5604,,"DSM 19840, CCUG 47098, KCTC 12966, KMM 3903, CIP 108493",1,1,"Maribacter sedimenticola",Maribacter,sedimenticola,0
5607,"M-3Alg 46-1","DSM 15366, KCTC 12969, KMM 3951, CIP 108844, KCTC 12669",1,1,"Maribacter ulvicola",Maribacter,ulvicola,0
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,1,"Maribellus luteus",Maribellus,luteus,0
4147,"SRL 4225","DSM 16055, ATCC BAA-903",1,1,"Maridesulfovibrio bastinii",Maridesulfovibrio,bastinii,0
4158,61,"DSM 16995, JCM 12925",1,1,"Maridesulfovibrio ferrireducens",Maridesulfovibrio,ferrireducens,0
4157,18,"DSM 17176, JCM 12924",1,1,"Maridesulfovibrio frigidus",Maridesulfovibrio,frigidus,0
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,1,"Marihabitans asiaticum",Marihabitans,asiaticum,0
140927,,"KCTC 42300, NBRC 110727, CAU 1038",1,1,"Marimicrobium arenosum",Marimicrobium,arenosum,0
133321,,"CAU 1311, KCTC 52189, NBRC 111988, DSM 108276",1,1,"Marimonas arenosa",Marimonas,arenosa,0
160214,GH1-19,"DSM 106292, KCTC 62376",1,1,"Marimonas lutisalis",Marimonas,lutisalis,0
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652, NBRC 110046",1,1,"Marinactinospora thermotolerans",Marinactinospora,thermotolerans,1
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,1,"Marinicaulis flavus",Marinicaulis,flavus,0
159708,F2,"KCTC 42953, MCCC 1H00149",1,1,"Marinicella sediminis",Marinicella,sediminis,0
158395,KSS164-79,"DSM 104943, CCM 8749, CIP 111345, LMG 30062",1,1,"Marinicrinis lubricantis",Marinicrinis,lubricantis,1
133508,JC2469,"IMSNU 14138, KCTC 22488, JCM 15579",1,1,"Marinifilum fragile",Marinifilum,fragile,0
5722,SW5,"DSM 18792, CIP 109502",1,1,"Mariniflexile fucanivorans",Mariniflexile,fucanivorans,0
134195,,"KCTC 12570, LMG 22578, KMM 6038",1,1,"Mariniflexile gromovii",Mariniflexile,gromovii,0
133866,SSK2-3,"KCTC 23958, CCUG 62414",1,1,"Mariniflexile jejuense",Mariniflexile,jejuense,0
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,1,"Marinilactibacillus piezotolerans",Marinilactibacillus,piezotolerans,0
456,"M18, 27.101","DSM 16975, KCTC 12357, CIP 109192",1,1,"Marinimicrobium agarilyticum",Marinimicrobium,agarilyticum,0
166430,SW121,"CGMCC 1.16166, KCTC 62651",1,1,"Marinimicrobium alkaliphilum",Marinimicrobium,alkaliphilum,0
455,M9,"DSM 16974, KCTC 12356, CIP 109193",1,1,"Marinimicrobium koreense",Marinimicrobium,koreense,0
133497,ISL-43,"KCTC 22484, CCUG 56757, ISL -43",1,1,"Marinimicrobium locisalis",Marinimicrobium,locisalis,0
24644,,"DSM 45789, CCTCC AB 2012052, YIM M11385",1,1,"Marininema halotolerans",Marininema,halotolerans,1
24643,,"DSM 45610, CCTCC AA 2011006, SCSIO 10219",1,1,"Marininema mesophilum",Marininema,mesophilum,1
24725,AK6,"DSM 25051, JCM 17389, MTCC 11279",1,1,"Mariniradius saccharolyticus",Mariniradius,saccharolyticus,0
132988,NH83,"DSM 101478, CGMCC 1.15462",1,1,"Marinirhabdus gelatinilytica",Marinirhabdus,gelatinilytica,0
140293,59.4M,"DSM 102940, JCM 31103",1,1,"Marinisporobacter balticus",Marinisporobacter,balticus,1
157905,TPS16,"DSM 46825, TBRC 5138",1,1,"Marinitenerispora sediminis",Marinitenerispora,sediminis,1
133861,KYW371,"KCTC 23449, JCM 17452",1,1,"Hyunsoonleella aestuarii",Hyunsoonleella,aestuarii,0
493,HP15,"DSM 23420, CIP 110141, NCBI AY241552",1,1,"Marinobacter adhaerens",Marinobacter,adhaerens,0
482,DG893,"DSM 16394, CIP 109780, NCIMB 14009",1,1,"Marinobacter algicola",Marinobacter,algicola,0
140701,M6-53,"CECT 9228, LMG 30006",1,1,"Marinobacter aquaticus",Marinobacter,aquaticus,0
481,SW145,"DSM 16070, JCM 12323, CGMCC 1.8487, KCTC 12185, CIP 108615",1,1,"Marinobacter flavimaris",Marinobacter,flavimaris,0
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,1,"Marinobacter fuscus",Marinobacter,fuscus,0
490,En6,"DSM 19471, KCTC 12515",1,1,"Marinobacter goseongensis",Marinobacter,goseongensis,0
134296,M3B,"LMG 24048, CECT 7243",1,1,"Marinobacter guineae",Marinobacter,guineae,0
133354,CP12,"KACC 18381, NBRC 110910",1,1,"Marinobacter halotolerans",Marinobacter,halotolerans,0
133482,FP2.5,"CECT 7297, LMG 24237",1,1,"Marinobacter lacisalsi",Marinobacter,lacisalsi,0
478,SM19,"DSM 15157, CCM 7048, CIP 107627, NCIMB 13907",1,1,"Marinobacter lipolyticus",Marinobacter,lipolyticus,0
486,CK47,"DSM 16561, JCM 12521, MTCC 6519, CGMCC 1.6490, CIP 108870, LMG 23847",1,1,"Marinobacter maritimus",Marinobacter,maritimus,0
134085,,"CGMCC 1.7059, JCM 15154, CN 46",1,1,"Marinobacter mobilis",Marinobacter,mobilis,0
473,"SP. 17","DSM 8798, ATCC 49840, CIP 103578",1,1,"Marinobacter nauticus",Marinobacter,nauticus,0
492,,"DSM 22359, CECT 7499, SET Set74, SET 74",1,1,"Marinobacter oulmenensis",Marinobacter,oulmenensis,0
133343,Hb8,"KCTC 52255, JCM 31416",1,1,"Marinobacter salinus",Marinobacter,salinus,0
489,SD-14B,"DSM 18347, CIP 109893, LMG 23697",1,1,"Marinobacter salsuginis",Marinobacter,salsuginis,0
491,NKSG1,"DSM 21262",1,1,"Marinobacter santoriniensis",Marinobacter,santoriniensis,0
134254,SS011B1-4T,"LMG 23928, CGMCC 1.6489",1,1,"Marinobacter segnicrescens",Marinobacter,segnicrescens,0
133506,NTU-104,"BCRC 17809, CGMCC 1.7011, JCM 15751",1,1,"Marinobacter szutsaonensis",Marinobacter,szutsaonensis,0
133669,UST090418-1611,"JCM 17469, NRRL B-59512",1,1,"Marinobacter xestospongiae",Marinobacter,xestospongiae,0
134086,,"CGMCC 1.7061, JCM 15156, CN 74",1,1,"Marinobacter zhejiangensis",Marinobacter,zhejiangensis,0
133470,,"CGMCC 1.7286, JCM 15523, CN 44",1,1,"Marinobacterium nitratireducens",Marinobacterium,nitratireducens,0
133471,,"CGMCC 1.7287, JCM 15524, CN 47",1,1,"Marinobacterium sediminicola",Marinobacterium,sediminicola,0
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157, NBRC 106070",1,1,"Marinococcus halotolerans",Marinococcus,halotolerans,0
1371,,"DSM 23126, KCTC 13214, YIM 91094, CCTCC AA 208014",1,1,"Marinococcus luteus",Marinococcus,luteus,0
23735,SR-1,"DSM 28023, CECT 8130, LMG 26930",1,1,"Marinococcus tarijensis",Marinococcus,tarijensis,0
158676,"Yeongu 1-4","KEMB 9005-327, MCCC 1K00609",1,1,"Marinomonas algicida",Marinomonas,algicida,0
134354,328,"CGMCC 1.6498, JCM 14976",1,1,"Marinomonas arctica",Marinomonas,arctica,0
11273,DSW10-10,"DSM 17202, KCTC 12394",1,1,"Marinomonas dokdonensis",Marinomonas,dokdonensis,0
140970,SAB-3,"JCM 31365, KCTC 52293, MTCC 12569",1,1,"Marinomonas epiphytica",Marinomonas,epiphytica,0
133771,HDW-15,"KCTC 23661, CCUG 61321",1,1,"Marinomonas hwangdonensis",Marinomonas,hwangdonensis,0
11272,CK13,"DSM 16579, JCM 12522, MTCC 6645, CGMCC 1.6484, CIP 109165",1,1,"Marinomonas polaris",Marinomonas,polaris,0
11274,46-16,"DSM 17793, KMM 3492, LMG 22531, UCM 11075",1,1,"Marinomonas pontica",Marinomonas,pontica,0
134007,SJP7,"KCTC 23939, NCAIMB 02491, NCAIM B02491",1,1,"Marinoscillum luteum",Marinoscillum,luteum,0
11277,v1c_Sn-red,"DSM 18438, LMG 24610, VKM 2416, VKM B-2416",1,1,"Marinospirillum celere",Marinospirillum,celere,0
11279,K,"DSM 21763, LMG 21802, NBRC 100033",1,1,"Marinospirillum insulare",Marinospirillum,insulare,0
133387,,"KCTC 52409, MCCC 1K03210, CDA 4",1,1,"Maribacter aurantiacus",Maribacter,aurantiacus,0
7507,ZS314,"DSM 22350, CCTCC AB 209077, JCM 19552, NBRC 109630",1,1,"Marisediminicola antarctica",Marisediminicola,antarctica,0
133451,E6,"CGMCC 1.7002, JCM 15144",1,1,"Maritalea mobilis",Maritalea,mobilis,0
133521,A31,"KCTC 22186, JCM 15075",1,1,"Maritimimonas rapanae",Maritimimonas,rapanae,0
140594,JK11,"NCIMB 1429, NBRC 15981",1,1,"Marivirga harenae",Marivirga,harenae,0
130640,DPG-138,"DSM 29432, CCUG 62112, KCTC 23882",1,1,"Marivita geojedonensis",Marivita,geojedonensis,0
130639,DPG-28,"DSM 29431, CCUG 60522, KCTC 23421",1,1,"Marivita hallyeonensis",Marivita,hallyeonensis,0
134220,,"NRIC 0684, JCM 14121, KMM 3046, CIP 109555",1,1,"Marixanthomonas ophiurae",Marixanthomonas,ophiurae,0
11086,SST-45,"DSM 21547, CIP 109645, JCM 13812, NRRL B-24464",1,1,"Nocardioides aequoreus",Nocardioides,aequoreus,0
11087,MSL-05,"DSM 19426, KCTC 19287, NBRC 105376, MSL 05, JCM 15624",1,1,"Nocardioides marmoribigeumensis",Nocardioides,marmoribigeumensis,0
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,1,"Marmoricola endophyticus",Marmoricola,endophyticus,0
132514,,"DSM 22772, KACC 14267, Gsoil 097, JCM 32748",1,1,"Nocardioides marmoriginsengisoli",Nocardioides,marmoriginsengisoli,0
166481,4Q3S-7,"KCTC 39790, CGMCC 4.7424",1,1,"Nocardioides mangrovicus",Nocardioides,mangrovicus,0
132515,,"DSM 22773, KACC 14275, Gsoil 818, JCM 32749",1,1,"Nocardioides pocheonensis",Nocardioides,pocheonensis,0
166469,ZX-21,"MCCC 1K03431, KCTC 62160",1,1,"Marortus luteolus",Marortus,luteolus,0
133970,YC6887,"KCCM 43011, NBRC 109149",1,1,"Martelella endophytica",Martelella,endophytica,0
531,MACL11,"DSM 17316, CECT 5861, LMG 22193, CIP 108716",1,1,"Martelella mediterranea",Martelella,mediterranea,0
133165,YC7033,"KACC 17175, NBRC 109440",1,1,"Martelella suaedae",Martelella,suaedae,0
140977,J9,"KEMB 9005-359, JCM 31605",1,1,"Massilia agilis",Massilia,agilis,0
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,1,"Massilia agri",Massilia,agri,0
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343, CIP 109189",1,1,"Massilia albidiflava",Massilia,albidiflava,0
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882, CIP 108793",1,1,"Massilia alkalitolerans",Massilia,alkalitolerans,0
169990,P3165,"CCM 8693, LMG 31211",1,1,"Massilia aquatica",Massilia,aquatica,0
166521,SOD,"KCTC 62720, LMG 30840",1,1,"Massilia atriviolacea",Massilia,atriviolacea,0
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,1,"Massilia buxea",Massilia,buxea,0
11328,16,"DSM 17513, CCTCC AB 204070, KCTC 12342, CCUG 52213, CIP 109188",1,1,"Massilia dura",Massilia,dura,0
167398,P5534,"CCM 8695, LMG 31212",1,1,"Massilia frigida",Massilia,frigida,0
11332,,"DSM 21946, CCUG 38318, CCM 7480",1,1,"Massilia haematophila",Massilia,haematophila,0
133930,D5,"CGMCC 1.10822, KCTC 23880",1,1,"Massilia lurida",Massilia,lurida,0
11326,101,"DSM 17473, CCTCC AB 204073, KCTC 12345, CCUG 52216, CIP 109190",1,1,"Massilia lutea",Massilia,lutea,0
167415,P5902,"CCM 8733, LMG 31210",1,1,"Massilia mucilaginosa",Massilia,mucilaginosa,0
11342,333-1-0411,"DSM 25159, CGMCC 1.11014",1,1,"Massilia namucuonensis",Massilia,namucuonensis,0
11339,,"DSM 26321, CCM 7900, CCUG 43427 A",1,1,"Massilia oculi",Massilia,oculi,0
140695,12-OD1,"CCTCC AB 2016251, LMG 29956, KCTC 52513",1,1,"Massilia phosphatilytica",Massilia,phosphatilytica,0
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,1,"Massilia pinisoli",Massilia,pinisoli,0
11327,76,"DSM 17505, CCTCC AB 204072, KCTC 12344, CIP 109191",1,1,"Massilia plicata",Massilia,plicata,0
133173,B1555-1,"CGMCC 1.15196, JCM 30813",1,1,"Massilia psychrophila",Massilia,psychrophila,1
141141,6NM-7,"DSM 27523, KCTC 42761",1,1,"Massilia putida",Massilia,putida,0
167414,P3094,"CCM 8692, LMG 31213",1,1,"Massilia rubra",Massilia,rubra,0
140975,J18,"KEMB 9005-366, JCM 31607",1,1,"Massilia solisilvae",Massilia,solisilvae,0
140976,J11,"KEMB 9005-360, JCM 31606",1,1,"Massilia terrae",Massilia,terrae,0
11341,TS3,"DSM 25654, CCTCC AB 2010202, KACC 14940",1,1,"Massilia tieshanensis",Massilia,tieshanensis,0
11333,"R-3575, RSTN 96/5182","DSM 21873, CCM 7478, CCUG 35299",1,1,"Massilia varians",Massilia,varians,0
140929,CAVIO,"CECT 8897, LMG 28941",1,1,"Massilia violacea",Massilia,violacea,0
159781,B2,"CGMCC 1.6993, KCTC 32446",1,1,"Massilia violaceinigra",Massilia,violaceinigra,0
132911,Y1243-1,"DSM 105394, CGMCC 1.12041, KACC 16569, JCM 18139",1,1,"Massilia yuzhufengensis",Massilia,yuzhufengensis,0
17126,YITM815,"DSM 19343, JCM 14723",1,1,"Megamonas funiformis",Megamonas,funiformis,0
17127,FM1025,"DSM 19944, CIP 109788",1,1,"Megamonas rupellensis",Megamonas,rupellensis,0
17129,,"DSM 20462, ATCC 43254, PAT 1, JCM 6130, VTT E-79111",1,1,"Megasphaera cerevisiae",Megasphaera,cerevisiae,0
130745,NMBHI-10,"DSM 25563, KCTC 15510, MCC 2481, MCM B-513",1,1,"Megasphaera indica",Megasphaera,indica,0
17131,,"DSM 16981, VTT E-032341",1,1,"Megasphaera paucivorans",Megasphaera,paucivorans,0
158428,AJH120,"DSM 106750, CCUG 71842",1,1,"Megasphaera stantonii",Megasphaera,stantonii,0
17132,,"DSM 17042, VTT E-97791",1,1,"Megasphaera sueciensis",Megasphaera,sueciensis,0
13652,YBY-7,"DSM 24422, CGMCC 1.10789, LMG 26247, MCCC 1A06317",1,1,"Meinhardsimonia xiamenensis",Meinhardsimonia,xiamenensis,0
133487,,"CGMCC 1.6990, JCM 15151, LY 1",1,1,"Meiothermus cateniformans",Meiothermus,cateniformans,0
16711,AZM34c11,"DSM 23238, NBRC 106114",1,1,"Meiothermus hypogaeus",Meiothermus,hypogaeus,0
23327,,"DSM 45787, CCTCC AA 2012007, NBRC 109068, SCSIO 11153",1,1,"Melghirimyces profundicolus",Melghirimyces,profundicolus,1
24645,"11A, Nari11A","DSM 45514, CCUG 60050",1,1,"Melghirimyces thermohalophilus",Melghirimyces,thermohalophilus,1
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,1,"Melioribacter roseus",Melioribacter,roseus,0
140896,CZ-AZ5,"CGMCC 1.13179, JCM 18886",1,1,"Membranihabitans marinus",Membranihabitans,marinus,0
140531,,"KCTC 15482, JCM 30748, BR 31",1,1,"Merdimonas faecis",Merdimonas,faecis,0
133518,NH57N,"CCTCC AB 208318, LMG 24839, MCCC 1A03544",1,1,"Meridianimaribacter flavus",Meridianimaribacter,flavus,0
24785,cd-1655R,"DSM 25116, OCM 1212",1,1,"Mesoaciditoga lauensis",Mesoaciditoga,lauensis,0
22925,B48,"DSM 25386, CECT 8001, IBRC-M 10115",1,1,"Mesobacillus persicus",Mesobacillus,persicus,1
1255,SF-1,"DSM 18680, JCM 14380, FERM P-15431",1,1,"Mesobacillus selenatarsenatis",Mesobacillus,selenatarsenatis,1
140266,JJ-247,"DSM 103964, CCM 8726, LMG 29876",1,1,"Mesobacillus zeae",Mesobacillus,zeae,0
5616,"M-2Alg 33-2","DSM 15361, CCUG 47092, KCTC 12089, KMM 3909, CIP 108200",1,1,"Mesonia algae",Mesonia,algae,0
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,1,"Mesonia maritima",Mesonia,maritima,0
133729,T-y2,"KCTC 23500, CCUG 60802",1,1,"Mesonia ostreae",Mesonia,ostreae,0
11894,,"DSM 21822, CCBAU 61158, LMG 23507, USDA 4964",1,1,"Mesorhizobium albiziae",Mesorhizobium,albiziae,0
133553,CCNWXJ12-2,"ACCC 15461, HAMBI 3019",1,1,"Mesorhizobium alhagi",Mesorhizobium,alhagi,0
166507,U1602,"CNPSo 3140, ABIP 206, LMG 30305",1,1,"Mesorhizobium atlanticum",Mesorhizobium,atlanticum,0
134371,,"LMG 24397, HAMBI 29990, CCBAU 11299",1,1,"Mesorhizobium caraganae",Mesorhizobium,caraganae,0
134078,,"LMG 23949, HAMBI 2974, CCBAU 83330",1,1,"Mesorhizobium gobiense",Mesorhizobium,gobiense,0
140544,CSLC115,"CECT 9168, LMG 29734",1,1,"Mesorhizobium helmanticense",Mesorhizobium,helmanticense,0
133439,,"CFBP 7147, LMG 24485, STM 2683",1,1,"Mesorhizobium metallidurans",Mesorhizobium,metallidurans,0
130530,,"DSM 100038, CGMCC 1.11022, HAMBI 3264, CCBAU 83963",1,1,"Mesorhizobium muleiense",Mesorhizobium,muleiense,0
130532,,"DSM 29667, CCBAU 33460, CGMCC 1.12097, HAMBI 3277, LMG 26793",1,1,"Mesorhizobium qingshengii",Mesorhizobium,qingshengii,0
130527,,"DSM 100022, ACCC 14543, HAMBI 3082, CCNWYC 115",1,1,"Mesorhizobium robiniae",Mesorhizobium,robiniae,0
130533,SCAU7,"DSM 100039, ACCC 13218, HAMBI 3318",1,1,"Mesorhizobium sangaii",Mesorhizobium,sangaii,0
159737,,"CECT 9305, LMG 30060, BSA 136",1,1,"Mesorhizobium sanjuanii",Mesorhizobium,sanjuanii,0
133222,,"YIM M12096, CCTCC AB 2014219, KCTC 42205, JCM 30310",1,1,"Mesorhizobium sediminum",Mesorhizobium,sediminum,0
133664,SDW014,"CCBAU 11014, HAMBI 2582",1,1,"Mesorhizobium septentrionale",Mesorhizobium,septentrionale,0
11895,,"DSM 21850, CCBAU 65327, HAMBI 3050, LMG 24762",1,1,"Mesorhizobium shangrilense",Mesorhizobium,shangrilense,0
130529,,"DSM 29845, CCBAU 01550, HAMBI 3029, LMG 24822",1,1,"Mesorhizobium silamurunense",Mesorhizobium,silamurunense,0
134077,,"LMG 24338, HAMBI 2973, CCBAU 83306",1,1,"Mesorhizobium tarimense",Mesorhizobium,tarimense,0
133665,SDW018,"CCBAU 11018 HAMBI 2583",1,1,"Mesorhizobium temperatum",Mesorhizobium,temperatum,0
11890,SJT,"DSM 17097, LMG 22697, MTCC 7001, CIP 109173",1,1,"Mesorhizobium thiogangeticum",Mesorhizobium,thiogangeticum,0
158821,S1-3-7,"WYCCWR 10195, HAMBI 3692, LMG 30254",1,1,"Mesorhizobium wenxiniae",Mesorhizobium,wenxiniae,0
158441,4NBBH2,"DSM 106860, JCM 32464",1,1,"Mesosutterella multiformis",Mesosutterella,multiformis,0
24816,"meso xx, VNs100","DSM 25546, JCM 18154",1,1,"Mesotoga infera",Mesotoga,infera,0
1296,BFLP-1,"DSM 21539, LMG 24668",1,1,"Metabacillus galliciensis",Metabacillus,galliciensis,1
23710,E33,"DSM 25387, IBRC-M 10095",1,1,"Metabacillus halosaccharovorans",Metabacillus,halosaccharovorans,1
1232,"D-1,5a","DSM 16534, CCM 7228, CIP 108925",1,1,"Metabacillus herbersteinensis",Metabacillus,herbersteinensis,1
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,1,"Metabacillus indicus",Metabacillus,indicus,1
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,1,"Metabacillus iocasae",Metabacillus,iocasae,1
1228,SW-211,"DSM 16303, KCTC 3898, CIP 108971",1,1,"Metabacillus litoralis",Metabacillus,litoralis,1
1243,4T19,"DSM 17723, CIP 109816, KACC 11279, JCM 16399",1,1,"Metabacillus niabensis",Metabacillus,niabensis,1
23347,DKE6,"DSM 24874, JCM 17596",1,1,"Metallibacterium scheffleri",Metallibacterium,scheffleri,0
6950,M2,"DSM 19844, VKM B-2371",1,1,"Methanobacterium arcticum",Methanobacterium,arcticum,0
6949,MK4,"DSM 19849, VKM B-2440",1,1,"Methanobacterium veterum",Methanobacterium,veterum,0
7136,Ki8-1,"DSM 22751, JCM 16384, NBRC 104920",1,1,"Methanospirillum lacunae",Methanospirillum,lacunae,0
24171,"ps, Pt1","DSM 26304, VKM B-2808",1,1,"Methanospirillum stamsii",Methanospirillum,stamsii,0
134120,PM1,"ATCC BAA-1232, LMG 22953",1,1,"Methylibium petroleiphilum",Methylibium,petroleiphilum,0
133349,Z,"VKM B-3037, JCM 31401, CCUG 68999",1,1,"Methylobacillus methanolivorans",Methylobacillus,methanolivorans,0
134145,SV96,"ATCC BAA-1195, DSM 17260",1,1,"Methylobacter tundripaludum",Methylobacter,tundripaludum,0
7180,AR27,"DSM 17169, CCM 7305, CECT 7069",1,1,"Methylobacterium adhaesivum",Methylobacterium,adhaesivum,0
7176,GR16,"DSM 16371, CCM 7218, CECT 5998, CIP 108333",1,1,"Methylobacterium aquaticum",Methylobacterium,aquaticum,0
24174,99b,"DSM 24105, NBRC 107710",1,1,"Methylobacterium brachythecii",Methylobacterium,brachythecii,0
166104,17SD2-17,"KCTC 52908, NBRC 112876",1,1,"Methylobacterium durans",Methylobacterium,durans,0
133689,Gh-105,"CCM 7572, NRRL B-51692",1,1,"Methylobacterium gossipiicola",Methylobacterium,gossipiicola,0
24175,87e,"DSM 24195, NBRC 107714",1,1,"Methylobacterium haplocladii",Methylobacterium,haplocladii,0
7175,GP34,"DSM 16372, CCM 7219, CECT 5997, CIP 108332",1,1,"Methylobacterium hispanicum",Methylobacterium,hispanicum,0
7179,AR24,"DSM 17168, CCM 7304, CECT 7068",1,1,"Methylobacterium isbiliense",Methylobacterium,isbiliense,0
134213,S2R03-9,"KCTC 12671, LMG 23639",1,1,"Methylobacterium jeotgali",Methylobacterium,jeotgali,0
7181,CBMB20,"DSM 18207, KACC 11585, LMG 23582, JCM 16405",1,1,"Methylobacterium oryzae",Methylobacterium,oryzae,0
166276,TER-1,"BCRC 81157, LMG 30931, KCTC 62864",1,1,"Methylobacterium oryzihabitans",Methylobacterium,oryzihabitans,0
23092,35a,"DSM 24028, NBRC 107715",1,1,"Methylobacterium oxalidis",Methylobacterium,oxalidis,0
7192,"CBMB27, EF 126746","DSM 19779, KACC 11716, LMG 24361, JCM 16408",1,1,"Methylobacterium phyllosphaerae",Methylobacterium,phyllosphaerae,0
134290,PMB02,"KCTC 12901, JCM 14648",1,1,"Methylobacterium platani",Methylobacterium,platani,0
166375,SB0023/3,"CECT 9862, PYCC 8351",1,1,"Methylobacterium symbioticum",Methylobacterium,symbioticum,0
7178,GR3,"DSM 16961, CCM 7281, CECT 7045",1,1,"Methylobacterium variabile",Methylobacterium,variabile,0
7219,H2s,"DSM 21852, VKM B-2545",1,1,"Methylocystis bryophila",Methylocystis,bryophila,0
