ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Incubation period (in days)"
8441,49005,"DSM 44147, ATCC 27280, JCM 6376, NCTC 10820, CCUG 37672, LMG 19259, CIP 106808",1,1,"Mycobacterium aichiense",Mycobacterium,aichiense,"10-14 days"
131575,"TB 1906","DSM 45230, CCUG 56586, JCM 32215, CCUG 55640",1,1,"Mycobacterium alsense",Mycobacterium,alsense,"14 days"
149362,,"CCUG 37585, CIP 103464, DSM 44176, ATCC 51304, JCM 12272, CECT 3021, KCTC 19709, LMG 19260",1,1,"Mycobacterium alvei",Mycobacterium,alvei,"3 days"
140779,S-I-6,"KACC 17600, NBRC 109805, NCAIM B 02535",1,1,"Mycobacterium aquiterrae",Mycobacterium,aquiterrae,"3 days"
132615,"269, ParisRGMnew_3, 2008-269","DSM 46715, CIP 110654",1,1,"Mycobacterium arcueilense",Mycobacterium,arcueilense,"4 days"
8536,AR30097,"DSM 44942, ATCC BAA-1242, CCUG 58731, JCM 32216",1,1,"Mycobacterium arupense",Mycobacterium,arupense,"5 days"
166496,MK41,"CCUG 72127, DSM 107153",1,1,"Mycobacterium attenuatum",Mycobacterium,attenuatum,"14 days"
8549,U8,"JCM 15296, DSM 45150, CCUG 50186, CIP 108543",1,1,"Mycobacterium aubagnense",Mycobacterium,aubagnense,"2 days"
8448,"E9789-SA 12441, SA12441, 9789, 14 150 0001","DSM 44191, ATCC 33464, JCM 6369, CCUG 37667, CIP 105395, HAMBI 2271, KCTC 9504",1,1,"Mycobacterium austroafricanum",Mycobacterium,austroafricanum,"10-14 days"
8419,"SSC 1336, 14 031 0002, Vet. 1387","DSM 44156, ATCC 25291, TMC 724, CCUG 20992, NCTC 13034, CIP 104244",1,1,"Mycobacterium avium",Mycobacterium,avium,"11-21 days"
8439,,"DSM 44133, ATCC 19698, TMC 807, CCUG 55483, CIP 103963",1,1,"Mycobacterium avium subsp. paratuberculosis",Mycobacterium,avium,"30 days"
8445,6409,"DSM 44175, ATCC 49884, CCUG 47446, CIP 103317, KCTC 19633",1,1,"Mycobacterium avium subsp. silvaticum",Mycobacterium,avium,"12-17 days"
8519,"MF-657, W5998","DSM 44677, ATCC 49935, CCUG 47580, CIP 107829, JCM 15653",1,1,"Mycobacterium boenickei",Mycobacterium,boenickei,"2 days"
8474,2938-X86,"CCUG 39919, CIP 105811, DSM 44277, JCM 12402, ATCC BAA-2097",1,1,"Mycobacterium bohemicum",Mycobacterium,bohemicum,"10-14 days"
8498,"E 347","DSM 44537, ATCC 700701, CCUG 47450, CCUG 47976, JCM 17322, CIP 106753, NCIMB 13713",1,1,"Mycobacterium botniense",Mycobacterium,botniense,">21 days"
8510,52157,"DSM 44624, ATCC 51789, CIP 104592, CCUG 53896, JCM 12687, KCTC 19634",1,1,"Mycobacterium branderi",Mycobacterium,branderi,"10-14 days"
,,,,,,,,"4-5 days"
8521,"MF-614, W6743","DSM 44680, ATCC 49938, CCUG 47584, CIP 107830, JCM 15654",1,1,"Mycobacterium brisbanense",Mycobacterium,brisbanense,"2 days"
8446,"CR-270, 14 401 0001","DSM 44177, ATCC 51384, CIP 103465, CCUG 37586, JCM 12273, CECT 3022, KCTC 19711",1,1,"Mycobacterium brumae",Mycobacterium,brumae,"10-14 days"
8529,502329,"JCM 15298, DSM 44828, CCUG 47953, CIP 107998",1,1,"Mycobacterium canariasense",Mycobacterium,canariasense,"2-3 days"
8570,"RAMC, Friedman, 14 042 0003, 1544","DSM 43804, ATCC 35752, CCUG 47445, IMET 10609, JCM 6388, NCTC 946, TMC 1544, CIP 104535, KCTC 9505, NCIMB 1474",1,1,"Mycobacterium chelonae",Mycobacterium,chelonae,"4-5 days"
159823,MOTT36W,"KCTC 29127, JCM 32454",1,1,"Mycobacterium chelonae subsp. gwanakae",Mycobacterium,chelonae,"5-7 days"
140781,QIA-37,"KCTC 39630, JCM 30986",1,1,"Mycobacterium chelonae subsp. bovis",Mycobacterium,chelonae,"5 days"
8219,"2502, 14 116 0001","DSM 44633, ATCC 19627, CIP 105383, CCUG 39504, NCTC 10485, JCM 12403",1,1,"Mycobacterium chitae",Mycobacterium,chitae,"10-14 days"
8465,48013,"DSM 44219, ATCC 27278, JCM 6374, NCTC 10819, CCUG 37670, CIP 106810, JCM 16420, KCTC 19712",1,1,"Mycobacterium chubuense",Mycobacterium,chubuense,"10-14 days"
,,,,,,,,"2 days"
8422,1389/90,"DSM 44017, ATCC 49920, CIP 105510, CCUG 37513, JCM 13671, KCTC 19635",1,1,"Mycobacterium confluentis",Mycobacterium,confluentis,"10-14 days"
,,,,,,,,"2 days"
8530,LTA-388,"DSM 44829, ATCC BAA-878, CIP 108170, CCUG 55485, JCM 14739, KCTC 19713",1,1,"Mycobacterium cosmeticum",Mycobacterium,cosmeticum,"10-14 days"
,,,,,,,,"2 days"
8478,"Fi-13295, ID 3931","DSM 44339, CIP 106867, CCUG 46352, JCM 12405, ATCC BAA-565",1,1,"Mycobacterium doricum",Mycobacterium,doricum,"10 days"
8412,141180001,"DSM 44244, ATCC 43910, NCTC 358, CCUG 41352, CIP 104539, JCM 6396, KCTC 9507",1,1,"Mycobacterium duvalii",Mycobacterium,duvalii,"10-14 days"
,,,,,,,,"2-3 days"
140369,X82,"DSM 44358, CECT 8775",1,1,"Mycobacterium eburneum",Mycobacterium,eburneum,"7 days"
8481,"484, 484T","DSM 44368, JCM 12406, CIP 106831",1,1,"Mycobacterium elephantis",Mycobacterium,elephantis,"10-14 days"
8585,FI-95228,"DSM 45397, CCUG 58464, JCM 19116",1,1,"Mycobacterium europaeum",Mycobacterium,europaeum,"6 days"
8447,141390005,"CCUG 37584, DSM 44179, ATCC 35219, CIP 81.39, JCM 6405, KCTC 9508",1,1,"Mycobacterium fallax",Mycobacterium,fallax,"2 days"
8232,"GA 923 N168, M 262","DSM 43637, ATCC 35753, CCM 6181, NCTC 10955, CCUG 21047, JCM 15463, TMC 805",1,1,"Mycobacterium farcinogenes",Mycobacterium,farcinogenes,">5 days"
8466,"041 00 27","CIP 105423, DSM 44220, ATCC 35931, CCUG 58729, JCM 6368, KCTC 9509, NCH E11620",1,1,"Mycobacterium fortuitum subsp. acetamidolyticum",Mycobacterium,fortuitum,"10-14 days"
,,,,,,,,"2 days"
8499,FAn9,"DSM 44346, KCTC 19100, NRRL B-24126",1,1,"Mycobacterium frederiksbergense",Mycobacterium,frederiksbergense,"8-14 days"
8437,141280001,"DSM 44077, ATCC 27726, CCUG 37515, CIP 105388, NCTC 10942, HAMBI 2274, JCM 12688",1,1,"Mycobacterium gadium",Mycobacterium,gadium,">3 days"
158264,PB739,"DSM 104744, CIP 111318",1,1,"Mycobacterium grossiae",Mycobacterium,grossiae,"5 days"
8513,"1, 141420001","DSM 44634, ATCC 29548, CCUG 47452, CIP 105049, TMC 804, JCM 15465, NCTC 11185",1,1,"Mycobacterium haemophilum",Mycobacterium,haemophilum,"17 days"
8463,3849,"DSM 44199, CCUG 37519, CIP 105218, JCM 12690",1,1,"Mycobacterium hassiacum",Mycobacterium,hassiacum,"10-14 days"
8470,"Hi 11, 14 403 0001","CCUG 39184, JCM 13571, DSM 44241, ATCC 49874, CIP 104537, KCTC 19638",1,1,"Mycobacterium hiberniae",Mycobacterium,hiberniae,"10-14 days"
8454,"EMI 2","DSM 44183, CIP 104909T, CCUG 38151, CIP 104909, JCM 12141, LMG 19253",1,1,"Mycobacterium hodleri",Mycobacterium,hodleri,"4 days"
8488,1406,"DSM 44478, CCUG 46266, CIP 107726, ATCC BAA-771, JCM 12374, CIP 107786",1,1,"Mycobacterium holsaticum",Mycobacterium,holsaticum,"10-14 days"
,,,,,,,,">3 days"
166497,MK13,"CCUG 72126, DSM 107161",1,1,"Mycobacterium innocens",Mycobacterium,innocens,"14 days"
8559,FI-06250,"DSM 45132, CIP 109609, CCUG 55636, JCM 16366",1,1,"Mycobacterium insubricum",Mycobacterium,insubricum,"10-14 days"
,,,,,,,,"2 days"
8528,FI-01069,"DSM 44623, CIP 107892, CCUG 50989, JCM 14737",1,1,"Mycobacterium intracellulare subsp. chimaera",Mycobacterium,intracellulare,"10-14 days"
8403,"3600, 140310001","DSM 43223, ATCC 13950, ATCC 15985, JCM 6384, NCTC 10682, CCUG 28005, NCTC 13025, TMC 1406, CIP 104243, SN 424, KCTC 9514",1,1,"Mycobacterium intracellulare",Mycobacterium,intracellulare,"6 days"
8347,M05,"DSM 45541, CCUG 62053, JCM 17461",1,1,"Mycobacterium iranicum",Mycobacterium,iranicum,"3 days"
8555,,"DSM 45093, CCUG 51961, GTC 2729, JCM 13453, CST 7247",1,1,"Mycobacterium kumamotonense",Mycobacterium,kumamotonense,"7-10 days"
158311,,"CECT 9646, DSM 107316, NCTC 11659",1,1,"Mycobacterium kyogaense",Mycobacterium,kyogaense,"5 days"
8580,,"DSM 45166, JCM 15038, KUM 060204",1,1,"Mycobacterium kyorinense",Mycobacterium,kyorinense,"10-14 days"
8339,40,"DSM 43219, CECT 8763, SN 1900",1,1,"Mycobacterium lehmannii",Mycobacterium,lehmannii,"5 days"
8346,FI-07034,"DSM 45394, CCUG 58460, JCM 32217",1,1,"Mycobacterium longobardum",Mycobacterium,longobardum,"3-5 days"
132613,"071, ParisRGMnew_1, 2008-71","DSM 46713, CIP 110656",1,1,"Mycobacterium lutetiense",Mycobacterium,lutetiense,"3 days"
8486,938,"DSM 44476, ATCC 700351, CIP 104973, CCUG 37984, JCM 12375",1,1,"Mycobacterium mageritense",Mycobacterium,mageritense,"10-14 days"
8428,"Mo 816, Mo 816 (TMC 802)","DSM 44163, ATCC 29571, TMC 802, CCUG 37761, JCM 13391, CIP 105775, NCTC 11298",1,1,"Mycobacterium malmoense",Mycobacterium,malmoense,"21-28 days"
8273,140120001,"DSM 44344, ATCC 927, NCIMB 1297, NCMB 1303, NCTC 2275, TMC 1218, JCM 17638, CCUG 20998, CCUG 27843, CECT 3024, CECT 7091, CIP 104528, IFM 10630, JCM 12275, NCMB 1476, DSM 43225",1,1,"Mycobacterium marinum",Mycobacterium,marinum,"10-14 days"
8483,"B9-21-178, T 15752","DSM 44395, CIP 109237, JCM 15658",1,1,"Mycobacterium monacense",Mycobacterium,monacense,"10-14 days"
132614,"196, ParisRGMnew_2","DSM 46714, CIP 110655",1,1,"Mycobacterium montmartrense",Mycobacterium,montmartrense,"3 days"
8467,"14 147 0001, 48504","DSM 44221, ATCC 43059, JCM 6375, CCUG 37671, CIP 105393, KCTC 9516, VKM Ac-1183, NCH E11715",1,1,"Mycobacterium moriokaense",Mycobacterium,moriokaense,"10-14 days"
,,,,,,,,"2 days"
8479,"220-96, MA 112/96","CCUG 39728, JCM 13392, DSM 44340, HAMBI 2320, CIP 105980, VTT E-062961",1,1,"Mycobacterium murale",Mycobacterium,murale,"10-14 days"
,,,,,,,,"2-4 days"
8435,"3503, 14 125 0001","DSM 44074, ATCC 25795, JCM 6365, NCTC 10818, CCUG 37665, CIP 105387, LMG 19258, KCTC 19096, BCRC 17230, HAMBI 2273",1,1,"Mycobacterium neoaurum",Mycobacterium,neoaurum,"10-14 days"
8246,2409,"DSM 43532, CECT 8766, SN 1904",1,1,"Mycobacterium neumannii",Mycobacterium,neumannii,"5 days"
8520,"MF-465, W6705","CCUG 47582, CIP 107827, CIP 105354, DSM 44679, ATCC 49404, CDC 87-1098, JCM 15659",1,1,"Mycobacterium neworleansense",Mycobacterium,neworleansense,"10-14 days"
,,,,,,,,"2 days"
8444,,"DSM 44164, ATCC 19530, ATCC 23067, JCM 6364, NCTC 10424, TMC 1481, CCUG 28009, CIP 106811",1,1,"Mycobacterium nonchromogenicum",Mycobacterium,nonchromogenicum,"10-14 days"
8476,73,"DSM 44203, CCUG 39183, CIP 105546, JCM 18114",1,1,"Mycobacterium novocastrense",Mycobacterium,novocastrense,"10-14 days"
8433,"4388, 47001","CCUG 37669, CIP 106803, KCTC 19097, DSM 44075, ATCC 27023, JCM 6372, NCTC 10778, HAMBI 2272",1,1,"Mycobacterium obuense",Mycobacterium,obuense,"10-14 days"
,,,,,,,,"3 days"
133186,JC290,"KCTC 39560, LMG 28809",1,1,"Mycobacterium oryzae",Mycobacterium,oryzae,"3-5 days"
130465,"1392, IEC26","DSM 46749, CCUG 66121, JCM 32218",1,1,"Mycobacterium paraense",Mycobacterium,paraense,"5-7 days"
140637,MOTT64,"KCTC 29084, JCM 30622",1,1,"Mycobacterium intracellulare",Mycobacterium,intracellulare,">7 days"
8493,"Fi-14400, MUP-1182, F1-3198","DSM 44553, CIP 107385, MUP 1182, CCUG 50998, JCM 14742",1,1,"Mycobacterium parmense",Mycobacterium,parmense,"10-14 days"
8285,"Timoteo, 14 130 0001","DSM 43239, ATCC 11758, ATCC 19249, NCTC 8151, CCUG 21000, TMC 1548, JCM 5865, BCRC 10707, CECT 3009, CIP 105389, JCM 6385, KCTC 9087, NRIC 1711, NRRL B-14615, PCM 654, RIMD 1326001, VKM Ac-1291",1,1,"Mycobacterium phlei",Mycobacterium,phlei,"2 days"
8548,N4,"DSM 45104, CCUG 50185, CIP 108542, JCM 15301",1,1,"Mycobacterium phocaicum",Mycobacterium,phocaicum,"2 days"
8471,E10241-1,"DSM 44242, ATCC 33776, JCM 6378, CCUG 37674, CIP 105392, KCTC 9517",1,1,"Mycobacterium porcinum",Mycobacterium,porcinum,"10-14 days"
,,,,,,,,"2 days"
8505,"14149 0001, MC 47A, 14 149 0001","DSM 44585, ATCC 35087, CIP 105394, NCIB 12538, JCM 12603, NCIMB 12538",1,1,"Mycobacterium poriferae",Mycobacterium,poriferae,"10-14 days"
166498,MK142,"CCUG 72128, DSM 107152",1,1,"Mycobacterium pseudokansasii",Mycobacterium,pseudokansasii,"14 days"
8522,,"DSM 44697, CIP 108547, LMG 21953, WA 101, JCM 13323",1,1,"Mycobacterium psychrotolerans",Mycobacterium,psychrotolerans,"10-14 days"
8468,33505,"CCUG 37668, CIP 106804, KCTC 9518, DSM 44222, ATCC 35154, CIP 1480001, JCM 6370, NCH 33505",1,1,"Mycobacterium pulveris",Mycobacterium,pulveris,"10-14 days"
,,,,,,,,"3 days"
8469,2002,"DSM 44223, ATCC 27024, JCM 6363, NCTC 10779, CCUG 37664, CIP 106806",1,1,"Mycobacterium rhodesiae",Mycobacterium,rhodesiae,"10-14 days"
8579,NLA000201958,"DSM 45176, CIP 109808, CCUG 58462",1,1,"Mycobacterium riyadhense",Mycobacterium,riyadhense,"10-14 days"
,,,,,,,,"3-5 days"
156903,,"CCUG 66554, LMG 28586, JCM 32436, INCQS 0733",1,1,"Mycobacterium saopaulense",Mycobacterium,saopaulense,"2 days"
133184,DL734,"JCM 30395, NCCB 100519",1,1,"Mycobacterium sarraceniae",Mycobacterium,sarraceniae,"5-7 days"
,,,,,,,,"7-10 days"
8509,,"DSM 44616, ATCC BAA-544, CIP 108114, NRCM 00-250, JCM 13016, KCTC 9978",1,1,"Mycobacterium saskatchewanense",Mycobacterium,saskatchewanense,"10-14 days"
8482,"Australia 9330, W4964","DSM 44393, ATCC 700731, CCUG 43574, JCM 14743, CIP 106642",1,1,"Mycobacterium septicum",Mycobacterium,septicum,"10-14 days"
,,,,,,,,"4 days"
8553,"ABO-M06, MBS-1, AB0-M06","DSM 45070, CIP 109395, CCUG 55975, CIP 139395, JCM 15660",1,1,"Mycobacterium setense",Mycobacterium,setense,"10-14 days"
,,,,,,,,"3 days"
24231,UN-152,"DSM 46748, JCM 32072",1,1,"Mycobacterium shigaense",Mycobacterium,shigaense,"7-14 days"
8442,E4796,"CCUG 37517, JCM 12376, DSM 44152, ATCC 27962",1,1,"Mycobacterium shimoidei",Mycobacterium,shimoidei,"10 days"
8587,,"DSM 45663, CCUG 53584, JCM 14233, GTC 2738",1,1,"Mycobacterium shinjukuense",Mycobacterium,shinjukuense,"7-10 days"
8429,"14 102 0001, N29, 3015","DSM 44165, ATCC 25275, TMC 1226, JCM 12377, CCUG 29114, CCUG 42427, CIP 104531",1,1,"Mycobacterium simiae",Mycobacterium,simiae,"10-14 days"
8373,"25932, 14 024 0001","DSM 44166, ATCC 35799, JCM 6383, NCTC 10831, PCM 1876, TMC 1328, CCUG 37675, CIP 104532, KCTC 9520",1,1,"Mycobacterium szulgai",Mycobacterium,szulgai,"10-14 days"
,,,,,,,,"7 days"
8351,"F 628, W45, W-45, 14 032 0001","DSM 43227, ATCC 15755, CCUG 42429, CIP 104321, ATCC 15981, NCTC 10856, LMG 10394, SN 2700, JCM 12143, CCUG 27847, CECT 3028, CGMCC 1.3346, KCTC 9614, TMC 1450",1,1,"Mycobacterium terrae",Mycobacterium,terrae,"3-5 days"
8425,"14 131 0001, 316","DSM 44167, ATCC 19527, JCM 6392, NCTC 10409, JCM 6362, CCUG 28008, CCUG 41353, CIP 105390",1,1,"Mycobacterium thermoresistibile",Mycobacterium,thermoresistibile,"10-14 days"
8514,47503,"DSM 44635, ATCC 27282, CIP 106807, JCM 6373, NCTC 10821, CCUG 42430",1,1,"Mycobacterium tokaiense",Mycobacterium,tokaiense,"10-14 days"
8511,,"CCUG 58693, DSMZ 44626, ATCC 70071, CDC 90-1019, CIP 106108, DSM 44626, ATCC 700071, JCM 14744",1,1,"Mycobacterium triplex",Mycobacterium,triplex,"10-14 days"
8581,"NLA 000700772, NLA000700772","DSM 45247, CIP 109859, CCUG 58459, JCM 18115",1,1,"Mycobacterium vulneris",Mycobacterium,vulneris,"3-5 days"
136730,"TBC 8878, M0739, Mo739","DSM 44493, ATCC 700010, CIP 106348, CCUG 48179, CCUG 47168, JCM 13393",1,1,"Mycobacterium wolinskyi",Mycobacterium,wolinskyi,"2-3 days"
159627,I10A-01893,"DSM 45590, CECT 8783, KCTC 19843",1,1,"Mycolicibacterium stellerae",Mycolicibacterium,stellerae,"5 days"
8621,VIS,"DSM 22020, ATCC 51347, CIP 105678, NCTC 11732",1,1,"Mycoplasma cottewii",Mycoplasma,cottewii,"1-2 days"
24239,"DL 321/93, G5847","DSM 26019, NCTC 13622",1,1,"Mycoplasma feriruminatoris",Mycoplasma,feriruminatoris,"1-2 days"
159549,LR5794,"DSM 106703, NCTC 14309, ATCC TSD-141",1,1,"Mycoplasma procyoni",Mycoplasma,procyoni,"5-7 days"
8619,,"DSM 21430, ATCC 25204, CIP 104970, NCTC 10124, WVU 1853",1,1,"Mycoplasmopsis synoviae",Mycoplasmopsis,synoviae,"3-7 days"
8604,"X95, PG 31","DSM 19817, ATCC 19610, CIP 104967, IFO 14855, NCTC 10115",1,1,"Mycoplasmoides gallisepticum",Mycoplasmoides,gallisepticum,"2-3 days"
8605,G37,"DSM 19775, ATCC 33530",1,1,"Mycoplasmoides genitalium",Mycoplasmoides,genitalium,"1-2 days"
8615,FH,"DSM 23978, ATCC 15531, Eaton Agent, NCTC 10119, CIP 103766, NBRC 14401",1,1,"Mycoplasmoides pneumoniae",Mycoplasmoides,pneumoniae,"2-3 days"
8596,"5M 331, 5M331, PG 43, PG43","DSM 21657, ATCC 19884, ATCC 27748, CIP 71.24, IFO 14857, NBRC 14857, NCTC 10118",1,1,"Mycoplasmopsis bovirhinis",Mycoplasmopsis,bovirhinis,"1-2 days"
8597,"Donetta, PG 45","DSM 22781, ATCC 25523, NCTC 10131",1,1,"Mycoplasmopsis bovis",Mycoplasmopsis,bovis,"2-3 days"
8599,ST-6,"DSM 21477, AMRC-C 1077, ATCC 33461, NCTC 10189",1,1,"Mycoplasmopsis californica",Mycoplasmopsis,californica,"1-2 days"
140231,"ST 57","DSM 25251, ATCC BAA-2401",1,1,"Mycoplasmopsis ciconiae",Mycoplasmopsis,ciconiae,"1 day"
8617,"Ash, L3, PG34","DSM 22144, ATCC 19612, CIP 75.26, IFO (now NBRC) 14896, NCTC 10139",1,1,"Mycoplasmopsis pulmonis",Mycoplasmopsis,pulmonis,"1-2 days"
166277,S14-144,"CCTCC AB 2015345, KCTC 39796",1,1,"Nakamurella antarctica",Nakamurella,antarctica,"5 days"
140952,63MJ-1,"KACC 18662, NBRC 111844",1,1,"Nakamurella intestinalis",Nakamurella,intestinalis,"3 days"
10174,DLS-10,"DSM 19367, JCM 16024, KCTC 19285, DLS 10, NBRC 106258",1,1,"Nakamurella lactea",Nakamurella,lactea,"10-14 days"
10173,Y-104,"DSM 44233, ATCC 700099, CIP 104796, JCM 9543, CCM 4621, FERM P-14709, NBRC 105858",1,1,"Nakamurella multipartita",Nakamurella,multipartita,"10-14 days"
133020,S20-107,"DSM 102309, LMG 29427",1,1,"Nakamurella silvestris",Nakamurella,silvestris,"4 days"
133765,DPG-25,"KCTC 23702, CCUG 61485, KCTC 23702T",1,1,"Namhaeicola litoreus",Namhaeicola,litoreus,"2 days"
132586,"JW/NM-HA 15","DSM 23470",1,1,"Natrarchaeobaculum aegyptiacum",Natrarchaeobaculum,aegyptiacum,"2-3 days"
5895,MDB25,"DSM 25055, CECT 8172, JCM 17869",1,1,"Natrinema salaciae",Natrinema,salaciae,"3-7 days"
24083,B23,"DSM 24767, CECT 8068, JCM 17655",1,1,"Natronobacterium texcoconense",Natronobacterium,texcoconense,">14 days"
24068,CG-1,"DSM 25473, CECT 7984, IBRC-M 10656, JCM 17958",1,1,"Natronococcus roseus",Natronococcus,roseus,"3-7 days"
24071,B4,"DSM 25211, CECT 8067, JCM 17497",1,1,"Natronorubrum texcoconense",Natronorubrum,texcoconense,"3-7 days"
167838,G-116,"KCTC 62956, VKM B-3134",1,1,"Natronospirillum operosum",Natronospirillum,operosum,"3 days"
140343,AFT2,"DSM 103164, CCTCC AB 2015428, JCM 33579",1,1,"Naumannella cuiyingiana",Naumannella,cuiyingiana,"3 days"
11758,P709,"DSM 26409, CCM 7802, CCUG 28028, CIP 110147, Michel A/76",1,1,"Necropsobacter rosorum",Necropsobacter,rosorum,"1-2 days"
17206,,"DSM 21255, CCUG 56017, CIP 109806, ADV 07/08/06-B-1388, AIP 149.07",1,1,"Negativicoccus succinicivorans",Negativicoccus,succinicivorans,"2 days"
157128,,"CCUG 69613, CECT 9178",1,1,"Neisseria abscessus",Neisseria,abscessus,"1 day"
140279,KH1503,"DSM 103136, ATCC TSD-57",1,1,"Neisseria arctica",Neisseria,arctica,"2 days"
10466,194,"DSM 4630, ATCC 14685, NCTC 10294, CIP 73.16, CCUG 2156, LMG 8380",1,1,"Neisseria cinerea",Neisseria,cinerea,"1-2 days"
158278,93087,"DSM 104677, LMG 30012",1,1,"Neisseria dumasiana",Neisseria,dumasiana,"2 days"
10479,B1019,"CCUG 30802, NCTC 12736, DSM 17632, ATCC 49377, CDC B1019, CIP 103511",1,1,"Neisseria elongata subsp. nitroreducens",Neisseria,elongata,"1-2 days"
144439,,"CCUG 24961",1,1,"Neisseria flava",Neisseria,flava,"1 day"
10470,"B5025, B 5025","CCUG 26876, CIP 79.18, DSM 9188, ATCC 19424, NCTC 8375, JCM 33543",1,1,"Neisseria gonorrhoeae",Neisseria,gonorrhoeae,"1-2 days"
10467,,"DSM 4691, ATCC 23970, NCTC 10617, CCUG 5853, CIP 72.17, CCM 4401, NCDC A7515",1,1,"Neisseria lactamica",Neisseria,lactamica,"1-2 days"
10473,"21, M 1027","DSM 10036, ATCC 13077, NCTC 10025, CCUG 3269, CIP 73.10, JCM 33544",1,1,"Neisseria meningitidis",Neisseria,meningitidis,"2-3 days"
10469,"N 16 1959","DSM 17611, ATCC 19696, CIP 59.51, NCTC 12978, CCUG 26877, JCM 12992",1,1,"Neisseria mucosa",Neisseria,mucosa,"1-2 days"
132625,AP2031,"DSM 101846, CCUG 68283, LMG 29261",1,1,"Neisseria musculi",Neisseria,musculi,"2 days"
23151,6332,"DSM 25276, LMG 26725",1,1,"Neisseria oralis",Neisseria,oralis,"1-2 days"
10496,"871, WC 08-871","CCUG 59856, DSM 22246, CIP 109933",1,1,"Neisseria shayeganii",Neisseria,shayeganii,"1-2 days"
10483,"Berger 6b, 30.016, Q19","DSM 17713, ATCC 29256, ATCC 49276, CCUG 23929, CCUG 24959, LMG 5290, NRL 30016, LMG 5312, NRL 30,016, CIP 103345",1,1,"Neisseria sicca",Neisseria,sicca,"2-3 days"
10478,37,"DSM 17610, ATCC 49275, CCUG 23930, CIP 103343, LMG 5313, NRL 30017, LMG 5921, CCM 4407",1,1,"Neisseria subflava",Neisseria,subflava,"1-2 days"
10498,"9715, WC 05-9715","CCUG 59855, DSM 22247, CIP 109934",1,1,"Neisseria wadsworthii",Neisseria,wadsworthii,"1-2 days"
166180,10022,"DSM 103441, CGMCC 1.15732",1,1,"Neisseria weixii",Neisseria,weixii,"2 days"
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,1,"Neobacillus cucumis",Neobacillus,cucumis,"2 days"
1251,B1801T,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,1,"Neobacillus fumarioli",Neobacillus,fumarioli,"2-3 days"
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,1,"Neobacillus piezotolerans",Neobacillus,piezotolerans,"1 day"
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,1,"Neobacillus vireti",Neobacillus,vireti,"3 days"
166100,24NR,"ACCC 61588, JCM 33731",1,1,"Neorhizobium lilium",Neorhizobium,lilium,"2 days"
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,1,"Neorhizobium vignae",Neorhizobium,vignae,"3-7 days"
158806,,"CCTCC AB 2015430, KCTC 42985, NBRC 111872, MCCC 1K03518, CY 02",1,1,"Neptunicoccus sediminis",Neptunicoccus,sediminis,"3 days"
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,1,"Nereida ignava",Nereida,ignava,"2 days"
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,1,"Nesterenkonia alba",Nesterenkonia,alba,"10-14 days"
132446,CK5,"DSM 27373, JCM 19723, CIP 110620",1,1,"Nesterenkonia aurantiaca",Nesterenkonia,aurantiaca,"2 days"
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,1,"Nesterenkonia cremea",Nesterenkonia,cremea,"3 days"
159880,,"CCTCC AB 2017176, NBRC 112398, EGI 60016",1,1,"Nesterenkonia endophytica",Nesterenkonia,endophytica,"2 days"
7770,,"DSM 19422, CCTCC AB 207010, JCM 14814, CCUG 58060, CAAS 251, NBRC 107628",1,1,"Nesterenkonia flava",Nesterenkonia,flava,"10-14 days"
7762,28-3,"DSM 20541, ATCC 21727, CCM 2591, CCUG 38889, JCM 11483, BCRC 11656, CECT 5018, CGMCC 1.2323, CIP 81.68, IAM 13001, IFO 15353, IMET 11383, IMSNU 21325, KCTC 3518, LMG 14214, LMG 21452, MTCC 701, NBRC 15353, NCIMB 2204, VKM Ac-2256, VKM B-1317, VKM B-1421",1,1,"Nesterenkonia halobia",Nesterenkonia,halobia,"10-14 days"
7763,EL-30T,"CCUG 47141, JCM 11953, DSM 12544, CIP 107030, IFAM EL-30",1,1,"Nesterenkonia lacusekhoensis",Nesterenkonia,lacusekhoensis,"1 day"
,,,,,,,,"10-14 days"
164194,M8,"JCM 32100, CGMCC 1.16706, MCC 3367",1,1,"Nesterenkonia natronophila",Nesterenkonia,natronophila,"3 days"
140783,BV-35,"NCAIM B 02606, DSM 29786",1,1,"Nesterenkonia pannonica",Nesterenkonia,pannonica,"1-2 days"
24717,F2-63,"DSM 28011, CECT 7897, LMG 26345",1,1,"Nevskia aquatilis",Nevskia,aquatilis,"3-7 days"
23436,G6M-30,"DSM 24987, CECT 7975",1,1,"Nevskia persephonica",Nevskia,persephonica,"3-7 days"
