ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Kind of utilization tested,Utilization activity,Metabolite (utilization)
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
4150,AL1,"DSM 16109, NCIMB 13491",1,1,Oleidesulfovibrio alaskensis,fermentation,+,butanol
,,,,,,fermentation,+,ethanol
3059,D76D-27C,"DSM 7084, ATCC 49627, CIP 109912, CCUG 31166, JCM 12494, VPI D76D-27C, LMG 11480, NCFB 2895, NCIMB 702895",1,1,Olsenella uli,fermentation,+,D-mannose
24796,C7,"DSM 27928, JCM 18050, KACC 16544",1,1,Orbus sasakiae,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,melibiose
24115,"ACB1, HM-481","DSM 24637, ATCC BAA-2638, KCTC 15512",1,1,Oribacterium parvum,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
6312,HB09001,"DSM 23364, CGMCC 1.10341, JCM 17738",1,1,Ornithinibacter aureus,fermentation,+,D-glucose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
6273,2115-028,"DSM 12335, ATCC BAA-9, IFO 16434, NBRC 16434, CCUG 43142, HKI 0125, JCM 11538, CIP 106364, IAM 14900, NCIMB 13613",1,1,Ornithinicoccus hortensis,fermentation,+,sucrose
6275,2115-015,"DSM 12362, CIP 106634, HKI 0124, JCM 11540, KCTC 19900, KCTC 19901, NBRC 106159, NCIMB 13784",1,1,Ornithinimicrobium humiphilum,fermentation,+,sucrose
7519,579,"DSM 20116, ATCC 13344, CCM 1649, NCIB 8912, JCM 1330, BCRC 12110, CCUG 23839, CCUG 23885, CDA 579, CGMCC 1.1892, CIP 102364, HAMBI 1850, IAM 12340, IFO 12136, IMSNU 21002, KCCM 41109, KCTC 3378, LMG 3815, NBIMCC 2010, NBRC 12136, NCCB 72018, NCIMB 8912, NRIC 0150, NRRL B-2879, VKM Ac-1105",1,1,Paenarthrobacter aurescens,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7523,,"DSM 20115, ATCC 11442, CCUG 23888, NCIB 9541, LMG 3822, JCM 2520, BCRC 12111, CGMCC 1.1924, CIP 106988, IAM 14585, IFO 15510, KCTC 3380, NBRC 15510, NCIMB 9541, NRIC 0152, VKM Ac-1978, CCRC 12111",1,1,Paenarthrobacter histidinolovorans,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7619,Cr-2,"DSM 20138, ATCC 14264, NCPPB 1228, CCUG 23889, LMG 3659, LMG 7254, CIP 107004, CCM 4967, JCM 12267, CECT 4207, CFBP 1380, HAMBI 1849, IAM 14586, ICMP 2607, IFO 15514, NBRC 15514, VKM Ac-1987, PDDCC 2607",1,1,Paenarthrobacter ilicis,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7576,,"DSM 420, ATCC 49919, JCM 3874, CGMCC 1.1933, CIP 106990, IAM 14587, IFO 15511, KCTC 9902, LMG 16253, NBRC 15511, NCAIM B.02133, NCAIM B.02288, VKM Ac-1988",1,1,Paenarthrobacter nicotinovorans,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7592,G2-1,"DSM 15232, CCM 4924, JCM 14115, CIP 108435, IAM 15314",1,1,Paenarthrobacter nitroguajacolicus,fermentation,+,sucrose
7571,"NC, Murein A11.17","DSM 20126, ATCC 7562, CCM 1644, CIP 67.3, NCIB 7811, JCM 1337, BCRC 10368, CGMCC 1.1897, IAM 1658, IFO 12140, KCCM 40801, KCTC 3387, LMG 3812, MTCC 3454, NBRC 12140, NCIMB 7811, NCTC 7811, NRIC 0157, VKM Ac-1121, VKM Ac-1132, CCUG 577",1,1,Paenarthrobacter ureafaciens,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
140618,L14,"CGMCC 1.15420, JCM 31170",1,1,Paenibacillus aceti,fermentation,+,glucose
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225, CIP 111608",1,1,Paenibacillus albidus,fermentation,+,glucose
11461,"IMAB B-3-4, 662, Lochhead 127","DSM 29, ATCC 6344, CCM 2051, IFO 3343, LMG 13253, NBRC 3343, NCIB 9371, NCTC 6352, CCUG 1815, ATCC 8240, NCTC 3324, NRS 662, JCM 20131, CECT 2, CIP 66.18, CN 2198, IAM 1258, LMG 6922, NCCB 48008, NCFB 1153, NCIMB 8198, NCIMB 9371, NRRL B-383, VKM B-502, NCDO 1153",1,1,Paenibacillus alvei,fermentation,+,D-ribose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
140850,Back-11,"KCTC 33723, CECT 8890",1,1,Paenibacillus baekrokdamisoli,fermentation,+,glucose
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,1,Paenibacillus bovis,fermentation,+,2-dehydro-D-gluconate
,,,,,,fermentation,+,arbutin
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,gluconate
,,,,,,fermentation,+,N-acetylglucosamine
140900,BK114-2,"KCTC 33251, TISTR 2282",1,1,Paenibacillus cathormii,fermentation,+,glucose
11467,1351,"DSM 5051, NRRL NRS-1351, CCUG 28527, JCM 9072, ATCC 51184, CCM 4538, CIP 103123, IFO 15376, KCTC 3568, LMG 18040, NBRC 15376, NCIMB 12518, NRRL: NRS-1351",1,1,Paenibacillus chondroitinus,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,1,Paenibacillus eucommiae,fermentation,+,glucose
11475,"888, NRS-888","DSM 24, ATCC 8244, CCM 2012, CIP 66.19, IAM 12467, LMG 13281, NCIB 9368, NCTC 6355, CCUG 7423, LMG 6324, IAM 1227, NRS 888, JCM 2500, BCRC 14680, CECT 19, IFO 15307, KCTC 1822, NBRC 15307, NCFB 1764, NCIMB 9368, NRRL B-172, NRRL B-394, NRRL B-4267, VKM B-506, VTT E-81138, NCDO 1764",1,1,Paenibacillus macerans,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
159376,MS2379,"DSM 107750, ATCC TSD-165",1,1,Paenibacillus ottowii,fermentation,+,glucose
11487,,"DSM 36, ATCC 842, BUCSAV 162, CCM 1459, JCM 2507, LMG 13294, NCIB 8158, NCTC 10343, CCUG 7426, BCRC 11168, CECT 155, CFBP 4258, CIP 66.22, HAMBI 1897, HAMBI 635, IAM 13419, IFO 15309, KCTC 3627, KCTC 3858, LMG 6319, NBRC 15309, NCFB 1774, NCIMB 8158, NRRL B-4317, VKM B-514, VTT E-97008, NCDO 1774",1,1,Paenibacillus polymyxa,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
133090,DB 13031,"DSM 28013, CGMCC 1.12770",1,1,Paenibacillus silvae,fermentation,+,glucose
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,1,Paenibacillus xerothermodurans,fermentation,+,glucose
7610,Lz1y,"DSM 15796, JCM 12166, CIP 108630",1,1,Paeniglutamicibacter gangotriensis,fermentation,+,sucrose
7597,AG31,"DSM 15454, CIP 108593, LMG 21914, JCM 13568, IAM 15315",1,1,Paeniglutamicibacter psychrophenolicus,fermentation,+,sucrose
7566,3-Aug,"DSM 20167, ATCC 19098, NCIB 10355, JCM 1338, CGMCC 1.1898, CIP 106986, IAM 1488, IFO 12678, IMSNU 20369, KCTC 3196, LMG 16694, MTCC 1528, NBRC 12678, NCDO 2403, NCIMB 10355, NRRL B-14730",1,1,Paeniglutamicibacter sulfureus,fermentation,+,D-mannitol
,,,,,,fermentation,+,sucrose
140824,KJ031,"KCTC 42852, CECT 8976",1,1,Paludibacterium purpuratum,fermentation,+,glucose
2061,ATSB16,"DSM 25325, KACC 12757, LMG 24779, CIP 110207",1,1,Pandoraea thiooxydans,fermentation,+,glucose
4992,"Graham Price, Brice","DSM 3493, ATCC 27155, CIP 57.51, NCTC 9381, WDCM 00170, CCUG 539, LMG 1286, JCM 1236, BCRC 14807, CDC 1461-67, CECT 850, CGMCC 1.2244, HUT 8112, IAM 12659, ICPB 3435, KCTC 2564, NBRC 102470, NCIMB 13953, VTT E-90413, CCTM 899, CCUG 1461-67, USCC 1520",1,1,Pantoea agglomerans,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,sucrose
4997,EB9,"DSM 17873, ATCC 33244, JCM 6986, LMG 2665, NCPPB 1846, CIP 105207, ICMP 1850, CFBP 3612, ENA 318",1,1,Pantoea ananatis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
5015,BD 873,"DSM 24232, LMG 5343",1,1,Pantoea brenneri,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
130309,Ca04,"DSM 28482, CIP 110718",1,1,Pantoea coffeiphila,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5002,4778,"DSM 3873, ATCC 29267, LMG 2655, LMG 2657, PDDCC 1591-66, CIP 105195, NCPPB 3004, CFPB 3613, PDDCC 1591, ICPB EC 155",1,1,Pantoea cypripedii,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
5006,1611,"DSM 30073, ATCC 14589, CCUG 25232, LMG 2603, CIP 103338",1,1,Pantoea dispersa,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
175223,596,"DSM 100785, CGMCC 1.15280",1,1,Pantoea endophytica,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
5014,BD 872,"DSM 24231, LMG 2781, LMG 5346",1,1,Pantoea eucrina,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
140032,BD 874,"DSM 24604, LMG 5345",1,1,Pantoea septica,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5001,"A14, ZO10, 3152, SS11","DSM 30176, ATCC 8199, CCUG 26359, LMG 2715, NCPPB 2295",1,1,Pantoea stewartii,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
5011,"BD 765, R-21566","DSM 23078, BCC 105, LMG 24199",1,1,Pantoea vagans,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
12502,NS31-3,"DSM 24967, JCM 17797",1,1,Parabacteroides chartae,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
12497,10159,"CIP 104284, DSM 20701, ATCC 8503, CCUG 4941, JCM 5825, NCTC 11152",1,1,Parabacteroides distasonis,fermentation,+,D-mannose
132203,157,"DSM 102983, CCUG 66681, JCM 18682",1,1,Parabacteroides faecis,fermentation,+,D-mannose
12500,,"DSM 19448, ATCC BAA-1180, CCUG 48944, JCM 13446, KCTC 15612, WAL 12034",1,1,Parabacteroides goldsteinii,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
12501,MS-1,"DSM 23371, CCUG 57478, JCM 15724, KCTC 15149",1,1,Parabacteroides gordonii,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
12498,M-165,"DSM 18315, CIP 109537, JCM 13406, CCUG 54943",1,1,Parabacteroides johnsonii,fermentation,+,D-mannose
12499,T4-1,"DSM 19495, ATCC 43184, CCUG 38734, CIP 104202, JCM 9497, VPI T4-1, NCTC 13052",1,1,Parabacteroides merdae,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
157155,,CCUG 69835,1,1,Parabacteroides phocaeensis,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
158708,BN5,"KACC 19419, JCM 32303",1,1,Paraburkholderia aromaticivorans,fermentation,+,glucose
158824,HM451,"GDMCC 1.1190, LMG 30092",1,1,Paraburkholderia caseinilytica,fermentation,+,glucose
166291,7MH5,"GDMCC 1.1450, KACC 19962",1,1,Paraburkholderia pallida,fermentation,+,glucose
164192,,"JCM 32098, KCTC 52951, DCY 113",1,1,Paraburkholderia panacisoli,fermentation,+,glucose
166290,4 M-K11,"GDMCC 1.1284, CGMCC 1.15450, KACC 19961, LMG 29217",1,1,Paraburkholderia silviterrae,fermentation,+,glucose
166259,24,"CCTCC AB 2018057, KACC 19692",1,1,Paracandidimonas caeni,fermentation,+,glucose
140628,SCU-M53,"KCTC 42932, CGMCC 1.15419",1,1,Paracoccus acridae,fermentation,+,D-glucose
140969,"11410, 011410","CFCC 14285, KCTC 42845",1,1,Paracoccus aerius,fermentation,+,D-glucose
159773,WN007,"KCTC 52851, ACCC 19972",1,1,Paracoccus salipaludis,fermentation,+,glucose
166454,DSL-16,"KCTC 62644, MCCC 1K03534",1,1,Paracoccus sediminilitoris,fermentation,+,D-glucose
158753,LP91,"KCTC 42938, CCM 8696, MCC 3128, DSM 101680",1,1,Paracoccus sordidisoli,fermentation,+,adipate
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,malate
,,,,,,fermentation,+,N-acetylglucosamine
,,,,,,fermentation,+,sodium citrate
167356,HSLHS9,"MCCC 1A06717, KCTC 52307",1,1,Parahaliea maris,fermentation,+,amygdalin
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,inositol
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,rhamnose
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
1385,YIM-C158,"DSM 17857, CGMCC 1.6333",1,1,Paraliobacillus quinghaiensis,fermentation,+,glucose
140458,126C4,"KCTC 33762, MCCC 1H00136",1,1,Paraliobacillus sediminis,fermentation,+,glucose
132159,P-4,"DSM 102942, CGMCC 1.12195, NBRC 109113",1,1,Parapedobacter pyrenivorans,fermentation,+,D-glucose
166116,FJ4-8,"KCTC 62640, CCTCC AB 2018052",1,1,Pararcticibacter amylolyticus,fermentation,+,D-glucose
131523,AA-424-CC-1,"DSM 28627, KCTC 52216",1,1,Rodentibacter caecimuris,fermentation,+,D-glucose
11735,"SDH 953/60, 953/60","DSM 22969, ATCC 43325, CCUG 12397, CIP 103293, NCTC 11617",1,1,Pasteurella dagmatis,fermentation,+,D-glucose
11729,W-9217,"DSM 16031, ATCC 43137, NCTC 10322, CIP 103286, CCUG 17976, LMG 2851",1,1,Pasteurella multocida subsp. multocida,fermentation,+,glucose
11745,"95A1, 95AI","DSM 24204, NCIMB 13593, NCTC 13204, CIP 107586",1,1,Pasteurella skyensis,fermentation,+,glucose
,,,,,,fermentation,+,lactose
17147,TY,"DSM 24661, JCM 17499",1,1,Pectinatus brassicae,fermentation,+,D-mannose
17141,V1,"DSM 6306, ATCC 33332, CCM 6217, VTT E-79100, CCUG 43283",1,1,Pectinatus frisingensis,fermentation,+,D-mannose
17146,,"DSM 16980, VTT E-88329",1,1,Pectinatus haikarae,fermentation,+,D-mannose
5018,"G/39, G39","DSM 18077, ATCC 33260, CFBP 1526, CIP 105192, NCPPB 549, LMG 2386, ICPB EA 155",1,1,Pectobacterium atrosepticum,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
5026,UCPB 193,"DSM 18076, CFBP 2122, NCPPB 2795, CIP 105193, LMG 2464, ICMP 4226, CFPB 2122",1,1,Pectobacterium betavasculorum,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5027,Alcorn 1-12,"DSM 21821, ATCC 49481, CFBP 3628, CIP 105191, ICMP 11136, LMG 17936, NCPPB 3849, NCPPB 439",1,1,Pectobacterium cacticida,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
5022,"BS 1008, 904, type 32011","DSM 30168, ATCC 15713, CCM 1008, NCPPB 312, CCUG 4907, ICMP 5702, CIP 82.83, LMG 2404",1,1,Pectobacterium carotovorum,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
158290,NIBIO1006,"DSM 105255, NCPPB 4611",1,1,Pectobacterium polare,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
5025,"SR91, SR 91","DSM 18074, ATCC 43316, CIP 105194, CFBP 3304, ICMP 9121, LMG 8404, NCPPB 3701, PDDCC 9121",1,1,Pectobacterium wasabiae,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
140255,22,"DSM 100774, CGMCC 1.15287",1,1,Pedobacter zeae,fermentation,+,glucose
6306,MSL-03,"DSM 19264, KCTC 19266, JCM 16023, MSL 03",1,1,Pedococcus bigeumensis,fermentation,+,sucrose
133247,YS-25,"KCTC 52203, CCTCC AB 2016051",1,1,Pelobium manganitolerans,fermentation,+,glucose
141042,ANA,"NBRC 112621, DSM 105015",1,1,Petrothermobacter organivorans,fermentation,+,fumarate
,,,,,,fermentation,+,malate
,,,,,,fermentation,+,peptone
,,,,,,fermentation,+,pyruvate
,,,,,,fermentation,+,succinate
,,,,,,fermentation,+,yeast extract
13731,T5,"DSM 16374, CIP 109289, LMG 22475",1,1,Phaeobacter inhibens,fermentation,+,D-glucose
1614,BL2,"DSM 18169, JCM 13652, CCUG 54636",1,1,Phocaeicola barnesiae,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1622,CB 42,"CCUG 55424, DSM 18228, JCM 13818",1,1,Phocaeicola coprophilus,fermentation,+,raffinose
1611,"B84634, 84634","DSM 17679, CCUG 48901, CIP 107942, JCM 13223",1,1,Phocaeicola massiliensis,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1625,WK042,"DSM 21004, JCM 15092",1,1,Phocaeicola paurosaccharolyticus,fermentation,+,D-mannose
1601,LRA 049 07 85,"DSM 1447, ATCC 8482, CCUG 4940, JCM 5826, BCRC 12903, CIP 103714, IAM 14520, IFO 14291, LMG 7956, NBRC 14291, NCTC 11154",1,1,Phocaeicola vulgatus,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
140486,P03D4,"KCTC 52365, MCCC 1K03200, CGMCC 1.15764, JCM 31445",1,1,Photobacterium alginatilyticum,fermentation,+,amygdalin
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,sucrose
17227,68,"DSM 19184, ATCC 25915, CCUG 16300, CIP 75.10, LMG 8455, NCIMB 1895, KCTC 12322",1,1,Photobacterium angustum,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,sucrose
17240,M46,"DSM 25995, CECT 7614, KCTC 23057",1,1,Photobacterium aphoticum,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
131276,AE6,"DSM 100848, CGMCC 1.12159, JCM 18480",1,1,Photobacterium aquae,fermentation,+,D-glucose
158277,TMW2.2021,"DSM 105454, CECT 9394",1,1,Photobacterium carnosum,fermentation,+,D-glucose
164329,,"JCM 32689, KCTC 62619, MCCC 1K03517, BEI 247",1,1,Photobacterium chitinilyticum,fermentation,+,amygdalin
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,sucrose
17223,,"DSM 7482, ATCC 33539, CCUG 13626, KCTC 12323, LMG 7892, CDC 2588-80, CIP 102761, NCIMB 2184",1,1,Photobacterium damselae,fermentation,+,glucose
17229,K-1,"DSM 22834, ATCC 51736, CIP 104404, KCTC 12268, LMG 21869, NCIMB 2058, CCUG 35502",1,1,Photobacterium damselae subsp. piscicida,fermentation,+,D-glucose
131557,S2753,"DSM 100496, LMG 28894",1,1,Photobacterium galatheae,fermentation,+,D-glucose
17224,PS1,"DSM 9896, ATCC 51760, CIP 104755, KCTC 12376",1,1,Photobacterium iliopiscarium,fermentation,+,D-glucose
130749,R-2567,"DSM 100339, CAIM 1817, LMG 25436, UFRJ R-789",1,1,Photobacterium jeanii,fermentation,+,D-glucose
17235,pjapo.1.1,"DSM 19954, ATCC BAA-1194, LMG 23890",1,1,Photobacterium kishitanii,fermentation,+,D-glucose
17228,L1,"CIP 665, DSM 21260, ATCC 25521, CAIM 327, CCUG 16229, CIP 66.5, LMG 4228, NCIMB 2193, WDCM 00113, CECT 4191",1,1,Photobacterium leiognathi,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
17221,,"DSM 15556, ATCC 11040, NCIMB 1282, JCM 21184, BCRC 13804, CECT 4192, CIP 102511, HAMBI 1726, IAM 14401, KCTC 12377, LMG 4233, NBRC 103031, CIP 75.9",1,1,Photobacterium phosphoreum,fermentation,+,D-glucose
140084,"BN05-26, W3","DSM 106738, LMG 19543, NCCB 100098",1,1,Photobacterium piscicola,fermentation,+,D-glucose
17230,"DSJ4, DSJ14","DSM 21095, CIP 106289, JCM 10084, KCTC 12378",1,1,Photobacterium profundum,fermentation,+,D-glucose
163887,,"JCM 30852, ACCC 19961, LAM 9072",1,1,Photobacterium salinisoli,fermentation,+,D-glucose
130750,,"DSM 100436, CAIM 1892, LMG 27910",1,1,Photobacterium sanctipauli,fermentation,+,D-glucose
158680,H01100410B,"CECT 9189, LMG 29991",1,1,Photobacterium toruni,fermentation,+,D-mannose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,glucose
5035,"FRG04, HG4","DSM 15138, CCM 7075, CIP 105564",1,1,Photorhabdus akhurstii,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
5038,"3265-86, 3265/86","DSM 15149, ATCC 43950, CCM 7074, CIP 106331",1,1,Photorhabdus asymbiotica subsp. asymbiotica,fermentation,+,glucose
5045,9802892,"DSM 17609, CCM 7293, CIP 108025, ACM 5210",1,1,Photorhabdus australis,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
158410,LJ24-63,"DSM 105690, CCOS 1159",1,1,Photorhabdus bodei,fermentation,+,D-glucose
5048,3107,"DSM 19724, NCAIM B 02271",1,1,Photorhabdus cinerea,fermentation,+,D-glucose
5036,"TT01, HT1","DSM 15139, CCM 7076, CIP 105565",1,1,Photorhabdus laumondii,fermentation,+,glucose
158409,BOJ-47,"DSM 105531, CCOS 1160",1,1,Photorhabdus laumondii subsp. clarkei,fermentation,+,D-glucose
5032,Hb,"DSM 3368, ATCC 29999, CCM 7077, CIP 106429, NCIMB 12670",1,1,Photorhabdus luminescens,fermentation,+,glucose
5034,"XlNach, X1Nach","DSM 14550, CCM 7078, CIP 105563",1,1,Photorhabdus temperata,fermentation,+,glucose
5044,39-8,"DSM 15199, CIP 108426, NCIMB 13952",1,1,Photorhabdus thracensis,fermentation,+,glucose
6298,Lp2,"DSM 14184, JCM 11141, CCUG 46560, CIP 107623, IAM 14965, NBRC 103079, KCTC 39572, NCIMB 14348",1,1,Phycicoccus elongatus,fermentation,+,sucrose
5245,LS 8,"DSM 17806, CGMCC 1.5339, LMG 23328",1,1,Phytobacter diazotrophicus,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
