ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,"Kind of pH","Testresult (pH)",pH
6083,Mw2a,"DSM 23439, CECT 7193, CIP 109711, JCM 18993, CCM 7396",1,1,"Kushneria avicenniae",Kushneria,growth,positive,05-09
159725,EAod7,"CECT 9075, LMG 29858",1,1,"Kushneria endophytica",Kushneria,growth,positive,5-8
132885,CG2.1,"DSM 14324, CECT 5902, CIP 109528, LMG 23625, JCM 19369",1,1,"Kushneria indalinina",Kushneria,growth,positive,5-9
140736,X49,"KACC 14623, JCM 16805",1,1,"Kushneria konosiri",Kushneria,growth,positive,4.5-8.5
159726,EAod3,"CECT 9073, LMG 29856",1,1,"Kushneria phyllosphaerae",Kushneria,growth,positive,5-8
6085,Z35,"DSM 23229, CCTCC AB 209027, NRRL B-59197",1,1,"Kushneria sinocarnis",Kushneria,growth,positive,4.5-8.5
158437,EA-1,"DSM 106492, CCOS 1194",1,1,"Kyrpidia spormannii",Kyrpidia,growth,positive,4.5-7
13517,RS-49,"DSM 45361, KCTC 19662, JCM 31489",1,1,"Labedaea rhizosphaerae",Labedaea,growth,positive,5.1-10.1
7497,KSW2-17,"DSM 21548, JCM 14008, KCTC 19176, NBRC 106262",1,1,"Labedella gwakjiensis",Labedella,growth,positive,5.1-10.1
133336,HQYD1,"MCCC 1K02304, KCTC 42583",1,1,"Saccharicrinis aurantiacus",Saccharicrinis,growth,positive,6.0-8.5
164461,,"JCM 33138, MCCC 1K03739, CG 51",1,1,"Labilibacter sediminis",Labilibacter,growth,positive,6-8.5
166111,SPP2,"NBRC 111151, CECT 9460",1,1,"Labilibaculum antarcticum",Labilibaculum,growth,positive,6.3-9.6
164274,A4,"JCM 32481, KCTC 15662",1,1,"Labilibaculum euxinus",Labilibaculum,growth,positive,6.5-9
17410,JLW10,"DSM 16812, ATCC BAA-1080, JCM 21796, IAM 15351",1,1,"Labrys methylaminiphila",Labrys,growth,positive,4-9.5
17412,G24103,"DSM 18384, NBRC 101365, NCIMB 14143, CIP 109578",1,1,"Labrys miyagiensis",Labrys,growth,positive,4.0-9.0
134210,Liujia-146,"BCRC 17578, LMG 23578",1,1,"Labrys neptuniae",Labrys,growth,positive,4.0-10.0
17413,,"DSM 18385, CIP 109597, MAFF 210191",1,1,"Labrys okinawensis",Labrys,growth,positive,4.0-9.0
17411,"F 11","DSM 17916, LMG 23412",1,1,"Labrys portucalensis",Labrys,growth,positive,04-08
17414,W1215-PCA-4,"DSM 19619, NRRL B-51088",1,1,"Labrys wisconsinensis",Labrys,growth,positive,7
16748,RHA1,"DSM 45263, CCTCC AA 208058",1,1,"Laceyella sediminis",Laceyella,growth,positive,5.0-9.0
132396,DLD10,"DSM 28816, JCM 30818",1,1,"Lachnotalea glycerini",Lachnotalea,growth,positive,4.5-8
133442,NJ-8,"CGMCC 1.7271, NBRC 104930",1,1,"Lacibacter cauensis",Lacibacter,growth,positive,5.5-8
134057,H32-4,"KCTC 32395, JCM 19172",1,1,"Lacibacter daechungensis",Lacibacter,growth,positive,05-08
168437,TTM-7,"KCTC 62870, LMG 30926, BCRC 81159",1,1,"Lacibacter luteus",Lacibacter,growth,positive,6-7.5
133331,SS2-56,"KCTC 52160, JCM 31372, BCRC 81229",1,1,"Lacibacter nakdongensis",Lacibacter,growth,positive,5.0-8.0
134071,LTC-2,"BCRC 80445, LMG 26999, KCTC 32017",1,1,"Lacibacterium aquatile",Lacibacterium,growth,positive,6.0-9.0
140675,,"KCTC 23619, CECT 7956, HME 7103",1,1,"Lacihabitans lacunae",Lacihabitans,growth,positive,7-8
141137,X13M-12,"CGMCC 1.12923, KCTC 42674",1,1,"Lacimicrobium alkaliphilum",Lacimicrobium,growth,positive,6.0-11.0
133188,"7Alg 4","KCTC 23036, KMM 6381",1,1,"Lacinutrix cladophorae",Lacinutrix,growth,positive,5.5-9.5
140924,"Lxc1, Lxc1T","MCCC 1A01567, KCTC 42808",1,1,"Lacinutrix gracilariae",Lacinutrix,growth,positive,6-9
133839,E4-9a,"CIP 110310, KCTC 23612",1,1,"Lacinutrix himadriensis",Lacinutrix,growth,positive,05-09
134366,,"KCCM 42306, JCM 13824, AKS 432",1,1,"Lacinutrix mariniflava",Lacinutrix,growth,positive,6-8.5
164320,CHu50b-6-2,"JCM 32673, KCTC 49081",1,1,"Lacisediminihabitans profunda",Lacisediminihabitans,growth,positive,6.0-10.0
164323,CHu64-6-4,"JCM 32676, KCTC 62287",1,1,"Lacisediminimonas profundi",Lacisediminimonas,growth,positive,7.0-9.0
6703,"SU 18","DSM 26653, CGMCC 1.10801, JCM 17158, KCTC 15317, LMG 29535",1,1,"Lacticaseibacillus nasuensis",Lacticaseibacillus,growth,positive,04-08
24130,R-42633,"DSM 28071, CCUG 62266, LMG 26767, KCTC 21027, JCM 19617",1,1,"Lacticaseibacillus porcinae",Lacticaseibacillus,growth,positive,3.9-5.4
6701,,"DSM 24301, JCM 17471, YIT 12363",1,1,"Lacticaseibacillus saniviri",Lacticaseibacillus,growth,positive,4.0-8.5
2287,MIC1-18,"DSM 19658, NBRC 101988",1,1,"Lacticigenium naphthae",Lacticigenium,growth,positive,6.5-8.5
6402,,"DSM 20749, ATCC 43578, JCM 3825, CCUG 32229, LMG 10751, CIP 103180, NCIMB 12799, NBI 3014, CECT 4019, NCFB 2798",1,1,"Lactobacillus acetotolerans",Lactobacillus,growth,positive,5.3
141151,"WiKim29, WiKim39","KCTC 21077, JCM 31938",1,1,"Companilactobacillus allii",Companilactobacillus,growth,positive,4.5-9.0
159711,BS-W1,"BCRC 80970, NBRC 112377",1,1,"Levilactobacillus bambusae",Levilactobacillus,growth,positive,3
,,,,,,,growth,positive,4-10
166164,47-3,"NCIMB 15165, CCM 8903, LMG 31064",1,1,"Lacticaseibacillus baoqingensis",Lacticaseibacillus,growth,positive,5-10
166234,54-5,"NCIMB 15151, CCM 8894",1,1,"Lapidilactobacillus bayanensis",Lapidilactobacillus,growth,positive,5
133069,"L1, 111144-L1, L1(historical number)","DSM 101872, KCTC 21086",1,1,"Lactobacillus colini",Lactobacillus,growth,positive,3.5-10.0
140766,,"JCM 31185, VTT E-94560",1,1,"Furfurilactobacillus curtus",Furfurilactobacillus,growth,positive,3.5-8.5
166156,218-6,"NCIMB 15171, CCM 8908, KCTC 21134, LMG 31067",1,1,"Levilactobacillus fujinensis",Levilactobacillus,growth,positive,5-9
133700,,"JCM 17355, BCRC 80278, YM 0097",1,1,"Companilactobacillus futsaii",Companilactobacillus,growth,positive,4.0-8.5
166158,244-4,"NCIMB 15168, CCM 8906, KCTC 21137, LMG 31052",1,1,"Levilactobacillus fuyuanensis",Levilactobacillus,growth,positive,5-10
6700,202,"DSM 23908, CRBIP24.85, KCTC 21043",1,1,"Lactobacillus gigeriorum",Lactobacillus,growth,positive,04-07
6705,"61D, 361 D","DSM 23910, KCTC 21045, JCM 18988, CRBIP24.179",1,1,"Lactobacillus hominis",Lactobacillus,growth,positive,05-08
166202,395-6.2,"CCM 8927, NCIMB 15188, LMG 31179",1,1,"Companilactobacillus huachuanensis",Companilactobacillus,growth,positive,5
166160,151-2B,"NCIMB 15164, CCM 8913, KCTC 21129, LMG 31063",1,1,"Levilactobacillus huananensis",Levilactobacillus,growth,positive,5-9
166523,ZW163,"NCIMB 15193, CCM 8926, CCTCC AB 2019015",1,1,"Lacticaseibacillus hulanensis",Lacticaseibacillus,growth,positive,5
133267,Ru20-1,"LMG 29008, NBRC 111239, PCU 346, TISTR 2381, JCM 32627",1,1,"Fructilactobacillus ixorae",Fructilactobacillus,growth,positive,4.5-7.0
166163,257-1,"NCIMB 15166, CCM 8904, LMG 31065",1,1,"Loigolactobacillus jiayinensis",Loigolactobacillus,growth,positive,5-10
166165,159-4,"NCIMB 15175, CCM 8911",1,1,"Lacticaseibacillus jixianensis",Lacticaseibacillus,growth,positive,5-9
6622,WT-2B,"CCUG 32248, LMG 9916, CIP 103307, DSM 5016, ATCC 43761, JCM 6985, BCRC 16059, CECT 5954, CGMCC 1.3402, KCTC 5075, LMG 19149, NCFB 2797, NCIMB 702797, NRIC 1718",1,1,"Lactobacillus kefiranofaciens",Lactobacillus,growth,positive,5.3
133577,,"KCTC 12976, JCM 15530, DCY 51",1,1,"Secundilactobacillus kimchicus",Secundilactobacillus,growth,positive,06-07
166161,220-4,"NCIMB 15163, CCM 8902, KCTC 21136",1,1,"Levilactobacillus lindianensis",Levilactobacillus,growth,positive,5-9
166155,112-3,"NCIMB 15174, CCM 8909, KCTC 21123, LMG 31049",1,1,"Levilactobacillus mulengensis",Levilactobacillus,growth,positive,5-9
134061,11102,"LMG 27192, NCIMB 14833, JCM 30919, CIP 110707",1,1,"Paucilactobacillus nenjiangensis",Paucilactobacillus,growth,positive,4
158390,Bb203,"DSM 102188, ACCC 19955",1,1,"Lactobacillus panisapium",Lactobacillus,growth,positive,3.5-9
159797,5,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1,1,"Lactobacillus paragasseri",Lactobacillus,growth,positive,4-8.5
6489,1517,"DSM 23907, KCTC 21048, JCM 18989, CRBIP24.76",1,1,"Lactobacillus pasteurii",Lactobacillus,growth,positive,04-08
159748,,"KCTC 21090, NBRC 112917, SG 816",1,1,"Lactobacillus porci",Lactobacillus,growth,positive,5-11
166328,R7,"BCRC 81127, NBRC 113530",1,1,"Companilactobacillus suantsaicola",Companilactobacillus,growth,positive,4.0-10.0
166329,R19,"BCRC 81129, NBRC 113532",1,1,"Levilactobacillus suantsaiihabitans",Levilactobacillus,growth,positive,4.0-10.0
6690,"FI RDI 006","DSM 21401, BCRC 17755, CIP 110030, JCM 18086",1,1,"Lactobacillus taiwanensis",Lactobacillus,growth,positive,4.0-8.0
166159,137-3,"NCIMB 15170, CCM 8907, KCTC 21125, LMG 31053",1,1,"Levilactobacillus tangyuanensis",Levilactobacillus,growth,positive,5-9
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",1,1,"Companilactobacillus metriopterae",Companilactobacillus,growth,positive,4.0-8.0
166157,218-10,"NCIMB 15167, CCM 8905, KCTC 21135, LMG 31055",1,1,"Levilactobacillus tongjiangensis",Levilactobacillus,growth,positive,5-10
167774,HT111-2,"KCTC 15803, CGMCC 1.13855",1,1,"Lactobacillus xujianguonis",Lactobacillus,growth,positive,4-11
166149,HBUAS52074,"GDMCC 1.1417, KCTC 21106",1,1,"Companilactobacillus zhachilii",Companilactobacillus,growth,positive,4-9
166162,187-3,"NCIMB 15172, CCM 8910",1,1,"Loigolactobacillus zhaoyuanensis",Loigolactobacillus,growth,positive,5-10
159832,SYF10-1a,"KACC 18726, NBRC 112011",1,1,"Companilactobacillus nuruki",Companilactobacillus,growth,positive,3.0-9.0
166279,1JSPR-7,"KACC 19319, NBRC 113068",1,1,"Lactococcus allomyrinae",Lactococcus,growth,positive,6.5-9.0
14709,,"CIP 109874, DSM 22330, CCUG 55099, KCTC 13185, CAU 28, JCM 17100",1,1,"Lactococcus chungangensis",Lactococcus,growth,positive,7
167746,S-13,"NBRC 113348, KCTC 21096",1,1,"Lactococcus kimchii",Lactococcus,growth,positive,5.0-7.0
158748,159469,"LMG 30040, DSM 104842, CIP 111606",1,1,"Lactococcus petauri",Lactococcus,growth,positive,4-10
166304,2DFWM-2,"KACC 19320, NBRC 113069",1,1,"Lactococcus protaetiae",Lactococcus,growth,positive,5-8
158388,Rs-Y01,"DSM 105715, JCM 32106",1,1,"Lactococcus reticulitermitis",Lactococcus,growth,positive,5-8
158433,NtB2,"DSM 107259, JCM 32569",1,1,"Lactococcus termiticola",Lactococcus,growth,positive,6-8
167800,"YIM MLB12","CGMCC 1.17071, KCTC 42886, YIM MLB12",1,1,"Lampropedia aestuarii",Lampropedia,growth,positive,6.0-10.0
132456,CT6,"DSM 100029, KCTC 42939, MCC 2711",1,1,"Lampropedia cohaerens",Lampropedia,growth,positive,6-9
6636,C-5-1,"DSM 17758, AS 1.5017, LMG 22739, JCM 14153, CGMCC 1.5017, CIP 108991, KACC 12410, NBRC 106101",1,1,"Lapidilactobacillus concavus",Lapidilactobacillus,growth,positive,3.8-8.1
6302,R-AC-013,"DSM 18607, KCTC 19200, JCM 15623, NBRC 106263, NCIMB 14544",1,1,"Lapillicoccus jejuensis",Lapillicoccus,growth,positive,4.1-11.1
133613,M2T2B15,"KACC 14040, NBRC 106324",1,1,"Larkinella bovis",Larkinella,growth,positive,6.0-7.0
134165,,"NCIMB 14103, CCUG 55608, LMG 22510",1,1,"Larkinella insperata",Larkinella,growth,positive,7
158687,15J6-3T6,"KCTC 42998, JCM 31989",1,1,"Larkinella knui",Larkinella,growth,positive,6-8
166350,"KCTC 62876, ZZJ9","CCTCC AB 2018215",1,1,"Larkinella punicea",Larkinella,growth,positive,6-9
140767,15J11-11,"KCTC 42996, JCM 31657",1,1,"Larkinella ripae",Larkinella,growth,positive,6-7
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,1,"Larkinella soli",Larkinella,growth,positive,4.0-6.0
132991,ST307,"DSM 22428, CGMCC 1.8902",1,1,"Larsenimonas suaedae",Larsenimonas,growth,positive,5-9
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,1,"Lawsonibacter asaccharolyticus",Lawsonibacter,growth,positive,6-8
3812,4M15,"DSM 17132, KACC 11308, JCM 16389, NBRC 106382",1,1,"Leadbetterella byssophila",Leadbetterella,growth,positive,06-08
10422,,"DSM 16356, JCM 12420, PD Pd55, PD 55",1,1,"Lebetimonas acidiphila",Lebetimonas,growth,positive,4.2-7.0
158285,NEAU-A2,"DSM 104541, CGMCC 4.7405",1,1,"Lentzea rhizosphaerae",Lentzea,growth,positive,5.0-11.0
1212,MB800,"DSM 15595, LMG 17892, CIP 108417",1,1,"Lederbergia galactosidilytica",Lederbergia,growth,positive,6
,,,,,,,growth,positive,6-10.5
683,"670, Gibson 165, 883, 165","DSM 9, ATCC 10840, CCM 2214, NCIB 8773, NCTC 4824, CCUG 1816, NRS 670, JCM 2511, BCRC 11735, CECT 18, CIP 52.74, HAMBI 1918, IAM 12466, IAM 14178, IFO 15655, IFO 16413, IFO 16444, LMG 12355, LMG 16798, LMG 9579, NBRC 15655, NBRC 16413, NBRC 16444, NCCB 48017, NCFB 1127, NCIMB 8713, NCIMB 8773, NRRL B-396, NRRL NRS-883, VKM B-500, NCDO 1127, CIP 52.73",1,1,"Lederbergia lenta",Lederbergia,growth,positive,6
1236,"MB 1669, R-6760","DSM 17057, CIP 109042, LMG 22866",1,1,"Lederbergia ruris",Lederbergia,growth,positive,06-11
10520,HW7,"DSM 17879, KCTC 12585",1,1,"Leeia oryzae",Leeia,growth,positive,5-8.5
134192,,"CECT 7118, CCUG 51940, MED 217",1,1,"Leeuwenhoekiella blandensis",Leeuwenhoekiella,growth,positive,7
140891,G18,"CCTCC AB 2015204, KCTC 42729",1,1,"Leeuwenhoekiella nanhaiensis",Leeuwenhoekiella,growth,positive,6-8
133477,SPC-20,"NCCB 100227, LMG 24541, JCM 17020",1,1,"Leifsonia antarctica",Leifsonia,growth,positive,6.0-7.5
7343,MSL-27,"DSM 19322, KCTC 19268, MSL 27, JCM 16949, CIP 109937",1,1,"Leifsonia bigeumensis",Leifsonia,growth,positive,06-12
133476,KFC-22,"NCCB 100216, LMG 24362, JCM 17021",1,1,"Leifsonia kafniensis",Leifsonia,growth,positive,6.5-7.5
7346,TG-S248,"DSM 23871, JCM 15679, LMG 24767",1,1,"Leifsonia soli",Leifsonia,growth,positive,05-09
13670,R-26159,"DSM 24565, CCUG 55860, LMG 24366",1,1,"Leisingera aquimarina",Leisingera,growth,positive,5.5-9
13734,,"DSM 24564, CCUG 55859, LMG 24369",1,1,"Leisingera caerulea",Leisingera,growth,positive,06-09
13732,TF-218,"DSM 23529, JCM 13606, KCTC 12794, CECT 7309, CIP 109576, LMG 24139",1,1,"Leisingera daeponensis",Leisingera,growth,positive,5.5-8
158809,PFL01,"KCCM 43247, JCM 31901",1,1,"Lelliottia jeotgali",Lelliottia,growth,positive,5-9
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588, JCM 12770",1,1,"Lentibacillus halodurans",Lentibacillus,growth,positive,6.0-9.0
1362,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, TISTR 1549, NCIMB 14363",1,1,"Lentibacillus halophilus",Lentibacillus,growth,positive,6.0-8.0
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,1,"Lentibacillus jeotgali",Lentibacillus,growth,positive,6.0-8.0
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577, CGMCC 1.6153, CIP 108664",1,1,"Lentibacillus juripiscarius",Lentibacillus,growth,positive,05-09
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, TISTR 1551, CIP 109544",1,1,"Lentibacillus kapialis",Lentibacillus,growth,positive,5.0-9.0
1361,BH260,"DSM 16462, KCTC 3915",1,1,"Lentibacillus lacisalsi",Lentibacillus,growth,positive,7.0-9.5
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,1,"Lentibacillus lipolyticus",Lentibacillus,growth,positive,5-8
166345,G56,,1,1,"Lentibacillus panjinensis",Lentibacillus,growth,positive,5-9.5
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,1,"Lentibacillus persicus",Lentibacillus,growth,positive,6.0-9.5
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,1,"Lentibacillus populi",Lentibacillus,growth,positive,6.0-9.0
1360,"BH139, 4.101","DSM 16459, KCTC 3911, CIP 108797",1,1,"Lentibacillus salarius",Lentibacillus,growth,positive,6.0-8.5
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,1,"Lentibacillus salinarum",Lentibacillus,growth,positive,6.0
1366,"BH113, 14.101","DSM 16817, KCTC 3936",1,1,"Lentibacillus salis",Lentibacillus,growth,positive,7.0-9.2
140768,0W14,"KCTC 33835, MCCC 1H00171",1,1,"Lentibacillus sediminis",Lentibacillus,growth,positive,7-9.5
133683,ZXM100,"LMG 24861, CGMCC 1.10234",1,1,"Lentibacter algarum",Lentibacter,growth,positive,02-09
6643,,"DSM 18382, JCM 14108, NRIC 0676, CIP 109567",1,1,"Lentilactobacillus farraginis",Lentilactobacillus,growth,positive,04-09
6644,,"DSM 18390, JCM 14109, NRIC 0677, CIP 109568",1,1,"Lentilactobacillus parafarraginis",Lentilactobacillus,growth,positive,4-8.5
140821,TBC1,"JCM 30898, DSM 100618",1,1,"Lentimicrobium saccharophilum",Lentimicrobium,growth,positive,6.5-9
133917,,"KCTC 23780, NBRC 108776, IMCC 11369",1,1,"Lentisphaera marina",Lentisphaera,growth,positive,07-09
13305,C61,"DSM 45479, CGMCC 4.5536, NRRL B-24706, JCM 17492",1,1,"Lentzea atacamensis",Lentzea,growth,positive,05-11
140311,,"DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394, SYSU K10001",1,1,"Lentzea cavernae",Lentzea,growth,positive,5.0-10.0
13306,C68,"DSM 45480, CGMCC 4.5535, NRRL B-24707, JCM 17493",1,1,"Lentzea atacamensis",Lentzea,growth,positive,05-11
13304,Z6,"DSM 45099, CGMCC 4.3506, JCM 14205, NBRC 106318, CIP 109572",1,1,"Lentzea fradiae",Lentzea,growth,positive,05-10
164639,PSKA42,"JCM 33729, MCC 4127, MTCC 12936",1,1,"Lentzea indica",Lentzea,growth,positive,6.0-10.0
23216,FXJ1.034,"DSM 45855, CGMCC 4.6609, NBRC 106680",1,1,"Lentzea jiangxiensis",Lentzea,growth,positive,05-10
24445,NJ2035,"DSM 45680, JCM 31207, KCTC 29057, NRRL B-24881",1,1,"Lentzea nigeriaca",Lentzea,growth,positive,5.0-10.0
158291,,"DSM 108672, CGMCC 4.7319, KCTC 39694, DHS C021",1,1,"Lentzea pudingi",Lentzea,growth,positive,6-10
13307,C81,"DSM 45481, CGMCC 4.5537, NRRL B-24708, JCM 17494",1,1,"Lentzea roselyniae",Lentzea,growth,positive,05-11
158659,"NEAU-LZC 7","CCTCC AA 2017027, JCM 32384, DSM 105695",1,1,"Lentzea soli",Lentzea,growth,positive,7-11
159642,"NEAU-LZS 42","DSM 105696, CGMCC 4.7428, JCM 32385",1,1,"Lentzea terrae",Lentzea,growth,positive,7-11
13303,R24,"DSM 45081, CGMCC 4.3525, JCM 15473, NBRC 106319",1,1,"Lentzea xinjiangensis",Lentzea,growth,positive,5.0-12.0
133450,"MBIC06275 5, YM3-301","KCTC 221605, NBRC 104141",1,1,"Leptobacterium flavescens",Leptobacterium,growth,positive,06-09
7358,"Sj 10, Sj10","DSM 22806, CCM 7705, CCUG 58488, JCM 17972, CIP 110233",1,1,"Leucobacter aerolatus",Leucobacter,growth,positive,7
7355,MM2LB,"DSM 19883, LMG 24399, JCM 17022",1,1,"Leucobacter chironomi",Leucobacter,growth,positive,4-9.5
140645,2C-7,"CFCC 11901, KCTC 39643",1,1,"Leucobacter corticis",Leucobacter,growth,positive,6-10
132479,T14,"DSM 28968, JCM 30245",1,1,"Leucobacter holotrichiae",Leucobacter,growth,positive,5.5-10
7351,40,"DSM 17402, CIP 108831, JCM 14736",1,1,"Leucobacter iarius",Leucobacter,growth,positive,05-09
158508,924/12,"DSM 101948, CCM 8761",1,1,"Leucobacter muris",Leucobacter,growth,positive,6.0-9.0
140839,06C10-3-11,"CFCC 12199, KCTC 39685",1,1,"Leucobacter populi",Leucobacter,growth,positive,6-11
140342,A2,"DSM 104477, JCM 19316, KACC 17571",1,1,"Leucobacter ruminantium",Leucobacter,growth,positive,5.5-9.0
132119,M1-8,"DSM 103340, JCM 16362, KACC 21127",1,1,"Leucobacter salsicius",Leucobacter,growth,positive,7.0-8.0
7354,"K 70/01","DSM 19811, LMG 24388, JCM 16030",1,1,"Leucobacter tardus",Leucobacter,growth,positive,7
158382,JW-1,"DSM 105188, LMG 30083",1,1,"Leucobacter triazinivorans",Leucobacter,growth,positive,5-10
140557,DRC1506,"JCM 31787, KCCM 43249, BCRC 81165",1,1,"Leuconostoc mesenteroides subsp. jonggajibkimchii",Leuconostoc,growth,positive,4-9
6841,M2,"DSM 25624, JCM 17445, KACC 15353",1,1,"Leuconostoc miyukkimchii",Leuconostoc,growth,positive,05-09
159811,,"KACC 18010, NBRC 110382, IMCC 9719",1,1,"Leucothrix arctica",Leucothrix,growth,positive,5-10
166283,C3212,"MCCC 1K03600, KCTC 72121",1,1,"Leucothrix sargassi",Leucothrix,growth,positive,6.0-9.0
140403,2301,"DSM 100836, TUM BP 140423000-2250, CIP 111489, LMG 29073",1,1,"Levilactobacillus cerevisiae",Levilactobacillus,growth,positive,4-7.8
6624,LP38,"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325, JCM 16170, BCRC 80779, LMG 23074",1,1,"Levilactobacillus hammesii",Levilactobacillus,growth,positive,4.7-7.2
6695,1.1424,"DSM 22467, JCM 18045, LMG 25291, TMW 1.1424",1,1,"Levilactobacillus paucivorans",Levilactobacillus,growth,positive,4
164731,L88,"JCM 34120, BCRC 12945, NBRC 113535",1,1,"Levilactobacillus suantsaii",Levilactobacillus,growth,positive,4.0-7.0
130365,THK-V8,"DSM 29216, JCM 18023, KACC 16236, BCRC 81079",1,1,"Levilactobacillus yonginensis",Levilactobacillus,growth,positive,4.0-7.0
14049,SST-19,"DSM 24740, JBRI 2009, JCM 14216, KCTC 12774",1,1,"Lewinella agarilytica",Lewinella,growth,positive,5.1-10.1
133425,,"KCCM 42688, NBRC 103142, IMCC 3223, DSM 105096",1,1,"Lewinella antarctica",Lewinella,growth,positive,5.0-10.0
133002,HDW-36,"DSM 105137, CECT 8901, KCTC 42719",1,1,"Lewinella aquimaris",Lewinella,growth,positive,5.5
14046,II-2,"DSM 23179, ATCC 23123, NBRC 102661, NCIMB 12855",1,1,"Lewinella cohaerens",Lewinella,growth,positive,6-8
140717,,"KCTC 42187, CECT 8679, HME 9359",1,1,"Lewinella lacunae",Lewinella,growth,positive,6-9
167343,HSMS-39,"KACC 19866, NBRC 113585",1,1,"Lewinella litorea",Lewinella,growth,positive,6
132094,FYK2402M69,"DSM 102254, NBRC 102634, NCIMB 14313",1,1,"Lewinella lutea",Lewinella,growth,positive,6-10
132093,MKG-38,"DSM 104084, NBRC 102633, NCIMB 14312",1,1,"Lewinella marina",Lewinella,growth,positive,05-10
140713,,"KACC 17619, CECT 8419, HME 9321",1,1,"Lewinella maritima",Lewinella,growth,positive,7-8
166128,RmlP026,"KCTC 72077, VKM B-3277",1,1,"Lichenibacterium minus",Lichenibacterium,growth,positive,3.5-8
166129,RmlP001,"KCTC 72076, VKM B-3263",1,1,"Lichenibacterium ramalinae",Lichenibacterium,growth,positive,4-8
164516,,"JCM 33311, KCCM 43293, PAMC 29148",1,1,"Lichenihabitans psoromatis",Lichenihabitans,growth,positive,5.5-7.0
6646,"ASB1, ASB-1","DSM 16634, CIP 108913, JCM 16172, NCIMB 14359",1,1,"Ligilactobacillus apodemi",Ligilactobacillus,growth,positive,7
24137,"AFL 13-2, AFL13-2","DSM 23956, CIP 110788, JCM 17300",1,1,"Ligilactobacillus faecis",Ligilactobacillus,growth,positive,5.0-8.0
24127,E100301,"DSM 28122, KCTC 13174, NBRC 103219, RIFY 6501, JCM 18084, CIP 110289",1,1,"Ligilactobacillus pobuzihii",Ligilactobacillus,growth,positive,7
166384,Pla85_3_4,"DSM 103796, LMG 29741",1,1,"Lignipirellula cremea",Lignipirellula,growth,positive,6.5-8.5
24013,YM11-185,"DSM 26026, KCTC 22132, MBIC 08286",1,1,"Limibacter armeniacum",Limibacter,growth,positive,07-09
140769,,"KCTC 52187, NBRC 112522, DSM 108279, CAU 1123",1,1,"Limibaculum halophilum",Limibaculum,growth,positive,6.5-9
130608,LL-001,"DSM 29954, CECT 8072, JCM 18161",1,1,"Limimaricola cinnabarinus",Limimaricola,growth,positive,5.5-7.5
13675,UST950701-009P,"DSM 17492, JCM 12479, NRRL B-41039, CIP 108639",1,1,"Limimaricola hongkongensis",Limimaricola,growth,positive,05-10
13678,JJM85,"DSM 21424, KCTC 22372",1,1,"Limimaricola pyoseonensis",Limimaricola,growth,positive,05-10
24534,Ia16,"DSM 25584, IBRC-M 10018",1,1,"Limimonas halophila",Limimonas,growth,positive,06-08
166352,LZ-4,"CCTCC AB 2019004, KCTC 72281",1,1,"Limnobacter alexandrii",Limnobacter,growth,positive,5.5-9.0
133611,KP1-19,"LMG 24869, NBRC 105857, CIP 109929",1,1,"Limnobacter litoralis",Limnobacter,growth,positive,6.5-9
2055,CS-K2,"DSM 13612, CIP 107302, LMG 19593",1,1,"Limnobacter thiooxidans",Limnobacter,growth,positive,5.5-10.5
