ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Voges-Proskauer-test (Acetoin)"
134117,Ch05,"KCTC 12238, IAM 15216, JCM 21670, NBRC 102292, CIP 108862",1,1,"Paracoccus koreensis",Paracoccus,koreensis,-
134263,KKL-A5,"NBRC 100637, CIP 108500",1,1,"Paracoccus marinus",Paracoccus,marinus,-
13706,"GB 17","DSM 2944, DSM 3967, LMD 82.5, JCM 21485, ATCC 35512, CIP 106514, IAM 15022, NBRC 102493, NCCB 82005",1,1,"Paracoccus pantotrophus",Paracoccus,pantotrophus,-
13720,"LS-1, MBT-A4","DSM 14827, CIP 107400, NBRC 100798",1,1,"Paracoccus seriniphilus",Paracoccus,seriniphilus,-
160592,BM15,"DSM 107723, KCTC 72032, JCM 33289",1,1,"Paracoccus tegillarcae",Paracoccus,tegillarcae,-
13705,A2,"DSM 582, ATCC 25364, CCM 2505, IAM 12814, JCM 20754, CIP 107117, IFO 14567, LMD 80.62, LMD 81.78, NBRC 14567, NCCB 80062, NCCB 81078, VKM B-2163",1,1,"Paracoccus versutus",Paracoccus,versutus,-
137365,"G 1212","CIP 108092, CCUG 46822, ATCC BAA-599, CCM 7173",1,1,"Paracoccus yeei",Paracoccus,yeei,+
131134,"N89, NS89","DSM 15382, JCM 9931, CIP 105708",1,1,"Paracraurococcus ruber",Paracraurococcus,ruber,-
1440,S1812,"DSM 12041, ATCC 700356, NBRC 107762",1,1,"Parageobacillus caldoxylosilyticus",Parageobacillus,caldoxylosilyticus,-
1438,"M1, R-35644","DSM 9572, LMG 23032",1,1,"Parageobacillus thermantarcticus",Parageobacillus,thermantarcticus,+
1430,"KP 1006, R-35637, NRS-81","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516, NCIMB 11955",1,1,"Parageobacillus thermoglucosidasius",Parageobacillus,thermoglucosidasius,-
1449,"R-35642, SK-1","DSM 14590, KCTC 0306BP, LMG 23037, CIP 108270",1,1,"Parageobacillus toebii",Parageobacillus,toebii,+
,,,,,,,,-
6582,,"DSM 13344, ATCC BAA-66, CCUG 43347, CIP 106482, LMG 17710, JCM 19618, NCIMB 13672",1,1,"Paralactobacillus selangorensis",Paralactobacillus,selangorensis,-
1385,YIM-C158,"DSM 17857, CGMCC 1.6333",1,1,"Paraliobacillus quinghaiensis",Paraliobacillus,quinghaiensis,-
1384,O15-7,"DSM 15140, JCM 21472, CIP 108014, IAM 15001, NBRC 100001, NRIC 0520, NBRC 10001",1,1,"Paraliobacillus ryukyuensis",Paraliobacillus,ryukyuensis,+
140458,126C4,"KCTC 33762, MCCC 1H00136",1,1,"Paraliobacillus sediminis",Paraliobacillus,sediminis,-
139573,NSCS20N07D,"CIP 111031, KCTC 52126, MCCC 1A01886",1,1,"Paraphotobacterium marinum",Paraphotobacterium,marinum,-
166116,FJ4-8,"KCTC 62640, CCTCC AB 2018052",1,1,"Pararcticibacter amylolyticus",Pararcticibacter,amylolyticus,-
135095,,"CIP 108254, ATCC BAA-594, KCTC 12087, HTCC 2503",1,1,"Parvularcula bermudensis",Parvularcula,bermudensis,-
132998,NH6-79,"DSM 105303, CGMCC 1.14984, JCM 30557, MCCC 1K00277",1,1,"Aquisalinus luteolus",Aquisalinus,luteolus,+
11742,"50, A99 and A271, A99","DSM 23000, ATCC 23273, CCUG 2042, CDC 41-5568, CIP 102636, NCTC 10535",1,1,"Pasteurella bettyae",Pasteurella,bettyae,-
11744,"83851, NVSL-GB83851, CNP 925","DSM 22973, ATCC 49197, CCUG 28833, CIP 103915, CCUG 83851",1,1,"Pasteurella caballi",Pasteurella,caballi,-
11730,182,"DSM 22968, ATCC 43326, CCUG 12400, CIP 103294, NCTC 11621, Smith 182",1,1,"Pasteurella canis",Pasteurella,canis,-
11735,"SDH 953/60, 953/60","DSM 22969, ATCC 43325, CCUG 12397, CIP 103293, NCTC 11617",1,1,"Pasteurella dagmatis",Pasteurella,dagmatis,+
,,,,,,,,-
11736,F73,"DSM 22999, ATCC 43328, CCUG 15566, CIP 102678, NCTC 11411",1,1,"Pasteurella langaaensis",Pasteurella,langaaensis,-
11734,"68, A10, D1187, CNP 907","DSM 17480, ATCC 49633, CCUG 27189, CIP 103902, NCTC 10699, LPHL 5143/70",1,1,"Pasteurella mairii",Pasteurella,mairii,-
11738,Souchard,"DSM 23071, ATCC 51687, CCM 4731, CCUG 17977, CIP A125, NCTC 11995",1,1,"Pasteurella multocida subsp. septica",Pasteurella,multocida,+
,,,,,,,,-
11745,"95A1, 95AI","DSM 24204, NCIMB 13593, NCTC 13204, CIP 107586",1,1,"Pasteurella skyensis",Pasteurella,skyensis,-
133237,SD,"CICC 24108, KCTC 39817, JCM 32755",1,1,"Patulibacter brassicae",Patulibacter,brassicae,+
183,HKU8,"DSM 15629, CCUG 48484, CIP 107949, LMG 21939",1,1,"Pauljensenia hongkongensis",Pauljensenia,hongkongensis,-
5018,"G/39, G39","DSM 18077, ATCC 33260, CFBP 1526, CIP 105192, NCPPB 549, LMG 2386, ICPB EA 155",1,1,"Pectobacterium atrosepticum",Pectobacterium,atrosepticum,+
5026,"UCPB 193","DSM 18076, CFBP 2122, NCPPB 2795, CIP 105193, LMG 2464, ICMP 4226, CFPB 2122",1,1,"Pectobacterium betavasculorum",Pectobacterium,betavasculorum,+
5027,"Alcorn 1-12","DSM 21821, ATCC 49481, CFBP 3628, CIP 105191, ICMP 11136, LMG 17936, NCPPB 3849, NCPPB 439",1,1,"Pectobacterium cacticida",Pectobacterium,cacticida,-
5022,"BS 1008, 904, type 32011","DSM 30168, ATCC 15713, CCM 1008, NCPPB 312, CCUG 4907, ICMP 5702, CIP 82.83, LMG 2404",1,1,"Pectobacterium carotovorum",Pectobacterium,carotovorum,+
158290,NIBIO1006,"DSM 105255, NCPPB 4611",1,1,"Pectobacterium polare",Pectobacterium,polare,+
5025,"SR91, SR 91","DSM 18074, ATCC 43316, CIP 105194, CFBP 3304, ICMP 9121, LMG 8404, NCPPB 3701, PDDCC 9121",1,1,"Pectobacterium wasabiae",Pectobacterium,wasabiae,+
6381,"B213c, B213 c. Barley","DSM 20284, KCTC 13734, LMG 11384, CCUG 32235, NCIMB 12174, CIP 103408, JCM 8797, CGMCC 1.2696, KCTC 3771, LMG 11348, NBRC 109619, NCFB 2767, NRIC 0115",1,1,"Pediococcus acidilactici",Pediococcus,acidilactici,+
6385,236b,"CCUG 38496, DSM 20285, ATCC 49902, NCIMB 12564, JCM 12518, BCRC 12841, CCM 3451, CECT 4784, CGMCC 1.6505, CIP 102406, KCTC 3653, LMG 11409, NCFB 2932, VTT E-96661",1,1,"Pediococcus inopinatus",Pediococcus,inopinatus,-
6387,"S182, S 182","CCUG 28439, CCM 3450, DSM 20332, ATCC 19371, NCDO 1634, NCIB 9447, JCM 20450, BCRC 12575, CECT 813, CGMCC 1.2694, CIP 102262, IAM 12291, IFO 12235, JCM 5889, KCTC 3615, LMG 11486, NBRC 100673, NBRC 12235, NCIMB 9447, VKM B-1604",1,1,"Pediococcus parvulus",Pediococcus,parvulus,-
6393,,"DSM 20336, ATCC 33316, NCDO 990, WDCM 00158, CCUG 32205, JCM 5890, BCC 4305, BCRC 12843, CECT 4695, CGMCC 1.2695, CIP 102260, KCTC 3507, LMG 11488, NBRC 107768, NCIMB 12012, NCTC 12956, VTT E-88317, CCM 7796, CCRC 12843, NCFB 990",1,1,"Pediococcus pentosaceus",Pediococcus,pentosaceus,-
166524,JDX94,"MCCC 1H00335, KCTC 62850",1,1,"Pedobacter chinensis",Pedobacter,chinensis,-
159768,CM134L-2,"CGMCC 1.16520, KCTC 62643",1,1,"Pedobacter chitinilyticus",Pedobacter,chitinilyticus,-
141159,K-4-11-1,"KEMB 9005-574, KACC 19174, JCM 31916",1,1,"Pedobacter kyonggii",Pedobacter,kyonggii,-
166245,RS10,"KCTC 62786, GDMCC 1.1415",1,1,"Pedobacter miscanthi",Pedobacter,miscanthi,+
158603,C62-2,"CGMCC 1.15343, NBRC 111767",1,1,"Pedobacter quisquiliarum",Pedobacter,quisquiliarum,-
166513,XYN52,"KCTC 62845, MCCC 1H00348",1,1,"Pelagibacterium lacus",Pelagibacterium,lacus,+
158524,S5,"KCTC 33632, CGMCC 1.15177",1,1,"Pelagirhabdus alkalitolerans",Pelagirhabdus,alkalitolerans,-
166109,YLY04,"MCCC 1H00334, KCTC 62452",1,1,"Roseovarius dicentrarchi",Roseovarius,dicentrarchi,+
137698,N51,"CIP 105809, CCUG 39967, LMG 10982, CIP 105842",1,1,"Pelistega europaea",Pelistega,europaea,-
133247,YS-25,"KCTC 52203, CCTCC AB 2016051",1,1,"Pelobium manganitolerans",Pelobium,manganitolerans,+
139988,MA001,"DSM 105779, JCM 12112, NCIMB 13969, CIP 108638, FERM BP-4493",1,1,"Peribacillus asahii",Peribacillus,asahii,-
140140,L5,"DSM 105484, CCTCC AB 2015055, KCTC 33637",1,1,"Peribacillus cavernae",Peribacillus,cavernae,-
1846,"WS 1085, 6720","DSM 8801, ATCC 25097, CCUG 43489, CIP 67.20, JCM 11681",1,1,"Peribacillus frigoritolerans",Peribacillus,frigoritolerans,+
132573,FJAT-27997,"DSM 101776, CCTCC AB 2015285",1,1,"Peribacillus loiseleuriae",Peribacillus,loiseleuriae,-
748,"T25B, B-3394","DSM 6, ATCC 23296, DSM 13778, LMG 9580, NCIMB 11729, CIP 106932, CCUG 28882",1,1,"Peribacillus psychrosaccharolyticus",Peribacillus,psychrosaccharolyticus,-
790,NRS-960,"DSM 1321, ATCC 49097, NRS 960, JCM 12307, BCRC 15909, CCM 7148, CCUG 28889, CGMCC 1.3471, CIP 106934, IFO 15720, KCTC 3450, LMG 11160, NBRC 15720, NRRL NRS-960, VTT E-97781",1,1,"Peribacillus simplex",Peribacillus,simplex,-
13731,T5,"DSM 16374, CIP 109289, LMG 22475",1,1,"Phaeobacter inhibens",Phaeobacter,inhibens,+
2339,E,"DSM 1986, ATCC 35973, NCIB 12055, CIP 103305, LMG 6165, NCIMB 12055",1,1,"Phenylobacterium immobile",Phenylobacterium,immobile,-
11748,M1063U/93,"CCUG 47322, DSM 15746, NCTC 12872, CIP 106491",1,1,"Phocoenobacter uteri",Phocoenobacter,uteri,-
17227,68,"DSM 19184, ATCC 25915, CCUG 16300, CIP 75.10, LMG 8455, NCIMB 1895, KCTC 12322",1,1,"Photobacterium angustum",Photobacterium,angustum,+
,,,,,,,,-
17240,M46,"DSM 25995, CECT 7614, KCTC 23057",1,1,"Photobacterium aphoticum",Photobacterium,aphoticum,-
131276,AE6,"DSM 100848, CGMCC 1.12159, JCM 18480",1,1,"Photobacterium aquae",Photobacterium,aquae,-
17223,,"DSM 7482, ATCC 33539, CCUG 13626, KCTC 12323, LMG 7892, CDC 2588-80, CIP 102761, NCIMB 2184",1,1,"Vibrio damselae",Vibrio,damselae,+
17229,K-1,"DSM 22834, ATCC 51736, CIP 104404, KCTC 12268, LMG 21869, NCIMB 2058, CCUG 35502",1,1,"Photobacterium damselae subsp. piscicida",Photobacterium,damselae,-
131557,S2753,"DSM 100496, LMG 28894",1,1,"Photobacterium galatheae",Photobacterium,galatheae,-
17224,PS1,"DSM 9896, ATCC 51760, CIP 104755, KCTC 12376",1,1,"Photobacterium iliopiscarium",Photobacterium,iliopiscarium,-
17228,L1,"CIP 665, DSM 21260, ATCC 25521, CAIM 327, CCUG 16229, CIP 66.5, LMG 4228, NCIMB 2193, WDCM 00113, CECT 4191",1,1,"Photobacterium leiognathi",Photobacterium,leiognathi,+
166314,M09-03a,"CAIM 1937, CECT 9699",1,1,"Photobacterium lucens",Photobacterium,lucens,+
17221,,"DSM 15556, ATCC 11040, NCIMB 1282, JCM 21184, BCRC 13804, CECT 4192, CIP 102511, HAMBI 1726, IAM 14401, KCTC 12377, LMG 4233, NBRC 103031, CIP 75.9",1,1,"Photobacterium phosphoreum",Photobacterium,phosphoreum,-
17230,"DSJ4, DSJ14","DSM 21095, CIP 106289, JCM 10084, KCTC 12378",1,1,"Photobacterium profundum",Photobacterium,profundum,-
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,1,"Photobacterium proteolyticum",Photobacterium,proteolyticum,-
5035,"FRG04, HG4","DSM 15138, CCM 7075, CIP 105564",1,1,"Photorhabdus akhurstii",Photorhabdus,akhurstii,-
5038,"3265-86, 3265/86","DSM 15149, ATCC 43950, CCM 7074, CIP 106331",1,1,"Photorhabdus asymbiotica",Photorhabdus,asymbiotica,-
5045,9802892,"DSM 17609, CCM 7293, CIP 108025, ACM 5210",1,1,"Photorhabdus australis",Photorhabdus,australis,-
5039,1121,"DSM 15194, NCIMB 13951, CIP 108428",1,1,"Photorhabdus kayaii",Photorhabdus,kayaii,-
5036,"TT01, HT1","DSM 15139, CCM 7076, CIP 105565",1,1,"Photorhabdus laumondii",Photorhabdus,laumondii,-
5032,Hb,"DSM 3368, ATCC 29999, CCM 7077, CIP 106429, NCIMB 12670",1,1,"Photorhabdus luminescens",Photorhabdus,luminescens,-
133380,PB45.5,"LMG 29915, CCM 8729, DSM 104082, CIP 111196",1,1,"Photorhabdus namnaonensis",Photorhabdus,namnaonensis,-
5034,"XlNach, X1Nach","DSM 14550, CCM 7078, CIP 105563",1,1,"Photorhabdus temperata",Photorhabdus,temperata,-
5044,39-8,"DSM 15199, CIP 108426, NCIMB 13952",1,1,"Photorhabdus thracensis",Photorhabdus,thracensis,-
6294,Lochhead&Burton541,"DSM 12806, ATCC 13347, CDA 859, IFO 12159, NBRC 12159, NCDO 1576, NCIMB 9222, JCM 11564, CIP 102696, IAM 14868, IAM 14893, IAM 14902, IFO 12959, KCTC 39573, KCTC 9649, LMG 16468, LMG 17308, NBRC 12959, VKM Ac-1108",1,1,"Phycicoccus duodecadis",Phycicoccus,duodecadis,-
6298,Lp2,"DSM 14184, JCM 11141, CCUG 46560, CIP 107623, IAM 14965, NBRC 103079, KCTC 39572, NCIMB 14348",1,1,"Phycicoccus elongatus",Phycicoccus,elongatus,-
133241,,"DCY 87, KCTC 39635, JCM 31016",1,1,"Phycicoccus ginsengisoli",Phycicoccus,ginsengisoli,-
11874,,"DSM 5892, ATCC 43590, IAM 13584, JCM 20932, LMG 2t2, NCIMB 12127, CCUG 34962, CIP 108241, LMG 2.2, LMG 6738, NBRC 100019",1,1,"Phyllobacterium myrsinacearum",Phyllobacterium,myrsinacearum,-
5245,"LS 8","DSM 17806, CGMCC 1.5339, LMG 23328",1,1,"Phytobacter diazotrophicus",Phytobacter,diazotrophicus,+
23924,JC163,"DSM 26120, CSUR P161, CIP 110810",1,1,"Phytobacter massiliensis",Phytobacter,massiliensis,-
158583,,"CNCTC 5729, ATCC 27989",1,1,"Phytobacter ursingii",Phytobacter,ursingii,+
166099,R4HLG17,"ACCC 19929, KCTC 52415",1,1,"Phytohalomonas tamaricis",Phytohalomonas,tamaricis,-
357,K24,"CCUG 47266, CIP 108234, DSM 13608, NCIMB 13708",1,1,"Pigmentiphaga kullae",Pigmentiphaga,kullae,-
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,1,"Pigmentiphaga litoralis",Pigmentiphaga,litoralis,+
158823,E9,"KEMB 9005-534, KACC 19120, NBRC 112686",1,1,"Pinisolibacter ravus",Pinisolibacter,ravus,-
16574,Pb-1075,"DSM 43041, ATCC 23867, CBS 115.69, IAM 14288, IFO 13879, IFO 13918, JCM 3092, KCC A-0092, NBRC 13879, NBRC 13918, NCIMB 13269, VKM Ac-700, BCRC 13637, CGMCC 4.1206, IMSNU 20108, KCTC 9176, MTCC 1070",1,1,"Planobispora longispora",Planobispora,longispora,-
16575,Pb-1435,"DSM 43051, ATCC 23866, JCM 3166, KCC A-0166, BCRC 13421, IFO 15558, IMSNU 21363, KCTC 9406, NBRC 15558, NRRL B-8121, VKM Ac-1318",1,1,"Planobispora rosea",Planobispora,rosea,-
11959,,"DSM 14505, MTCC 3854, CMS 26or, CIP 107767",1,1,"Planococcus antarcticus",Planococcus,antarcticus,-
11971,JG-07,"DSM 15895, CIP 107134, JCM 10704, KCTC 3684, CGMCC 1.3646, KCTC 3684.",1,1,"Planococcus koreensis",Planococcus,koreensis,+
164341,Y42,"JCM 32719, CGMCC 1.15921",1,1,"Planococcus lenghuensis",Planococcus,lenghuensis,-
11963,S1,"DSM 15305, CIP 108414, MTCC 4827",1,1,"Planococcus maitriensis",Planococcus,maitriensis,-
11964,TF-9,"DSM 17275, CIP 11543, JCM 11543, KCCM 41587, CIP 108219",1,1,"Planococcus maritimus",Planococcus,maritimus,-
11968,S23F2,"DSM 13963, ATCC 700539, CIP 105673",1,1,"Planococcus mcmeekinii",Planococcus,mcmeekinii,-
11970,,"DSM 15489, ATCC 33414, CCM 320, CCTM La 3012, CIP 105082, IFO (now NBRC) 12536, LMG 4030, NCIMB 561, VKM B-1175, CCUG 30102, NBRC 12536, IFO 12536",1,1,"Planococcus okeanokoites",Planococcus,okeanokoites,-
11969,,"DSM 14507, MTCC 3812, CMS 53or, CIP 107727",1,1,"Planococcus psychrophilus",Planococcus,psychrophilus,-
11962,M8,"DSM 15069, ATCC BAA-790, CIP 108240",1,1,"Planococcus rifietoensis",Planococcus,rifietoensis,-
140686,CW1,"CCTCC AB 207187, LMG 24442",1,1,"Planococcus ruber",Planococcus,ruber,-
158688,LCB217,"CGMCC 1.15685, KCTC 33861",1,1,"Planococcus salinus",Planococcus,salinus,-
138527,"MAE 2","CIP 107718, NCIMB 13489",1,1,"Planococcus alkanoclasticus",Planococcus,alkanoclasticus,-
16579,"A 82600","DSM 44227, ATCC 51588, BCC 72024, NRRL 18924, JCM 9373",1,1,"Planomonospora alba",Planomonospora,alba,+
16576,B-677,"DSM 43177, ATCC 23863, IAM 14289, JCM 3093, KCC A-0093, BCRC 13425, CBS 117.69, CGMCC 4.1205, IFM 1246, IFO 13880, IMET 9030, IMSNU 20109, KACC 20019, KCTC 9175, KCTC 9473, NBIMCC 1472, NBRC 13880, NRRL B-8120, RIA 939, VKM Ac-664",1,1,"Planomonospora parontospora",Planomonospora,parontospora,+
16580,A51460,"DSM 44632, ATCC 51587, BCC 72025, JCM 9374, NRRL 18923",1,1,"Planomonospora sphaerica",Planomonospora,sphaerica,+
16577,B-1072,"DSM 43178, ATCC 23865, KCC A-0167, JCM 3167, CECT 3303, IFM 1255, IFO 15590, IMSNU 21352, KCTC 9474, MTCC 1056, NBRC 15590, NRRL B-16603, VKM Ac-699",1,1,"Planomonospora venezuelensis",Planomonospora,venezuelensis,+
16581,"NA9211028, SILA 9201","DSM 44359, IFO 15435, JCM 9131, NBRC 15435, ATCC 51423, BCRC 16399, CGMCC 4.5631, IMSNU 22077, VKM Ac-2000",1,1,"Planotetraspora mira",Planotetraspora,mira,+
7473,"P 297/02, P297/02","DSM 14012, LMG 19919, JCM 12144, CIP 108227, IAM 15049, NBRC 103081, VKM Ac-2504",1,1,"Plantibacter flavus",Plantibacter,flavus,-
24763,,"DSM 25350, CIP 110343, MOLA 115",1,1,"Pleionea mediterranea",Pleionea,mediterranea,-
166285,SW125,"CGMCC 1.16172, DSM 107180, KCTC 62636",1,1,"Pleomorphovibrio marinus",Pleomorphovibrio,marinus,+
5055,"M51, Bader M51","DSM 8224, ATCC 14029, NCIB 9242, RH 798, CCUG 410, NCTC 10360, NCIMB 9242, CDC 3085-55, CIP 63.5, LMG 4242",1,1,"Plesiomonas shigelloides",Plesiomonas,shigelloides,+
,,,,,,,,-
4367,16-74,"DSM 9245, ATCC 33028, CDC 604-77, CIP 76.01, JCM 1234, LMG 5739, NCTC 11434, CCUG 14557, CECT 857, CIP 76.1, HUT 8110, NBRC 105706, NCIMB 13304",1,1,"Pluralibacter gergoviae",Pluralibacter,gergoviae,+
4369,,"DSM 12410, ATCC 49851, CDC G6570, CIP 104019, KCTC 2520, LMG 22970, CCUG 48320, CFBP 4168",1,1,"Pluralibacter pyrinus",Pluralibacter,pyrinus,+
166123,ZY113,"KCTC 62374, MCCC 1H00296",1,1,"Polaribacter aquimarinus",Polaribacter,aquimarinus,+
138455,301,"CIP 106480, ATCC 700399",1,1,"Polaribacter franzmannii",Polaribacter,franzmannii,-
136694,,"CIP 103112, ACAM 171, ATCC 43844",1,1,"Polaribacter glomeratus",Polaribacter,glomeratus,-
134167,,"CIP 108776, CCUG 39402",1,1,"Polaromonas aquatica",Polaromonas,aquatica,-
2982,CJ2,"DSM 15660, ATCC BAA-779, CCUG 51246",1,1,"Polaromonas naphthalenivorans",Polaromonas,naphthalenivorans,-
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,1,"Pontibacillus halophilus",Pontibacillus,halophilus,-
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,1,"Pontibacillus litoralis",Pontibacillus,litoralis,-
166253,2b14,"KCTC 62596, MCCC 1H00304",1,1,"Pontibacter arcticus",Pontibacter,arcticus,-
133259,XAAS-1,"CCTCC AB 2016134, JCM 31442, DSM 103222",1,1,"Pontibacter aydingkolensis",Pontibacter,aydingkolensis,-
158763,XAAS-2,"CCTCC AB 2016135, JCM 31443",1,1,"Pontibacter brevis",Pontibacter,brevis,-
159762,XAAS-R86,"CCTCC AB 2017165, KCTC 62047",1,1,"Pontibacter silvestris",Pontibacter,silvestris,+
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,1,"Qipengyuania algicida",Qipengyuania,algicida,+
5393,ALC-2,"DSM 12079, CIP 108282, ATCC BAA-386",1,1,"Erythrobacter cryptus",Erythrobacter,cryptus,-
5391,A91,"DSM 11032, ATCC 25659, IAM 12620, ICPB 4167, IFO 15763, NBRC 15763, JCM 20691, LMG 160, NCIMB 1539, CIP 107821",1,1,"Erythrobacter sanguineus",Erythrobacter,sanguineus,-
5056,"HG16, IHE, 20125, HG 16","LMG 7875, DSM 5563, ATCC 49100, CCUG 18073, CDC 963-84, CNCTC Eb11/82, DRL 20125, JCM 24417, CIP 103791, NCTC 12283, NCIMB 12865",1,1,"Pragia fontium",Pragia,fontium,-
13316,,"DSM 44617, YIM 90001, JCM 13023, BCRC 16311, CCTCC AA 001015, CIP 107978, KCTC 19000",1,1,"Prauserella halophila",Prauserella,halophila,+
13315,,"DSM 43194, ATCC 43014, IFO 14506, IMET 7650, IMRU 3760, JCM 3193, KCC A-0193, NBRC 14506, NCIB 8926, NRRL 2295, JCM 9736, BCRC 12523, CBS 614.67, CGMCC 4.1215, CIP 106520, HUT 6557, IMI 71674, KCTC 9299, KCTC 9942, NCIMB 8926, NRRL B-2295, PCM 2309, VKM Ac-1243",1,1,"Prauserella rugosa",Prauserella,rugosa,-
1203,2DT,"DSM 13796, JCM 12211, CIP 106778, KCTC 13922, UCM B-5715",1,1,"Priestia endophytica",Priestia,endophytica,-
678,131,"DSM 1320, ATCC 49095, CCUG 28525, NRRL NRS-665, CIP 106928, NRS 665, JCM 12301, BCRC 15906, CGMCC 1.3592, HAMBI 2080, IFO 15715, KCTC 3449, LMG 11155, NBRC 15715, NCIMB 13366, VTT E-97063",1,1,"Priestia flexa",Priestia,flexa,-
733,"1060, 19, Ford 19, Gibson 1060","DSM 32, ATCC 14581, CCM 2007, NCIB 9376, NCTC 10342, CCUG 1817, JCM 2506, BCRC 10608, CECT 4313, CIP 66.20, HAMBI 2018, IAM 13418, IFO 15308, KCTC 3007, LMG 7127, NBRC 15308, NCCB 75016, NCIMB 9376, NRIC 1710, NRRL B-14308, VKM B-512, VTT E-93055, NCDO 1773",1,1,"Priestia megaterium",Priestia,megaterium,+
,,,,,,,,-
159756,PX7,"KCTC 42952, MCCC 1H00196",1,1,"Primorskyibacter marinus",Primorskyibacter,marinus,+
138802,XI,"CIP 103579, ATCC 27740, LMG 6233, CCUG 64017",1,1,"Prolinoborus fasciculus",Prolinoborus,fasciculus,-
12603,"V-54A, V54A","DSM 15943, CCM 7043, IFO 16526, NBRC 16526, JCM 14119, CIP 108163",1,1,"Promicromonospora aerolata",Promicromonospora,aerolata,-
12591,,"DSM 43110, ATCC 15908, IMET 7267, INMI 18, JCM 3051, KCC A-0051, RIA 562, CGMCC 4.1485, IFM 1286, IFO 12397, IMSNU 20110, KCTC 9069, LMG 4076, MTCC 271, NBIMCC 1485, NBRC 12397, NCIMB 12149, NRRL B-3485, VKM Ac-665",1,1,"Promicromonospora citrea",Promicromonospora,citrea,-
12602,"V-45, V45","DSM 15942, CCM 7044, JCM 14120, CIP 108164, IFO 16525, NBRC 16525",1,1,"Promicromonospora vindobonensis",Promicromonospora,vindobonensis,-
12662,L60,"DSM 8251, ATCC 49929, CIP 110011, NCTC 11082, CCUG 33480, LMG 16732, JCM 13395",1,1,"Propioniferax innocua",Propioniferax,innocua,-
158717,08MAS0041,"CGMCC 1.15939, DSM 104685",1,1,"Proteus alimentorum",Proteus,alimentorum,-
158686,08MAS2615,"DSM 104686, CGMCC 1.15982",1,1,"Proteus columbae",Proteus,columbae,-
5072,1732-80,"DSM 14437, ATCC 700826, CDC 1732-80, CCUG 35386, CIP 106868, CCM 7012",1,1,"Proteus hauseri",Proteus,hauseri,+
5058,"PR 14","DSM 4479, ATCC 29906, CIP 103181, NCTC 11938, WDCM 00023, CDC PR 14, JCM 1669, CCUG 26767, CECT 4168, KCTC 2566, LMG 3257, NBRC 105697, CCM 7188",1,1,"Proteus mirabilis",Proteus,mirabilis,-
132425,N5/687,"DSM 29910, LMG 28659",1,1,"Proteus terrae",Proteus,terrae,+
132975,JS9,"DSM 100173, JCM 30699, KACC 18404",1,1,"Proteus terrae subsp. cibarius",Proteus,terrae,+
5069,"PR 1","DSM 13387, ATCC 29905, CDC PR1, CIP 104989, PCM 2668",1,1,"Proteus vulgaris",Proteus,vulgaris,-
5074,,"DSM 30120, ATCC 9886, CCUG 6325, NCTC 10286, JCM 1673, BCRC 13995, CGMCC 1.6768, CIP 82.90, NBRC 105687",1,1,"Providencia alcalifaciens",Providencia,alcalifaciens,+
5075,8025-83,"CCUG 16446, NCTC 12003, DSM 3591, ATCC 35613, CIP 103031, MUA 2-110",1,1,"Providencia heimbachae",Providencia,heimbachae,-
5078,1163,"DSM 4542, ATCC 29944, CCUG 14804, CECT 865, JCM 1675, BCRC 13994, CDC 1163, CIP 103182, LMG 3259, NCTC 11801",1,1,"Providencia rettgeri",Providencia,rettgeri,+
,,,,,,,,-
5082,132-68,"CCUG 15723, DSM 4541, ATCC 33673, CDC 132-68, JCM 3953, BCRC 13997, CIP 103032, NCTC 11802, RIMD 1659001",1,1,"Providencia rustigianii",Providencia,rustigianii,-
5084,2896-68,"DSM 4539, ATCC 29914, CCUG 14805, CECT 866, CDC 2896-68, JCM 24298, CIP 104687, LMG 3260, NCTC 11800, LMG 7567",1,1,"Providencia stuartii",Providencia,stuartii,-
5088,OP1,"DSM 17385, CIP 108829, CCUG 55499",1,1,"Providencia vermicola",Providencia,vermicola,-
271,GPTSA-6,"DSM 17445, CCUG 54939, CIP 109378, MTCC 7090",1,1,"Pseudaeromonas sharmana",Pseudaeromonas,sharmana,-
1208,mcha2343,"DSM 14890, CIP 108363, LMG 19507",1,1,"Pseudalkalibacillus decolorationis",Pseudalkalibacillus,decolorationis,-
1226,SW-72,"DSM 16206, JCM 11807, KCCM 41641, CIP 108441, LMG 24749",1,1,"Pseudalkalibacillus hwajinpoensis",Pseudalkalibacillus,hwajinpoensis,-
140465,JH-7,"KCTC 52258, CCTCC AB 2016107",1,1,"Pseudaminobacter manganicus",Pseudaminobacter,manganicus,-
7581,A6,"DSM 12829, ATCC 700700, CIP 107037, JCM 12360, KCTC 9906, NCIMB 13794, MTCC 3706",1,1,"Pseudarthrobacter chlorophenolicus",Pseudarthrobacter,chlorophenolicus,-
